"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Innov Oil","Innov Oil is an innovative Singapore based company specialising in the development, production and marketing of high performance polymers for use in lubricant manufacturing.

Our unique technology and strength in developing optimised Viscosity Index Improver (VII) polymers has cemented us a leading independent global supplier.","Chemical Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","innovoil.com","https://www.linkedin.com/company/innovoil"
,"Jurong Aromatics Corporation Pte Ltd","Jurong Aromatics Corporation was one of the world’s largest integrated aromatics plants located on Jurong Island, Singapore. The state-of-the-art plant, with an investment value of US$2.4 billion, had been Singapore’s largest aromatics greenfield facility to date. An important asset in the nation’s petrochemical industry, the plant which began production in September 2014 was designed to produce 1.5 million tonnes of aromatics and 2.5 million tonnes of transportation fuels per annum.  The plant had since been acquired by ExxonMobil on 31 Aug 2017.

This Company Page exists to enable former employees of Jurong Aromatics Corporation to associate their work experience and contributions to improve their Linkedin profile and future endeavours.","Chemical Manufacturing","51-200 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/jurong-aromatics-corporation-pte-ltd"
,"Meranti Steel","Meranti Steel was established in 2016 to develop a steel business in Southeast Asia, with a particular focus on premium flat steel products and sustainable production.

Our lead team consists of professionals with a total experience of over 200 years in the flat steel industry across all critical functions: Manufacturing, engineering, supply chain operations, business development, marketing, sales, finance, and strategy. We are a diverse team. Our team members come from different parts of the world and have work experience in more than 30 countries.

At Meranti Steel, we believe that striving for excellence in quality and service, combined with effective and nimble execution, are key differentiating factors for creating successful businesses. We put a particular focus on sustainability, and we believe in the value of partnerships - With employees, suppliers, investors, and foremost with our customers. We are always keen to speak to potential partners of our business, so if you are interested to learn more about us and what we do, please don't hesitate to contact us.","Manufacturing","11-50 employees","Privately Held","Singapore, Central Singapore","Singapore","merantisteel.com","https://www.linkedin.com/company/meranti-steel"
,"MPN TECH PTE LTD","MPNTECH has been found since 2010, based on Singapore and extend to Global electronics manufacturing services (EMS) supply chain. 

One-Stop PCBA Solutions in Singapore and Order starts from 1pcs NO MOQ
One-Stop PCBA support from R&D prototypes to mass productions

MPN TECH Solutions:
 PCB Design (Layout)
 PCB Fabrication
 Components Purchase
 PCB Assembly (All done in Singapore)

We have built long-term collaborations with many local 
Institutes(A*STAR/DSO/etc.)
 MNCs（KLA/ST Engineering/Panasonic）
Startups
Universities(NTU/NUS/SUTD etc.)
SMEs
etc.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","mpntech.com","https://www.linkedin.com/company/mpn-tech"
,"Freshening Industries Pte Ltd","More than 5,000 healthcare, food & beverage, and hospitality establishments in our portfolio of clients, developing thousands of private label and contract manufacturing products; Freshening is today Asia's leading manufacturer of wet wipes, disinfectants and other hygiene products, as well as a global OEM provider. 

Developing internationally but continue to stay close to our customers and their needs, Freshening has 3 manufacturing plants and 5 global offices in Singapore, Indonesia and China, Malaysia and Hong Kong, with its products found in more than 37 countries.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","freshening.com","https://www.linkedin.com/company/freshening-industries-pte-ltd"
,"BNF Industries","BNF Industries, part of the BNF Group, was founded in 1998 by Mr. Frankie Lee. Initially focused on distributing BNF-branded refrigerants, the company has since grown to become a leading industrial gas supply chain management company which owns and operates cryogenic and pressurised ISO tanks. We are headquartered in Singapore, and serves customers worldwide. It also has regional offices in Malaysia, Thailand, and Indonesia.","Chemical Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","bnfindustries.com","https://www.linkedin.com/company/bnfindustries"
,"3D Aura Pte Ltd  •  3D オーラ","3D Aura’s concept store, eCommerce platforms, market place shopping sites and support center are all designed to provide the best possible experience while shopping for your next 3D printer.  We specialise in consultative sales to Government, Education, Commercial, Industrial, Architectural and Hobby Home Users. Our showroom has all types of demonstration printers and print samples so we can guide you through the best workflow for your needs.

We keep an extensive inventory of printers, consumables and accessories in stock to ship out same day and have our own technical support team in house to provide you support by email, phone and chat. Get the service you deserve with 3D Aura as the most dedicated 3D printing company in Singapore.","Manufacturing","2-10 employees","Partnership","Singapore","Singapore","3daura.com.sg","https://www.linkedin.com/company/3d-aura-pte-ltd"
,"Dawood Flour Mill & Provision Pte Ltd","Manufacturer of all types of curry and spice powders, specialist in providing grinding, mixing and packing for all types of cereals, herbs and spices for retail, wholesale, and contract purposes. Importer of rice, oil and a whole range of spices and a wholesaler dealing in provision goods.

We have been in the spices and curry powder manufacturing business for over 30 years, and we are ISO 22000: 2018 certified with Halal Certification for our products.","Food Production","11-50 employees","Privately Held","Bedok","Singapore","dawoodspices.com","https://www.linkedin.com/company/dawoodspicessg"
,"Lion Corporation (S) Pte Ltd","Established in 1891, Lion Corporation Japan produces and markets innovative products that offer maximum value to both consumer and industrial users. Lion's wide-ranging consumer products encompass toothpastes, toothbrushes, cosmetics, soaps, shampoos, rinses, laundry detergents, dishwashing detergents, household cleaners, as well as pharmaceutical and food products. All of these products enjoy high brand awareness and major shares in their respective markets. In the industrial sector, Lion has built an enviable reputation as a producer of high-performance chemicals, used daily in a diverse array of industries. 

Lion Corporation Singapore Pte Ltd is a wholly owned subsidiary of Lion Corporation Japan. Since its inception in 1982, Lion Singapore has marketed a wide range of successful brands and products such as Mama Lemon, Top, Essence, Shokubutsu, Kirei Kirei, Kodomo and Systema.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","lioncorp.com.sg","https://www.linkedin.com/company/lion-corporation-s-pte-ltd"
,"BRC","BRC is a global heavy industrial and precision engineering company founded in 1989, with its Head Office located in Singapore. We specialise in the production and supply of engineered rolls, steel castings, and related components. Today, BRC serves customers in more than 60 countries, including some of the largest industrial groups.

Our dedication to quality assurance and ongoing developments in material science ensures that BRC remains a leader in product and service reliability. We provide customised technical and commercial solutions to meet each customer’s unique needs.

Contact us: For enquiries and partnership opportunities, please reach out to us at info@brcil.com.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","brcil.com","https://www.linkedin.com/company/brcil"
,"QAF Limited","QAF is a leading multi-industry food company with core businesses in Bakery, and Distribution and Warehousing. We have an extensive operations and distribution network across the Asia-Pacific region including Singapore, Malaysia, the Philippines, Australia, Myanmar, Cambodia, Hong Kong, Taiwan, Macau, Brunei, Indonesia, Vietnam, Laos and Bangladesh. We employ more than 9,000 people regionally and are listed on the Singapore Exchange.","Manufacturing","11-50 employees","Public Company","Singapore, Singapore","Singapore","qaf.com.sg","https://www.linkedin.com/company/qaf-ltd"
,"Sansui Electronics","Sansui, a globally recognized brand name and one of the World leaders in consumer electronics, was founded in 1944. Sansui started manufacturing transformers and subsequently, expanded into manufacturing Hi-Fi amplifiers and other electrical equipment. Historically, Sansui has been a technology leader in the electronic industry, with such firsts as: First Audio Transformer; First High Powered Tube-transistor Amplifier; First in the World with matrix ""surround sound"" in 1970; Stereo AM in 1976 and Digital Sound Processing in 1983, to mention but a few.

Sansui is now primarily engaged in the design, manufacture and marketing of home audio/video products. Sansui audio / video products consist of an extensive range of Home Theater Systems, AV Receivers, Component Systems, DVD Players, Mini and Micro Systems, Portables, Discman, Portable MP3 Players, 5.1 Speaker Systems, and a range of Television products that also include LCD/Plasma and Rear Projection Televisions.

Sansui is committed to providing an integrated service to our customers, which consists of commitment to excellent product quality, up-to-date product design, competitive market pricing and constantly expanding its distribution networks for easy access of our products. With this integrated service as our company goal, we constantly strive to excel ourselves. Customers worldwide surely benefit from our services.

Sansui is committed to giving our customers the best products along with the best service.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held",,"Singapore","sansui-sg.com","https://www.linkedin.com/company/sansui-electronics"
,"VadoTech Zynit","For more than 22 years we have been doing what we love: We support automobile manufacturers in international vehicle testing under all climatic conditions with a team of technicians and test drivers. We carry out test procedures and analyses on prototypes worldwide in the pre-series stage as well as on series vehicles after technical modifications. Winter testing or hot-country testing, we accompany our customers' products to series production level. In the context of foreign countries, we experience topics such as digitalization of the automotive industry, electromobility, connected car, piloted & autonomous driving at first hand. Today, our group of companies employs about 160 people. 

We are looking forward to hearing from you!","Automotive","51-200 employees","Public Company","Singapore","Singapore","vadotech.com","https://www.linkedin.com/company/vadotech-international"
,"Autodesk Manufacturing | I-VTech | Singapore","Welcome to I-VTech Solutions Pte Ltd - Your Leading Autodesk Distribution Partner in Singapore. I-VTech Solutions is the Autodesk partner in Singapore, specializing in digital manufacturing. With a focus on the manufacturing sector, we combine engineering expertise and IT integration capabilities to empower enterprises in the digital landscape.

As the Autodesk partner in Singapore dedicated to manufacturing, we understand industry challenges and requirements. Our tailored solutions drive digital transformation for clients.

At I-VTech Solutions, we live by ""Digital Manufacturing Engineered."" This tagline reflects our commitment to cutting-edge digital technologies and engineering prowess so as to empower enterprises moving towards digitalization.

Why Choose i-vtech Solutions?

Expertise: With two decades of experience, our team brings expertise in engineering and digital technologies. We optimize operations and foster growth.

Manufacturing Focus: Our specialized approach addresses the unique challenges and requirements of the manufacturing sector.

Comprehensive Autodesk Product Suite: We offer advanced software solutions covering the entire manufacturing lifecycle, enabling innovation.

Seamless IT Integration: We seamlessly integrate Autodesk solutions with existing systems, maximizing efficiency.

Customer-Centric Approach: Customer satisfaction is paramount. Our tailored solutions and dedicated support ensure success.

Join the Digital Manufacturing Revolution with I-VTech Solutions

Embrace the #digitalmanufacturing revolution and partner with I-VTech Solutions for innovation. We engineer solutions to empower your enterprise with productivity, efficiency, and innovation.

Connect with us on LinkedIn for the latest trends, insights, and innovations in digital manufacturing. Let's shape a connected and agile future for the manufacturing industry.

#DigitalManufacturingEngineered","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","inno-venture.com","https://www.linkedin.com/company/i-vtech-sg"
,"ECO SPECIAL WASTE MANAGEMENT PTE LTD","ECO SPECIAL WASTE MANAGEMENT PTE LTD is a chemicals company based out of 23 Tuas View Circuit, Singapore, Singapore.","Chemical Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","eco.com.sg","https://www.linkedin.com/company/eco-special-waste-management-pte-ltd"
,"AA Precision Optics","Welcome to AAPO! We specialize in the mass production of precision optics. Our services are tailored to your unique requirements. All we need to get started is a sketch; if you don't have one, that's okay! We are your partners from the planning stage through to delivering high-quality mass-produced items. Our work complies with stringent ISO standards, ensuring flawless results exactly as you envisioned them.
Consolidating all processes in one location, especially when collaborating with reliable partners, is critically important for several reasons. First, having all operations in a single venue enhances effective communication among team members and partners. Second, it improves the quality control measures in place. Third, it contributes to higher cost efficiency. Lastly, quick and real-time decisions can be made more effectively when all stakeholders are located in the same place.
Our journey dates back to 1974, when our founder, Avi Ayalon, ventured into the Electro-Optics industry in Singapore. With an unwavering dedication to innovation, Avi was pivotal in establishing the Avimo Singapore Electro-Optics factory. He was referred to as "" the grandfather of digital projection"".  In 2013, Avi founded AA Precision Optics. Though we lost Avi in July 2022, we remain committed to carrying on his legacy.","Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","aa-po.com","https://www.linkedin.com/company/aa-precision-optics"
,"Kärcher Singapore","Kärcher, a family-owned enterprise headquartered in Winnenden, Germany, is the world’s leading provider of cleaning technology. We offer the most extensive range of cleaning solutions to the market. Our products include high pressure washers, vacuums, industrial steam cleaners, home and garden pumps, sweepers, scrubbers driers, vehicle washes and cleaning agents.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","kaercher.com","https://www.linkedin.com/company/karcher-singapore"
,"DKE Precision Pte Ltd","Headquartered in Singapore, DKE Precision is a top tier design and manufacturing company offering development and full-scale production services for OEMs who wish to outsource the design and manufacture of their complex electro-mechanical products and equipment. DKE Precision's end-to-end service offerings allow clients a one-stop shop for the design, test, manufacture and service of their products and equipment on a global basis. 

DKE Precision is the Asian-extension of D&K Engineering, based in San Diego California. Combined with D&K Engineering's extensive R&D and development service offerings, DKE Precision provides high quality customised designs as well as effective manufacturing solutions to enable our clients to bring their products from concept to reality and volume production.","Industrial Machinery Manufacturing","201-500 employees","Privately Held","Singapore, Singapore","Singapore","dkeprecision.com","https://www.linkedin.com/company/dke-precision-pte-ltd"
,"Juki Singapore Pte Ltd","Juki Singapore Pte Ltd is an Electrical and Electronic Manufacturing company located in Singapore, Singapore.","Machinery Manufacturing","201-500 employees","Public Company","Singapore","Singapore","juki.com.sg","https://www.linkedin.com/company/juki-singapore-pte-ltd"
,"Daviscomms","DAVISCOMMS (S) PTE LTD was established in year 2000 to provide Contract Design and Manufacturing Services for a wide range of high quality consumer and industrial wireless telecommunication products such as Pagers and Paging Systems, Telemetry Solutions, Emergency Tracking Devices, Medical Devices, Mobile Handheld Devices and Printed Circuit Board Assemblies.

Our design center is located in Singapore, and is ISO 9001:2015 and ISO 12485:2016 certified. Led by a dedicated team of Engineers, DAVISCOMMS strive to serve the needs of our global customers' with qualified and experienced product design expertise to bring their great product ideas and concepts to life.

Our factory, Daviscomms (Malaysia) Sdn Bhd, is also ISO 9001:2015 and ISO 13485:2016 certified. Located in Penang, Malaysia, it has a 4,000 square meter state-of-the-art manufacturing facility that utilizes world class manufacturing systems and processes to cater to the various needs of our customers' products.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","daviscomms.com.sg","https://www.linkedin.com/company/daviscomms"
,"AGC Asia Pacific Pte Ltd","AGC Asia Pacific (AAP) serves as the regional headquarters of AGC Group for the Southeast Asian region.  Incorporated in 2013, AAP strategically coordinates AGC's businesses in the Asia Pacific region. It manages market analyses and the sales of group products, aiming to contribute to regional societies with advanced products and services relating to people’s lives, environment, imaging, communications, and energy.

AGC Group (formerly known as Asahi Glass Company) is a world-leading supplier of flat, automotive and display glass, chemicals, and other high-tech materials and components. We solve everyday challenges with cutting-edge technologies—our unique materials better the lives of people across the globe.

Our business is built on a dedication to innovation stretching over 110 years. The same spirit of innovation inspires us to look beyond the obvious today. It drives us to bring bolder ideas to life. It makes greater achievements possible, whatever challenges we face.

Today, you can find our operations in over 30 countries and regions worldwide. We are market leaders across many of the sectors we serve, and hold top shares in automotive and building glass.  Always looking towards the future, we are inspired by the opportunities in front of us, and are committed to making sustainability an ever-bigger part of what we do.

AGC’s success is driven by a diverse team of over 56,000 employees. Across 200 laboratories, offices and manufacturing sites, our people are united in their pursuit of excellence.  From sales and business to engineering and R&D, everybody makes their mark with AGC.","Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","agc-asiapacific.com","https://www.linkedin.com/company/agc-asia-pacific-pte"
,"OceanMaster Engineering Pte Ltd","Founded in 1989 in Singapore, OceanMaster Engineering started its business operations with its core activity in ship repair and general engineering services. Today, OceanMaster has evolved as a global leader in the marine and offshore industry, providing full range of Maintenance, Repair and Overhauling (MRO) services such as emergency afloat repairs, riding squad services, wharf-side, dry-docking and offshore repairs for merchant ships, oil rigs, platforms, FPSOs and other offshore vessels.

OceanMaster Engineering is an ISO 9001 and OHSAS 18001 company since 2002. In 2013, the company has achieved the status of BizSAFE STAR. With a team of dedicated and experienced workforce, OceanMaster specializes in the field of marine and offshore air-conditioning works. The engineers and technicians are fully equipped with offshore medical and BOSIET certifications where a 24-hour response is guaranteed in deploying a team to any offshore rigs, platforms, FPSOs, and other offshore vessels around the world.

Our company is a Certified On-The-Job Training Centre (COJTC) accredited by the Institute of Technical Education, Singapore.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","oceanmaster.com.sg","https://www.linkedin.com/company/ocean-master-engineering-pte-ltd"
,"Lam Seng Hang Group","Incorporated  in 1958, Lam Seng Hang Co. Pte Ltd (“LSH”) started as a trading company operating from an office in Singapore. From our humble beginnings, LSH has grown and established a regional distribution and manufacturing presence, serving customers in Singapore, China, Malaysia and Indonesia. Our clients are in industries ranging from Logistics, Food & Beverage to Pharmaceuticals.

Regardless of the business challenges or economic landscape, we strive to honor our commitments to customers and fulfill their requirements through excellence and integrity.","Chemical Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","lshgroup.com","https://www.linkedin.com/company/lam-seng-hang-group"
,"Hager ASEAN","Hager ASEAN is part of Hager Group, the leading supplier of solutions and services for electrical installations in residential, commercial and industrial buildings.

We deliver safe and simple electrical solutions, from energy distribution and energy management, to wiring accessories and building automation. While being easy to work with, we remain by your side throughout the entire project, cooperating, collaborating and co-creating with you.

Over the past 30 years, Hager ASEAN has not only solidified its foundation with strong partnerships but also dynamically expanded its presence across the South East Asia region. Today, we are proud to serve an ever-growing markets that includes Malaysia, Singapore, Indonesia, Bangladesh, Brunei, Cambodia, Maldives, Myanmar, Philippines, Sri Lanka, Thailand, and Vietnam.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","hager.com","https://www.linkedin.com/company/hagerasean"
,"Pneu Powders Systems","Pneu Powders Systems (‘PPS’) is a trusted integrator in the field of materials handling, specialising in the pneumatic transportation of bulk dry and semi solid powders, flakes, and granules.

As part of our core materials handling solutions, we also cover system process aspects as pneumatic conveying systems (Lean Phase & Dense Phase), dust filters and dust collection systems, loading and unloading systems, weighing and batching systems, blenders and blending systems, mixing, sifting, grinding, storage, discharging aids, packing and system controls.

We offer a holistic system design service and are able to perform the design, manufacture, supply, control, commissioning, and staff training required for your system to achieve its intended objective. This includes the ability to interpret, design, and supply electrical and electronic control panels.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Downtown Core, Central Region","Singapore","pneupowders.com","https://www.linkedin.com/company/pneupowderssystems"
,"Macro-Integration","𝐌𝐈'𝐬 business has been established as a solution provider for facilities and process management systems integration for manufacturing plants. MI comprehensively handles project and solutions needs of clients, from concept stage to detail engineering through to the installation. This is based on MI’s technical know how, state of the art facilities’ equipment integration via Internet of Things(IoT/IIoT) knowledge, smart technology integration to increase productivity and competitiveness while achieving zero downtime of the integration process for production and facilities. 

Macro-Integration, has grown from a startup business employing a workforce of 4 in 2002 to a dynamic company today that employs over 50 highly skilled senior managers and multi-disciplined engineers. The company’s engineers have a broad range of specialty skills that enable the company to deliver fast track turnkey projects that implement the current state of the art process control and automation solutions for its customers. 

We offer total facility industrial automation and process control for production areas and utilities across various industries such as semi-conductor manufacture, energy, food & nutrition, pharmaceutical, fragrances and the oil & gas and industry.

Our proven track record and market position is a testament to company’s dedication and mission to create a whole new ‘green’ experience today and in the future.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","macro-integration.com","https://www.linkedin.com/company/macro-integration-pte-ltd"
,"PTSenR SMART Grid IOT Sensor","PTSenR Self-Powered Wireless Sensors utilise energy-harvesting technology, a process by which energy is derived from external source, captured and stored from small wireless electronic devices.

As a result, PTSenR Self-Powered Wireless Sensors are capable of utilising a robust and real-time technology to continuously monitor the health of critical electric and distribution assets.

Apart from being battery- and maintenance-free, the self-powered wireless temperature sensor product line is also designed to easily monitor hard-to-reach locations. This makes the products ideal for those looking for a set and forget application for their facility with guaranteed 25 years of performance lifespans.

With a wide variety of self-powered of self-powered wireless sensors, you can rest assured that our products will suit any application and range. Discover them  by contacting us.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","SINGAPORE","Singapore","powertechnologies.com.sg","https://www.linkedin.com/company/ptsenr"
,"Advanced Products Corporation","APC is a wholly owned subsidiary of Venture Corporation Limited (SGX: V03), a global provider of technology services, products and solutions.  APC specializes in Embedded Systems Design & Development.  

Years of experience in embedded system solutions has allowed APC to developed core expertise and deep-bench knowledge with in-depth appreciation of the ecosystem for embedded solutions, as well as the business needs and requirements of customers.  APC has been delivering best-in-class solutions, both hardware and software tools, including advanced platforms and complete innovative products, designed and built across its global R&D and manufacturing facilities.  Many customers have enjoyed benefits of reduction in development cost, project risk mitigation, shortened product development cycle and faster time-to-market.

Keeping a keen focus on its domain expertise, APC is uniquely positioned as an end-to-end total solution provider with VEST (Venture Embedded Solutions Technology) brand of products;  additional products and technology beyond core systems to meet the demanding needs of various applications; as well as an extensive ecosystem of global services, support, and partners to address critical needs during each phase of the project, from design and development through to deployment and ongoing maintenance.

With the pace of technology advancement accelerating and the pressure to do more with less, take advantage of what APC can offer, domain expertise in embedded solutions, scalable and flexible to meet your exact needs and requirements.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","apc-vest.com","https://www.linkedin.com/company/advanced-product-corporation"
,"Rheem Asia","A History of Comfort:

Brothers Richard and Donald Rheem founded Rheem Manufacturing Company in Emeryville, CA, in 1925. While the company has produced a number of products in its nearly 100 years of operation, Rheem is currently the only manufacturer in the world that produces heating, cooling, water heating, pool & spa heating and commercial refrigeration products, and it is the largest manufacturer of water heating products in North America.

Award-Winning Innovations:

From industry-leading technologies to next-generation energy efficiencies, Rheem has been a pioneer in developing some of the most innovative advancements in heating, cooling and water heating. With a long list of award-winning solutions, Rheem continues to deliver advanced comfort, savings and experiences to our customers—just as we’ve done for nearly 100 years.

A Trusted Family of Brands:

Both in the US and abroad, innovative products from the Rheem family of brands lead the industries they serve. To maintain our leadership position—regardless of the brand badge affixed to them—our products must always be unique in the marketplace, relevant to our customers’ lifestyles, and authentic to our company’s values.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","rheemasia.com","https://www.linkedin.com/company/rheem-asia"
,"Azen Manufacturing Pte Ltd (A Twin City Fan Company)","TCF-Azen is a Twin City Fan Company that serves the Asia Pacific Region market including Singapore, Malaysia, Vietnam, Thailand, Indonesia and Korea. Whether simple commercial ventilation or the most demanding industrial and marine applications, TCF-Azen has a suitable air moving solution for the exact application. Our products have been providing years of reliable ventilation on board oil rigs and vessels, and in pharmaceutical, power, water treatment, and incineration plants, as well as specialized OEM applications.

TCF-Azen's mission is to provide simple and workable solutions for any complex problem that customer may face. The ability to do this effectively on a consistent basis is what differentiates the company from the local competition. Founded on a simple principle of innovative design and exceptional functionality, TCF-Azen is adept at blending technical sophistication and best engineering practices to develop practical air moving solutions for a wide range of applications.

Products we offer include Axial Fans, Industrial Centrifugal Fans, Tunnel Ventilation Fans, High Plume Fans, Mixed Flow Fans, Plenum Fans, Plug Fans, Smoke Extraction Fans (EN12101-3), UL Fans (762 / Smoke Control System), ATEX Fans, API Fans (API 560 / API 673), Performance Weather Louver, Customized Air Intake Unit, Roof Fans, Mancoolers, Induced Draft Fans (ID Fans), Forced Draft Fans (FD Fans), High Pressure Fans, Centrifugal Inline Fans, Engine Exhaust Blower System, Heavy Duty Custom Fans etc.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","singapore","Singapore","tcf-azen.com","https://www.linkedin.com/company/azen-manufacturing-pte-ltd"
,"LS ELECTRIC Singapore","LS ELECTRIC, the no.1 brand in Korea for Electric Power & Automation solution provider, is leading the power system and automation industry transformation through ‘product quality’, ‘digitization’ and ‘innovative solution’.  

We are doing our utmost to expand our share of the global market, particularly in China, the Middle East, Europe, North American and Southeast Asia.

LS ELECTRIC has secured a solid position in varies industry sector such as:

•	SMART Energy System [e.g. SMART grid, SMART factory];
•	Energy Storage Systems [e.g. ESS];
•	Photovoltaic System [e.g. PV]
•	High Voltage DC System [e.g. HVDC]

We have been selected as one of the ‘Top 100 Global Innovative Businesses’ by CLARIVATE ANALYTICS for ten consecutive years as a result of our remarkable achievements.

All our products and solutions are UL, ANSI, and IEC recognized and type tested
And, LS Electric Singapore is the regional support hub to provide our customer the immediate support to their business need.

Please click on the following our company website to find out more.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","ls-electric.com","https://www.linkedin.com/company/ls-electric-singapore"
,"NGC Transmission Asia Pacific","NGC was founded in 1969 and has been publicly listed on the Hong Kong stock exchange since 2007. NGC Group is focused on gearbox and drive technology solutions for wind energy, rail and industrial application. In pursuit of excellence in the industrial transmission sector, NGC has taken a leading role by developing multiple ground-breaking products and services.
Over the years, with an improved product portfolio widely applied in cement processing, metallurgical equipment, rubber & plastic machinery, material handling, and others, NGC has met the demands of customers in almost every industry.
Through close cooperation with domestic and international customers, supported by global R&D centres, NGC has always been able to provide solutions beyond customers' expectations","Industrial Machinery Manufacturing","501-1,000 employees","Public Company","Singapore, Singapore","Singapore","ngctransmission.sg","https://www.linkedin.com/company/ngc-transmission-asia-pacific"
,"Sesotec Asia Pacific","Industrial companies are facing the challenge of reconciling sustainability and profitability. At Sesotec, we offer intelligent solutions for foreign object detection, material sorting and analysis. Our company serves to ensure customers that a sustainable and high-quality production is profitable for people, the environment and industry.

For more information regarding our products and activities that we are involved in globally, please check out our company website or visit the main Sesotec page to receive the latest updates worldwide.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/sesotec-apac"
,"Spraying Systems Co. Singapore","Spraying Systems Co. is the world’s leader in spray technology, providing innovative solutions to a wide range of industries, including tank cleaning services, food processing, oil & gas, chemical, automotive, environmental, pollution control, electronics, and semiconductors. We have 12 manufacturing centres located across the globe supplying around 100,000 different types of spray technology products and spray equipment.

Spraying Systems Co. has the right nozzle for your spray application, with nozzles readily available in thousands of sizes, hundreds of configurations and dozens of materials. We are committed to providing the best solutions to our customers through our extensive product ranges, application expertise, and exceptional service. We prioritize sustainability in all our operations, ensuring our products help reduce waste and conserve resources. Choose from applications in every industry.","Machinery Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","spray.com","https://www.linkedin.com/company/spraying-systems-co-sg"
,"Aik Moh Paints & Chemicals Pte Ltd","Aik Moh’s group of companies offer a comprehensive range of chemicals-related services,distributing chemicals in both industrial & laboratory grade,cover toll blending, repacking,warehousing & logistics support services.

Aik Moh Group focuses mainly on South East Asia (SEA), having sales offices in 4 different countries, namely Indonesia, Malaysia, Philippines and Myanmar. The diversified customer base, along with the accumulated efforts of all stakeholders of Aik Moh are the strength for growth which earns Aik Moh many awards.","Chemical Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","aikmoh.com.sg","https://www.linkedin.com/company/aik-moh-paints-chemicals-pte-ltd"
,"Shine Precision Engineering","Precision Engineering Singapore. CNC Milling & Turning Machining. Specialising in complex parts, we deliver high quality to your manufacturing needs.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","shineprecision.com","https://www.linkedin.com/company/shine-precision-engineering"
,"WE COMPONENTS PTE. LTD.","Jubilee Industries Holdings Limited (Jubilee or the Group) is a one-stop solutions provider of electronics components, precision plastic injection moulding (PPIM), and mould design & fabrication services (MDF).

WE Components, under Electronics Business Unit (EBU) of Jubilee Industries, is the Integrated electronic component distribution services and modular design fabrication.

WE Components are principally engaged in distribution of active, passive, electro-mechanical components and connectors to electronics manufactures, which includes original equipment manufacturers (“OEM”) and electronics manufacturing services providers (“EMS”). We also provide value-added services in engineering designs and vendor-managed inventory(“VMI”).

We have a sales of network of 11 regional offices, serving more than 1000 customers. Our distribution centres are located in Singapore and 3PL in various locations. We employ over 50 staffs across Asia.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Public Company","10 Ubi Crescent, Ubi Techpark #03-94~96, Singapore","Singapore","jihldgs.com","https://www.linkedin.com/company/we-components-pte-ltd"
