"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Kleen-Pak","Kleen-Pak is a leading supplier of premium quality branded and private label wet wipes. From designing, to manufacturing, marketing, and distribution, Kleen-Pak offers a plethora of wipes including glove wipes and wiper sheets.

Headquartered in Singapore, our manufacturing facilities are located in Singapore and Vietnam and are equipped with advanced, state-of-the-art and fully automatic wet wipes manufacturing lines with combined manufacturing facilities of 12,000 square metres.

Our operations and management systems are all ISO 9001 / ISO 22716 / ASEAN Cosmetic GMP certified. We have a large portfolio of wet wipes ranging from national brands to private-labels and contract packaging across a wide variety of applications, folding formats, nonwoven substrate options, product formulations and packaging styles to cater to our ever expanding customer base.","Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","kleen-pak.com","https://www.linkedin.com/company/kleen-pak"
,"Transam Industries","Transam Industries, established in 2000 by a team of passionate imaging specialists, stands as a strategic manufacturing hub in Singapore. Our core expertise lies in the production of high-quality Thermal Transfer Ribbons (TTR), Coding Ribbons for flexible packaging, and Magnetic Ink Character Recognition (MICR) products. Over the years, our relentless dedication has resulted in delivering more than 17 million exceptional image products at competitive prices to satisfied customers across the globe, thus establishing us as the foremost Thermal Transfer Ribbon Converter in the Southeast Asia region.

At Transam Industries, we take immense pride in our proven track record, which has earned us the trust and loyalty of customers worldwide. Our clients rely on us to cater to their diverse thermal printing needs. From flexible packaging solutions to precise coding requirements and MICR applications, our products have demonstrated their versatility and reliability time and again.

Transam Industries is now a proud subsidiary of OVOL Singapore Pte Ltd, a reputable leader in the distribution of paper and print media. Being a part of the esteemed Japan Pulp and Paper Group further amplifies our capabilities and opens doors to enhanced possibilities for our customers and partners.","Manufacturing","11-50 employees","Privately Held","Geylang, Central Singapore Community Development Council","Singapore","transam.com.sg","https://www.linkedin.com/company/transam-industries"
,"Freshening Industries Pte Ltd","More than 5,000 healthcare, food & beverage, and hospitality establishments in our portfolio of clients, developing thousands of private label and contract manufacturing products; Freshening is today Asia's leading manufacturer of wet wipes, disinfectants and other hygiene products, as well as a global OEM provider. 

Developing internationally but continue to stay close to our customers and their needs, Freshening has 3 manufacturing plants and 5 global offices in Singapore, Indonesia and China, Malaysia and Hong Kong, with its products found in more than 37 countries.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","freshening.com","https://www.linkedin.com/company/freshening-industries-pte-ltd"
,"SODA AROMATIC (SINGAPORE) PTE. LTD.","SODA AROMATIC is a Japanese multinational manufacturer of flavors and fragrances. We, Soda Aromatic (Singapore) Pte. Ltd. (hereinafter called, ""SAS"") are distributing and creating our flavors and ingredients for the market in Southeast Asia. 

I. SODA PHILOSOPHY

""Creating better tomorrow with aroma technology.""

II. SAS VISION

“SAS will be the professional of flavors and become a flavor house with a strong presence in Asia.”

1) Professional of flavors: As a professional of flavors, having a curiosity in food and food culture, we focus on designing and proposing flavors that the local people feel deliciousness. Also, the “professional” needs to create value and customer satisfaction for making our sustainable activity.

2) Strong presence in Asia: SODA has been expanding flavor businesses in Japan, China and Taiwan for many years. To be a flavor house with a strong presence in Asia, it is essential to expand business in Southeast Asia furthermore. To achieve the goal, SAS was established in Singapore as a joint venture company with SODA and our partner company in Singapore. SAS will be a center of sales, marketing and R&D in Southeast Asia.","Food & Beverages","2-10 employees","Privately Held","Singapore","Singapore","soda.co.jp","https://www.linkedin.com/company/soda-aromatic-singapore-pte-ltd"
,"Dawood Flour Mill & Provision Pte Ltd","Manufacturer of all types of curry and spice powders, specialist in providing grinding, mixing and packing for all types of cereals, herbs and spices for retail, wholesale, and contract purposes. Importer of rice, oil and a whole range of spices and a wholesaler dealing in provision goods.

We have been in the spices and curry powder manufacturing business for over 30 years, and we are ISO 22000: 2018 certified with Halal Certification for our products.","Food Production","11-50 employees","Privately Held","Bedok","Singapore","dawoodspices.com","https://www.linkedin.com/company/dawoodspicessg"
,"Lion Corporation (S) Pte Ltd","Established in 1891, Lion Corporation Japan produces and markets innovative products that offer maximum value to both consumer and industrial users. Lion's wide-ranging consumer products encompass toothpastes, toothbrushes, cosmetics, soaps, shampoos, rinses, laundry detergents, dishwashing detergents, household cleaners, as well as pharmaceutical and food products. All of these products enjoy high brand awareness and major shares in their respective markets. In the industrial sector, Lion has built an enviable reputation as a producer of high-performance chemicals, used daily in a diverse array of industries. 

Lion Corporation Singapore Pte Ltd is a wholly owned subsidiary of Lion Corporation Japan. Since its inception in 1982, Lion Singapore has marketed a wide range of successful brands and products such as Mama Lemon, Top, Essence, Shokubutsu, Kirei Kirei, Kodomo and Systema.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","lioncorp.com.sg","https://www.linkedin.com/company/lion-corporation-s-pte-ltd"
,"Ngo Chew Hong Edible Oil Pte Ltd","As a member under MEWAH group of companies with 10 manufacturing facilities (including 4 Refineries, 3 Packing Plants, 1 Dairy Manufacturing Plant,  1 Packaging Processing Plant and 1 Biodiesel Plant), Ngo Chew Hong Edible Oil Pte Ltd is one of the leading edible oils & fats manufacturers in the world.
 
Our long standing reputation is built from our heritage of over 60 years history, with expertise spans from oil refining, oil packaging, can making, logistics, warehousing and distribution to serve the distinctive needs of each valued customer.

We offer a comprehensive range of quality products – ranging from palm based vegetable cooking oils, vegetable ghee, soft oils, lauric oils, to bakery and confectionery fats, etc.  Ever aware of the changing needs of our clientele, we have also extended our product range to other foods and beverages categories i.e. rice, condensed milk, tomato paste, savoury premixes, and home & personal care products i.e. soap, detergent powder, etc. 

Our flagship brand, OKI, and several other leading brands such as Turkey, Mona and Dukes have achieved high level of global awareness with strong distributed network. 
 
Today, our business crosses 5 continents with a global customer base that spans over 100 countries in Africa, Asia Pacific, the CIS, Europe, Middle East and the Indian subcontinent.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","ngochewhong.com","https://www.linkedin.com/company/ngo-chew-hong-edible-oil-pte-ltd"
,"QAF Limited","QAF is a leading multi-industry food company with core businesses in Bakery, and Distribution and Warehousing. We have an extensive operations and distribution network across the Asia-Pacific region including Singapore, Malaysia, the Philippines, Australia, Myanmar, Cambodia, Hong Kong, Taiwan, Macau, Brunei, Indonesia, Vietnam, Laos and Bangladesh. We employ more than 9,000 people regionally and are listed on the Singapore Exchange.","Manufacturing","11-50 employees","Public Company","Singapore, Singapore","Singapore","qaf.com.sg","https://www.linkedin.com/company/qaf-ltd"
,"SMH Food Group","MAKING QUALITY DIM SUM FOR THE WORLD TO ENJOY!

For more than 60 years, family-run SMH has been serving Singapore and the world with tradition, heritage, comfort and happiness. Our whole heart goes into preparing our dim sums. When you take a bite of our dim sum, you can be assured it is more than just good ingredients that went into making it. Every delectable piece of dim sum contains years of experience and dedication; each bite is a taste of heritage and passion.

SMH Food is the frontrunner in providing gourmet dim sum to 5 star-hotels, caterers and restaurants. Our manufacturing facility is endorsed with ISO 22000 and HACCP standards, and is Halal certified. Today, we produce more than 300 types of quality Dim Sums for the HORECA industry that are enjoyed in more than 20 countries. 

With SMH curated ready-to-heat retail series, consumers can now enjoy restaurant quality SMH dim sums with family and friends in the convenience and comfort of their own home. From the essential classics, to innovative trending bites, there’s always ‘sum thing for everyone!","Food and Beverage Manufacturing","51-200 employees","Public Company","Singapore, SINGAPORE","Singapore","smhfood.com","https://www.linkedin.com/company/smhfood"
,"Good Dog People","At Good Dog People, it’s always dogs, people and planet first. We endeavour to provide responsible products and services that enrich and empower lives of dogs and people.

Website: gooddogpeople.com
Dircections: https://www.google.com/maps?cid=509233163894810669","Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","gooddogpeople.com","https://www.linkedin.com/company/gooddogpeople"
,"Silversky - Delivering WOW!","The Silversky’s Vision – Delivering WOW!
With more than a decade of experience in the pet’s industry in Singapore, Silversky is an established player in the pets’ market, acting as a true distribution leader for natural, premium pet food and supplies in Singapore, Malaysia and Indonesia. At Silversky, we love pets, and we are obsessed with delivering the best to pets and pet parents, and our esteemed business partners, hence Delivering WOW! This long term vision impacts everything that we do – bringing value from distribution, to the end-consumers.

Silversky currently handles more than 20 international pet brands – and up to date, we are servicing more than 230 pet retailers and online stores in Singapore alone.

The Silversky Mission – To Deliver The Best to Pets and Pet Parents
We are passionate to bring the best to pets and pet parents. We work together with international pet brands to deliver only the best pet products in the market. Our impeccable reputation is built upon by keeping the mission close to our hearts; doing business with uncompromising values of integrity, care and the highest level of professionalism.","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore","silversky.com.sg","https://www.linkedin.com/company/silverskypets"
,"Eco-Agri Group for Acacia Gum & Starches","Acacia Gum has deep-rooted origins in Sudan, dating back to the centuries… 
historically been a trusted provider of Gum Arabic for various industries, including Food & Beverage, Pharmaceutical, Confectionary, Nutrition, and Cosmetics. With unwavering commitment and pride, it has established itself as one of the foremost global leaders in the Gum Arabic market.

Looking ahead, we are poised to Redefine Gum Arabic through increased support for research and development (R&D), as well as the creation of novel applications, products, and processes.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","ecoagri-food.com","https://www.linkedin.com/company/gumsandststarches"
,"The Urban Spice Shop","The Urban Spice Shop was established in 2017 with the intention of providing customers with high quality organic spices sourced from various parts of the world. The company currently has offices in Singapore and Sri Lanka.

We currently serve clients in the food service channel and have products and formats suitable for restaurants and hotels.

The Urban Spice Shop strives to bring the best out of the spices we serve, tantalizing your senses and enhancing your culinary experience. All our spices are carefully sourced and hand packed, ensuring that the natural flavor and freshness is guaranteed.","Manufacturing","2-10 employees","Privately Held","Bishan, Singapore","Singapore","tussspices.com","https://www.linkedin.com/company/theurbanspiceshop"
,"Mottainai Food Tech","We aim to create solutions for as many food processing by-products. Turning excess to excellence.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","mtnfoodtech.com","https://www.linkedin.com/company/mottainai-sg"
,"Love Handle SG","Love Handle is Asia's first plant-based butcher with the largest curation of plant-based meats, dairy's and condiments. We’re on a mission to deliver flavour that’s good for the planet; or in other words, plant-based deliciousness created to satiate meatlovers. 

Begin your Love Handle journey at our butcher. Divided into 3 sections - Raw, Marinated & Prepared, and Condiments/Non-dairy - we offer an authentic cut, weigh, and package experience just like the butchers you’ve always known. Key highlights include sausage patties & minced chicken, brisket & “beef” wellington, and housemade kombu butter & XO sauce. Have we got your mouth watering yet? Make your way upstairs to get a taste for yourself, where we use our meats to create flavour-packed burgers and mains. The top floor is where all the behind-the-scenes magic happens. Home to our very own innovation hub, the Love Handle team spends hours here experimenting on new ways and recipes to grow the plant-based industry.

Online or in-store, we’re here to bring you food like you’ve never known before, and to be your pal with fun collabs, experiences, and a content hub full of recipes.","Food & Beverages","11-50 employees","Privately Held","Singapore","Singapore","lovehandle.sg","https://www.linkedin.com/company/love-handle-sg"
,"Shake Salad","At Shake Salad, we believe eating well should be simple and enjoyable. 

Freshness, balance, and great taste are at our core, because caring for yourself shouldn’t feel like a chore.

Our mission: Make nutritious food easy, affordable, and exciting. From quick bites to full meals, Shake Salad fuels your day with better choices that fit modern life.","Food & Beverages","11-50 employees","Privately Held","Singapore, Singapore","Singapore","shakesalad.com","https://www.linkedin.com/company/shake-salad"
,"S M C Nutrition Pte. Ltd.","S M C Nutrition is established in 2013 as a wholly owned subsidiary of S M C Food 21 Pte. Ltd., to focus on the Research, Development and Manufacturing of Infant and Adult nutritional and functional products for the ASEAN markets.

S M C Nutrition is approved by Agri-Food and Veterinary Authority of Singapore for infant formula and Adult nutritional formula manufacturing. As a testimony of its pursuit for excellence, it has attained FSC22000, HACCP (CCIC) and “A” grading over the past years. 
At S M C Nutrition, we understand that Quality is perhaps the most important criteria when it comes to your products and your customers. This is why at S M C Nutrition, we are relentless in our pursuit for the highest quality standards in our environment and processes. 

Featuring a manufacturing environments that are certified class 100 and 1,000 and a highly advanced integrated laboratory that is able to provide in-house chemical, microbiological and physical analysis and testing, the quality of each and every product from our plant are always assured of.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","smc-nutrition.com","https://www.linkedin.com/company/smcnutrition"
,"Blue Waves","We are a collective of passionate individuals unified within the indistinguishable desire of sharing true authentic delicacies to the world.

Blue Waves is a dedicated food and beverage company that aims to create an innovative and sustainable business model with products and services that are of fine quality and value. Currently operating restaurants and bars in Singapore and Indonesia  – the Group is constantly on the lookout for exciting new F&B ideas to develop and innovate for customers, both locally and globally.

Singapore:
• Baristsart Coffee Singapore baristartcoffee.sg
• Rumours Beach Club rumoursbeach.club","Food & Beverages","11-50 employees","Public Company","Singapore","Singapore","bluewavesfoodempire.com","https://www.linkedin.com/company/bluewavesfoodempire"
,"Little Blossom","Little Blossom is an organic baby food brand, created for parents looking for healthier options for their little ones. Our newest range of organic brown rice puffs are all natural, made with organic ingredients and contain no added sugar, salt or preservatives","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","littleblossom.co","https://www.linkedin.com/company/littleblossom"
,"Indoguna","Importer & Supplier","Food & Beverages","51-200 employees","Privately Held",,"Singapore","indoguna.com","https://www.linkedin.com/company/indoguna"
,"EB Food Marketing Pte Ltd","Everbest Group of companies’ humble beginning started in 1995. We’re an integrated company that mainly specializes in the distribution of soybean-based products. Ranging from bean curd skin, yuba, and vegetarian series. In 2015, a new subsidiary company, EB Food Marketing Pte Ltd has established which focus on frozen food distribution.

As the sole distributor of Everbest Group, EB Food offers fresh and tantalizing frozen food products that come in 6 different series: Hotpot, Finger Food, Dim Sum, Western Food, Japanese and Oceanic to fulfil local demands while catering for every occasion. In Singapore, we channel our products mainly through hypermarkets, foodservice and retail outlets for easily accessible to our customers.","Food Production","51-200 employees","Privately Held","Singapore, Singapore","Singapore","ebfood.sg","https://www.linkedin.com/company/eb-food-marketing-pte-ltd"
,"Rheem Asia","A History of Comfort:

Brothers Richard and Donald Rheem founded Rheem Manufacturing Company in Emeryville, CA, in 1925. While the company has produced a number of products in its nearly 100 years of operation, Rheem is currently the only manufacturer in the world that produces heating, cooling, water heating, pool & spa heating and commercial refrigeration products, and it is the largest manufacturer of water heating products in North America.

Award-Winning Innovations:

From industry-leading technologies to next-generation energy efficiencies, Rheem has been a pioneer in developing some of the most innovative advancements in heating, cooling and water heating. With a long list of award-winning solutions, Rheem continues to deliver advanced comfort, savings and experiences to our customers—just as we’ve done for nearly 100 years.

A Trusted Family of Brands:

Both in the US and abroad, innovative products from the Rheem family of brands lead the industries they serve. To maintain our leadership position—regardless of the brand badge affixed to them—our products must always be unique in the marketplace, relevant to our customers’ lifestyles, and authentic to our company’s values.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","rheemasia.com","https://www.linkedin.com/company/rheem-asia"
,"ADEKA Singapore","Manufacturers of frying oil, shortening, margarine, frozen dough, taste sheets, mayonnaise products. 

Frying oil:
Our refined processed vegetable oils feature a great safety from oxidation. Foods fried with the oil stay fresh for prolonged periods.Moreover, the light and plain taste of the oils bring out the natural flavours of ingredients. The clean, light flavour makes fried foods including bread, donuts, snacks, appetizers, tempura, tonkatsu, and varieties of cooking, taste better than ever before.

Shortening:
Our fine vegetable fat shortening products are designed for various applications, suit each intended use, including cake, bread, cookies, biscuits, fats for chocolate and so on. Reliable Quality as well as wide assortment of products are the pride of RISU BRAND.

Margarine:
RISU BRAND margarines are supported overwhelmingly by food professionals, bring out the best quality in your creations. We have two types of margarine, use pure vegetable oils and fats, or high-class fresh butter contains, which both available in sheet and box size. Some of our margarine products are additive free of emulsifier, color and salt.

Sheet type margarines are perfect to create gourmet croissant, Danish pastries and pies.

Block type margarines are great kneading margarine for making breads and cookies.

Frozen Dough:
Our diverse type and size of high quality frozen dough, bakes up light and flaky, excellent ability to create puffs.

Taste Sheet:
(Chocolate, Custard, Coffee)
Excellent cream sheets for roll-in and filling use, perfect to create tasteful layer breads.

Mayonnaise:
Baking Mayonnaise - Designed for baking. High egg content, when baked it retains its shape and has a great baked appearance and flavor.

Restaurant Jas Mayonnaise - Mild, fresh handmade taste. Use for a wide variety of foods, including sandwiches, salads, deep-fried items and meuniere-style items.","Food and Beverage Manufacturing","201-500 employees","Privately Held","Singapore, Singapore","Singapore","adeka.com.sg","https://www.linkedin.com/company/adeka-singapore"
,"Nut Culture","Nut Culture is a Plant Based Food Company founded in Singapore. 

We are committed to crafting the finest artisanal vegan cheeses. Our cheese is made from organic nuts, fermented and aged to perfection.","Food Production","2-10 employees","Privately Held","Singapore","Singapore","nutculture.com","https://www.linkedin.com/company/nut-culture"
,"JR GROUP SINGAPORE","Innovative and always forward-looking - JR Group serves both the B2B and B2C market through its extensive range of ready-to-eat and ready-to-cook solutions. With our meal solutions prepared by chefs, and containing no artificial additives nor preservatives, we are constantly creating and innovating to meet the changing needs of today's society. 

We are also a leading contract manufacturer of quality food products for international chain restaurants, hotels and retail stores.

Never go hungry with the Chef-in-Box range of frozen ready-to-eat meals - these meals are perfect for busy days and late-night hunger pangs.

Chef-in-Box Vendcafés dotted around the island provide hot meals, drinks and snacks to our customers round the clock. Visit www.chefinbox.com.sg for more information.","Food & Beverages","51-200 employees","Privately Held","Singapore, Singapore","Singapore","jrgroup.com.sg","https://www.linkedin.com/company/jrgroupsg"
,"Klenco (Singapore) Pte Ltd","Established in 1971, Klenco is the leading independent distributor and now a manufacturer as well, providing the most comprehensive scope of professional and industrial cleaning and maintenance machinery, accessories and chemicals. Klenco’s reliable products are extensively used in ASEAN, CHINA, SOUTH ASIA, and are also sold in the MIDDLE EAST and EUROPE. As one of the region’s most comprehensive independent distributors of cleaning related equipment, Klenco offers a wide portfolio of products which have proven reliability and quality in the market. We have been serving the needs of diverse customers with high quality products at reasonable prices and a high standard of service and support. Our product range covers the general and commercial sectors and also industrial and specialised sectors, contributing to enhance environmental and health standards. Staring with a small selection of cleaning machines and chemicals sold only in Singapore in the early years, Klenco’s products has increased to be the most comprehensive range in the industry. They are sold throughout the region and are generally grouped under 2 distinct divisions.","Wholesale","51-200 employees","Privately Held","Jurong Industrial Estate, Singapore","Singapore","klenco-asia.com","https://www.linkedin.com/company/klenco-singapore-pte-ltd"
,"Hawkr","If you're reading this, you're probably a stressed out working professional. We hope to make your workday or company events more homey by bringing homemade meals to your workplace.

With that, welcome to Hawkr. We're a platform for homemade food delivery based in Singapore and Klang Valley. Imagine a world where you can experience the best Nasi Briyani made by an aunty in your apartment block, or artisan kombucha made by your bro next door, all in one platform. Despite being the bedrock of Singaporean and Malaysian food culture, home businesses don't always get the visibility and support they deserve and we want to change that.

We believe you'll get the best culinary experience in your own neighborhood. We also believe that anybody should be able to start an F&B brand from a simple home kitchen. Above all, we believe homemade food brings communities closer. That's why we started Hawkr. We hope you'll feel right at home here!

-Team Hawkr","Food & Beverages","2-10 employees","Privately Held","Singapore","Singapore","hawkrfood.com","https://www.linkedin.com/company/hawkr-food"
,"P.L. Global Impex Pte. Ltd.","PL Global stands as a beacon in the international trade landscape, facilitating the import and export of critical commodities like beans, pulses, alongside a comprehensive range of FMCG products and pharmaceutical supplies. 

Our operations span across the globe, reinforcing our commitment to enhancing human life and ensuring consumer satisfaction through quality and innovation.
As the umbrella organisation for varied ventures, including the well-regarded Vimpex and RP Comtrade, PL Global showcases a dynamic approach to business, adapting swiftly to market demands and consumer preferences. 

Our dedication to sustainability, efficiency, and reliability drives our mission to contribute positively to global nourishment and healthcare.

For partnership inquiries or to explore our diverse business portfolio, reach out to us. Join us on our journey to create a healthier, well-provisioned world.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore","plglobal.com","https://www.linkedin.com/company/plglobalsg"
,"HCS Scientific & Chemical Pte Ltd","With over 30 years of expertise in the chemical and reagent industry, HCS stands as a trusted Singapore-based Scientific & Laboratory Equipment provider. Our robust Reactivo manufacturing capabilities in Singapore enable us to ensure uninterrupted supply to our customers even amid global supply disruptions. Our dedicated team provides comprehensive solutions for various industries including Petrochemical, Pharmaceutical, Chemical, Food, Environmental, Institution Research & Development, Paint & Coating, Testing Laboratories, Government, Manufacturing & Engineering, Flavour & Fragrance, Medical, Aviation & Aerospace.","Manufacturing","11-50 employees","Privately Held","Jurong East, West Region","Singapore","hcs-lab.com","https://www.linkedin.com/company/hcs-scientific-chemical-pte-ltd"
,"Direct Wholesale Pte Ltd","Direct Wholesale is Sg's / Dubai  Online Wholesaler for FMCG :With over 6000 Skus in Food and Beverages, Health and Beauty ,Baby Needs and Household & Office Essentials we see our self as a wholesale supermarket  .
We aspire to be a distributor of the future we understand that effectively engaging customers demands true innovation in executing the value chain. Traditional approaches to inventory, logistics, pricing, rebates, and network is being re imagined through the application of advanced analytics and technological innovations.
 
DW has aspirations to Transform the Wholesale Trade . 
Our mission is deeply rooted in Price Transparency ,Quality & Variety and Key Product Information ,Seamless Ordering ,Customer Experience and Efficient Logistics - all wholesale community driven values and managed with the best that technology has to offer.

Our simple platform offers the best variety of quality products from the world's leading brands and products from new aspiring start ups at the best possible price.

Direct Wholesale has at the heart of its ecosystem - the Empowerment of Brand owners or Distributors and Bulk Buyers and Wholesalers . For bulk buyers, DirectWholesale democratizes product access and unlocks higher margins. For brands, it offers wider reach, control and unlimited scale.
For Niche Brands, here is an opportunity to unleash your potential without expensive marketing and distribution costs .Buyers and Suppliers now have a unique opportunity to disrupt and change the traditional wholesale trade.
DW is an effective online wholesaler that will transform the traditional distribution value proposition with a relentless focus on engaging the supplier and customer while executing the value chain, and energizing the business .","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore","directwholesale.com.sg","https://www.linkedin.com/company/directwholesale"
,"Universal Aquaculture Singapore","Universal aquaculture was founded in 2020 by a team of Aquaculture enthusiasts, with combined experience of 30 years in the Aquaculture industry. Our mission is to build the global food systems of tomorrow, using environmentally sound and sustainable food production methods. 

Our focus is on the intensive production of tilapia and vannamei, in a fully controlled indoor environment using our industry-leading poly-culture hybrid re-circulating Aquaculture system with bio-floc technology.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","uniaqua.net","https://www.linkedin.com/company/universal-aquaculture-singapore"
,"Golden Bridge Foods Manufacturing Pte Ltd","Helmed by a team of visionaries, who has been in the industry for more than 20 years. Golden Bridge Foods Manufacturing Pte Ltd has evolved from a small company to a regional powerhouse with total staff strength of more than 100 people.

 
From challenging ourselves to improve our recipes, to looking into technology innovations to enhance efficiency and quality, we pride ourselves on our drive to constantly reinvent ourselves, and our tenacity to help our clients grow their business.

We will never say “no” to helping our clients find a solution to their needs, no matter how challenging they are.

At Golden Bridge Foods, what drives us forward is our ethos, which is to continually deliver excellence by staying customer-focused and scaling new standards.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","golden-bridge.com.sg","https://www.linkedin.com/company/golden-bridge-foods-manufacturing-pte-ltd"
,"CREMER Sustainable Foods","OEM plant-based","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","cremer.de","https://www.linkedin.com/company/cremer-sustainable-foods"
,"Super Food Ingredients","Super Food Ingredients is one of the leading product innovator and manufacturer in Southeast Asia. We work in partnership with multinational F&B manufacturing and food-service companies, as well as hotels, restaurants and cafes (""HORECA"") to create tailored products suitable for the F&B industry and markets. Super Food Ingredients aims to be a premier food ingredients specialist, capable of delivering quality and consistent food ingredients to serve the regional marketplace. 

Our core technological strengths in manufacturing non-dairy creamer (NDC), soluble coffee powder, cereal flakes and botanical herbal extracts to our strength in research and development, we’re able to create a diverse range of F&B products for our customers. To ensure that only the best ingredients are selected, stringent quality control occurs at every part of the production process. 

At Super, we work together to create customised solutions for all our customers. We also work closely with our in-house research and development units to inform, advise and collaborate with each customer on how to apply our food ingredients into their new or existing F&B products. Processed under highly controlled environments, our ingredients retain their flavours which have kept our partners satisfied for years.

Innovation, improvement and customisation, this multi-faceted approach enables us to derive the best from our core expertise, selection and manufacturing capabilities.","Food & Beverages","201-500 employees","Public Company","Singapore","Singapore","superfi.com","https://www.linkedin.com/company/super-food-ingredients"
,"Dixon Singapore","Dixon Singapore is a premier manufacturer and supplier of material transfer products, across a wide range of markets – mining, oil & gas, industry, marine, fire protection, food & beverage, irrigation and petrochemical.

Dixon is committed to being the easiest company to do business with and has an unsurpassed reputation of producing safe and leak free products for more than 100 years.  Founded by Howard W Goodall in 1916 through visiting construction sites, Howard identified their hose and coupling requirements and started manufacturing purpose-built product solutions.  Headquartered in Chestertown, Maryland in the United States of America, Dixon has grown to be a leading innovator in the hose coupling industry.

With sales and distribution centres in  Singapore, China & Australia, Dixon utilises its application based knowledge and current technologies to create products to solve challenges across a wide range of material transfer applications. 

Dixon Singapore is focused on providing value add services, superior customer service, technical support and training; ensuring its customers can connect with the right parts just at the right time.","Wholesale","11-50 employees","Privately Held","Singapore","Singapore","dixonvalve.com","https://www.linkedin.com/company/dixon-singapore"
,"Superlative Foods","Superlative Foods is Singapore's only EU and USDA organic-certified manufacturer of delicious snacks and awesome foodservice products and the proud supplier to airlines, catering firms, organic food retailers, grocery chains, commercial kitchens, 5 star hotels, restaurants and beverage manufacturers.","Food Production","11-50 employees","Privately Held","Singapore, Singapore","Singapore","superlativefoods.com","https://www.linkedin.com/company/superlativefoods"
,"Sinochem International Oil (Singapore) Pte Ltd","Sinochem Corporation is a leading integrated operator in oil and chemical industry, providing agricultural inputs (seeds, agrochemicals and fertilizers) and modern agricultural services, and exerting strong influence in city operation and non-banking financial service sector. 
Sinochem International Oil (Singapore) Pte. Ltd., established in August 1990, is one of the important international business platforms for oil trading of Sinochem Corporation.","Wholesale","201-500 employees","Privately Held","Singapore","Singapore","sinochem.com","https://www.linkedin.com/company/sinochem-international-oil-singapore-pte-ltd"
,"Belly Empire","Here at Belly Empire, we strive to discover timeless cuisines and present them to the everyday man with a modern twist. Powered by our shared love for truly delicious food, we have set out on a journey to bring great food to the masses, because we believe that good food tastes even better when shared. Partnering with FoodKing’s Ryan Tan, we round up the best heritage-rich recipes plate up and share with the world. 

Brands Under Management: 
Xin Mei Xiang Zheng Zong Lor Mee 新美香正宗卤麵","Food & Beverages","11-50 employees","Privately Held","Singapore, Singapore","Singapore","bellyempire.com","https://www.linkedin.com/company/belly-empire-pte-ltd"
,"HDC LED DISPLAY ASIA PTE LTD","Illuminating the city with LED technology | LED display manufacturer","Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","hdc-led.com","https://www.linkedin.com/company/hdc-led-display-asia-pte-ltd"
,"Oh My Goodness!","Oh My Goodness! is a small food company in Singapore with a big vision – a vision to make GOOD gluten-free, dairy-free and refined sugar-free food for the whole table 
more available, accessible and affordable across Asia Pacific
to serve those suffering from food allergies and sensitivities in the region.
Or those who simply wish to eat better.

A 2017 recipient of the VentureforGood grant, Oh My Goodness! is a social enterprise and member of raiSE, the Singapore Centre for Social Enterprise. Its operations team is staffed exclusively by disadvantaged individuals including low income women, ex-offenders and persons with intellectual disabilities (PWIDs).","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","ohmygoodness.co","https://www.linkedin.com/company/ohmygoodnesscompany"
