"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Vektro Pack","We are a leading established global company that specializes in sourcing all your packaging needs from flexible to rigid and even sustainable packaging. We are equipped with not only more than two decades of experience in the industry but also established manufacturing facilities around Asia that are fully furnished with the latest technologies. We therefore take pride in the quality of our products as well as the competitive prices we can offer. Our comprehensive range of customization is the key function to make each brand stand out on the shelf.","Packaging and Containers Manufacturing","11-50 employees","Privately Held","Bedok, East Region","Singapore","vektropack.com","https://www.linkedin.com/company/vektropack"
,"Asahi Solder","Your Soldering Solutions Are In One Place

Singapore Asahi research, design and produce solder and chemical products offering value add interconnect material engineered solutions, distinctively reliable and cost value efficient.","Appliances, Electrical, and Electronics Manufacturing","201-500 employees","Self Employed","Singapore","Singapore","asahisolder.com","https://www.linkedin.com/company/asahi-solder"
,"Aik Chin Hin Pte Ltd","Aik Chin Hin began its operations in 1974 back at Kelantan lane with Mr Seow, his father and brothers. Mr Seow has grew this company from 3 people over a 100+ employees today. 

Aik Chin Hin strives to be the best in service and prides ourselves with our huge range of products available to our loyal customers.","Machinery Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/aikchinhin"
,"Tuff Industries (S) Pte Ltd","With over 30 years of experience in the industry, we are the trusted global leader in premium abrasives, welding, cutting and safety equipment. 

We think out of the box, capturing the spark of creative ideas and transforming these into innovative, trusted and premium products that are the gold standard in the industry. 
We work tirelessly to increase productivity and efficiency for our clients in every project. 

We believe every worker should be safe at his job everywhere, every time.

We don’t rest on our laurels. We are constantly changing and evolving, improving and innovating to empower progress for a better and more sustainable world.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","tuff.com.sg","https://www.linkedin.com/company/tuff-industries-s-pte-ltd"
,"Bion Singapore","No matter what your goal is, here at Bion, we want you to lead fulfilling lives with the ones you love. Be it seeing your children achieve success in life, ensuring that your parents are well taken care of in their advanced years, or even keeping yourself healthy and strong for the sake of your family, we’ll be here to enhance your quality of life with our products and services. We focus on your needs, so you can focus on your wants.","Medical Equipment Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","bion.sg","https://www.linkedin.com/company/bionsg"
,"Vin Technology","Established in 2005, VIN TECHNOLOGY provides comprehensive engineering and automation services designed to strengthen the performance, reliability, and efficiency of industrial operations across Singapore and the wider region.
 We integrate advanced programming, robotics, ASRS technologies, and precision engineering to deliver solutions that align with stringent industry standards and long-term operational goals. 

VIN TECHNOLOGY offers a broad suite of capabilities across software development, automation upgrades, machinery maintenance, energy-efficient system enhancements, and critical process optimisation. Our expertise spans key sectors such as aerospace, wastewater processing, manufacturing, and industrial facilities management. We are also an approved and longstanding vendor for multinational corporations including Pratt & Whitney, SAESL, RTX, and Eagle Services Asia, consistently meeting their technical, safety, and compliance requirements.

With nearly two decades of experience, VIN TECHNOLOGY remains committed to delivering reliable engineering outcomes, intelligent automation solutions, and sustained performance excellence for our partners and clients.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","vintech.com.sg","https://www.linkedin.com/company/vin-technology-pte-ltd"
,"JN Medsys Pte Ltd","JN Medsys is a people-centered life science company driven by the desire to make complex genomic tools accessible to more people. We have developed a better way to do non-invasive diagnostics of diseases through a revolutionary digital PCR product. We have worked hard to develop an excellent product. We are now working even harder to bring this to more people, empowering them to improve the way we diagnose and manage diseases. Our purpose is to make lives better through providing superior products and outstanding service to our global community.","Biotechnology Research","11-50 employees","Privately Held","Singapore, Singapore","Singapore","jnmedsys.com","https://www.linkedin.com/company/jn-medsys-pte-ltd"
,"Private Label Derma Lab","""We are an ISO 22716 Certified Cosmetic and Skin Care Research and Development Company. As a private and confidential advisory body in skin care formulations, our company has grown through trusted commitment in business. The joy of seeing our clients succeed beyond expectations has given us extra drive to develop even more outstanding products and solutions – with some of our most unique formulations just waiting for you to start selling them.""","Chemical Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","privatelabeldermalab.com","https://www.linkedin.com/company/private-label-derma-lab"
,"Mega Plus Technology Pte Ltd","Mega Plus Technology Pte Ltd was incorporated in Singapore Year 2003, a Singapore home grown, pioneering force in the realm of robotics automation engineering within the High-tech manufacturing industry.

We are experienced and committed that believes QUALITY and TIMELY delivery in every machine/system we built. Thus, enabling customer to achieve increased productivity, cost saving and improve customers' business competitiveness.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","megaplustech.com","https://www.linkedin.com/company/mpttechnology"
,"HDMANN PTE LTD.","HDMANN is committed to empowering global projects with advanced M&E Management Solutions.

Headquartered in Singapore, with manufacturing facilities in Malaysia and China, and operations across North America, we serve a wide range of sectors including Oil & Gas, Offshore Platforms, Refineries & Petrochemical, Industrial Plants, Commercial Buildings, Data & Telecom, Utilities & Energy, Transport Infrastructure, MEP Installations, and New Energy (Wind, Solar, Energy Storage).


Our services go beyond manufacturing: design support, modular packaging, quality-controlled production, and an exclusive post-installation services.

Building better projects, together！","Fabricated Metal Products","51-200 employees","Privately Held","Tuas","Singapore","hdmann.com","https://www.linkedin.com/company/hdmann-pte-ltd"
,"Energy Pipeline Services Pte Ltd","Energy Pipeline Services Pte Ltd is a precision engineering Oil & Gas company based out of 37 Joo Koon Road Singapore 628989, Singapore.","Industrial Machinery Manufacturing","11-50 employees","Self Owned","Singapore","Singapore","energypipeline.com.sg","https://www.linkedin.com/company/energy-pipeline-services-pte-ltd"
,"Decknetics (S) Pte Ltd","Decknetics (S) Pte Ltd, established in 1996, is a visionary company focused on supplying a wide array of the highest quality and most economical magnetic transformer products. Decknetics (S) Pte Ltd had assembled a specialized team of highly trained and experienced engineers from the magnetics industry to ensure that the customers are supplied with impeccable and unmatchable transformer quality. Equipped with exceptionally adept magnetics knowledge and design expertise, Decknetics’ R&D team is also capable of assisting you with the simplest to the most complicated customized transformer designs. The highly trained R&D engineers are fully accustomed to working with you at all stages of design, development and testing of solutions that meet the requirements with cost-effectiveness in selecting and working out the appropriate transformer designs.

Decknetics (S) Pte Ltd, a worldwide leader in transformer manufacturing, supplies an extensive range of products such as toroidal transformers, Audio Transformer, Switch Mode Transformer, Current Sensor, Current Transformers, Flyback Transformers, Voltage Transformers, Power Transformers, Low Frequency Transformers, High Frequency Transformers, Radio Frequency (RF) Transformers, Common Mode Toroidal Chokes, Linear storage chokes, Power Inductors, EMI Filtering Inductors, RF Inductors, PFC Boost Inductors etc.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","decknetics.com","https://www.linkedin.com/company/decknetics-s-pte-ltd"
,"Quantum Automation Pte Ltd","Building Automation system (Extra Low Voltage system and Security system)","Automation Machinery Manufacturing","201-500 employees","Privately Held","Singapore, Singapore","Singapore","qa.com.sg","https://www.linkedin.com/company/firetronics-limited"
,"Intega Healthcare","Your market access partner for quality healthcare

Intega Healthcare is a pharmaceutical and healthcare specialist with at proven track record in implementing business strategies for multi-national organizations in South East Asia. We help expand your healthcare company into South East Asia by providing market entry services.","Pharmaceutical Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","integahealth.com","https://www.linkedin.com/company/intega-healthcare"
,"C.T.S. Industries Pte Ltd","Established in the year 1980 as a global distributor and solutions provider, CTS’s core business activities encompass in providing products and services to various industries such as Electronics Assembly, Semi-Conductor, PCB Manufacturing and Printing. Through the years, with the ever-changing landscape of the industries, CTS had ventured into other business areas and diversified our business to electrical and other industries.

CTS Industries is notable in the respective industries for being a reliable partner to our business associates. With our close and strategic partnership with customers, we have successively collaborated closely with our well- established Principals to support industries requirements. Our renowned service and technical support spans across regional network including countries such as Malaysia, Thailand, Indonesia, Philippines, Vietnam, Hong Kong, China and India.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","ctsind.com.sg","https://www.linkedin.com/company/ctsind"
,"Honorem-APAC","HONOREM is a leading clinical research organization in the Asia Pacific region. We provide a comprehensive range of clinical trial services to pharmaceutical, medical device, and biotech customers for all trial phases, registration, and post-marketing trials.","Pharmaceutical Manufacturing","11-50 employees","Privately Held","Singapore , Singapore","Singapore","honorem-apac.com","https://www.linkedin.com/company/honorem-apac"
,"ZIG Medtech Asia","Headquartered Singapore, ZIG MedTech Asia (ZMA) will serve as a launch pad, assisting with pre-market activities, product registration, find appropriate partners for clinical trials, set up sales network in targeted markets, and providing aftersales support. 

Companies only have to plug into ZMA through one of the business collaboration models available that fit their needs and purpose.","Medical Equipment Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","zma.com.sg","https://www.linkedin.com/company/zig-medtech-asia"
,"HAMILTON SUNDSTRAND PACIFIC AEROSPACE PTE LTD",,"Machinery Manufacturing","11-50 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/hamilton-sundstrand-pacific-aerospace-pte-ltd"
,"CFM Holdings Ptd Ltd","Class leaders in tool & die fabrication, sheet metal stamping, CNC laser cut, spray painting, printing, coating logistics, cleanroom equipment and disposables.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Public Company","Singapore, Singapore","Singapore","cfmholdings.com","https://www.linkedin.com/company/cfm-holdings"
,"Keva South East Asia","Keva is a leading player in the fragrance and flavour industry headquartered in India, with a global footprint in the Netherlands, Singapore, Indonesia and Thailand catering to the diverse and unique needs of 5000 + strong global clientele. Our sales infrastructure covers customers across 50 nations including India, South East Asia, China, Japan, Africa, America and Europe.
We combine a deep rooted flair for the art of creating, with a thoroughly researched understanding of sensory trends. Our state of the art manufacturing facilities spread across Maharashtra and Gujarat in India, Barneveld in The Netherlands and Taihe in China gives us equal access to both developed and emerging markets and cater local and multinational clients with ease.
At Keva, we continuously strive to craft creative breakthrough by our Creative Development Centres operating from India, Amsterdam, Singapore and Indonesia. This facilitates cross pollination of ideas, where talent from different countries work together to offer more vibrant set of solutions for our clients.

We nurture talent and augment our people capabilities under the purview of a strong leadership team bringing in years of experience with diverse expertise knowledge from different industries. Staying true to the fundamental, living by the values - SPIRIT of Keva, professional leadership, future geared organization structure and strong Governance Framework in a technology enabled environment are the enablers of our growth.

Some of the accolades:
1. 26th rank in Dream Companies To Work For - 2018
2. 2nd in outstanding export performance for the Financial Year 2016 –2017 by CHEMEXCIL (Basic Chemicals, Cosmetics & Dyes Export Promotion Council) set up by the Ministry of Commerce & Industry 
3. Outstanding Corporate Partner Award 2017 by NASEOH (National Society For Equal Opportunities for the Handicapped)
4. Excellence for Bias for Action 2017 by Marico","Chemical Manufacturing","501-1,000 employees","Privately Held","Singapore","Singapore","keva.co.in","https://www.linkedin.com/company/kevasea"
,"Axil Scientific Pte Ltd","Life sciences products manufacturer and custom service provider.","Biotechnology Research","11-50 employees","Privately Held",,"Singapore","axilscientific.com","https://www.linkedin.com/company/1st-base-pte-ltd"
,"HYC SINGAPORE INC. PTE. LTD","HYC is an emerging leader in advanced integrated testing solutions, specializing in industrial automatic testing equipment such as PXIe, RF, and SoC testers. We also provide RF wireless testers, programmable power supplies, and RF module accessories, with a strong focus on automation solutions to help companies streamline operations and reduce costs.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","hyc.com","https://www.linkedin.com/company/hyc-sg"
,"Advance Process Technologies Pte Ltd","Advance Process Technologies Pte Ltd was established in 2005 by a group of accredited industrial professionals.
Our business focuses on manufacturing precision metal components through our multi-forming and stamping processes that are applicable
in automotive, energy storage systems and consumer electronics industries. Committed to our clients’ needs, we provide an extensive
and integrated service consisting of our vast technical expertise and experience in parallel with our manufacturing capabilities in design
and development of new products and prototypes.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","advprocess.com.sg","https://www.linkedin.com/company/advance-process-technologies-pte-ltd"
,"Static Power Pte Ltd - Singapore","Established in 2006, Singapore, Static Power Pte Ltd specialize in designing and manufacturing of Synchronizing Panels, Electrical Switchboards. 

Well equipped with technical knowledge and skills necessary to deliver an effective, lasting support and security of equipment. Our team work to understand our customers' assets and needs to ensure we add real value over the life of your equipment. 

Full services provided, our design, construct and test skills are in-house, fully capable of delivering a fully integrated product from design to commissioning. 

Purchased a Synchronizing Panel but could not Synch? Sounds familiar and frustrating? With our knowledge and expertise, we promise you will never have such worries.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/static-power-pte-ltd"
,"Transicom Engineering Pte Ltd","Packaging and Process engineers specializing in the design and fabrication of automation systems for the food and chemical industries. Specializes in solids, liquids packaging and processing equipment, design and fabrication of automation systems for the food, beverage and chemical industries.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","transicom.com.sg","https://www.linkedin.com/company/transicom-engineering-pte-ltd"
,"Intact Pacific","Intact Pacific International was established in 1995 as an international manufacturing and trading company for Electronic – Electrical - Rubber parts mainly in South East Asia region. We supply both standard parts of global leading brand names as well as custom made our products/parts to our customers in order to meet their requirements.

Product Lines are:

- Vacuum and electric motors brand : AMETEK
- Vacuum pads, vacuum cups, rubber tips, suction cups with special materials for automation systems
- Diaphragm pumps brand : SHurflo","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","intactpacific.com","https://www.linkedin.com/company/intactpacific"
,"Nyalt Precision","Based in Singapore, Nyalt Precision was founded in 2004, and over the span of a decade and a half, we have invested in state-of-the-art CAD/CAM software, high speed CNC machining centers, and CMM inspection equipment in order to refine our processes and make them even more efficient. When we say ""precision machining"", we mean it; not only are we capable of working with virtually all metals, plastics and composites but we specifically excel in machining parts that require some of the tightest tolerances possible. 

Nyalt Precision has spent over 15 years specialising in precision machining for complex parts that span a multitude of industries. A combination of unique precision machining equipment and extensive knowledge in related areas lend to the consistency and accuracy of our high-quality components. Nyalt has what it takes to produce parts that meet your exact specifications while remaining on budget and on time.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","nyalt.com","https://www.linkedin.com/company/nyalt-precision-pte-ltd"
,"SingLab Technologies Pte Ltd","We support Researchers, Clinicians and Biopharmas with Products and Services from Expert Companies

• We are a specialist distributor of instruments, research standards and services to the Singapore Life Science, Biotech and Biomedical Industry.

• We have more than 25 years domain experience, allowing us a better understanding of our customers' requirements.

• We help our customers by updating them on new products & technologies, and highlighting how these may aid and accelerate their processes, research & development workflows.

• We support our suppliers with a knowledge-based sales, marketing and distribution services.

• We partner with our suppliers to serve the growing needs of our customers.","Biotechnology Research","11-50 employees","Privately Held","Singapore","Singapore","singlab-biotech.com","https://www.linkedin.com/company/singlab-technologies"
,"EINST Technology","EINST Technology Pte Ltd has a strong operational focus in Singapore and Asia. We provide a strong support role to a wide range of research community by offering the latest technology and products. We also offer joint collaboration with researchers to assist them in commercialization their innovation for the industry needs. 

EINST Technology has a balanced and focused management team comprising of experienced technologists in design and development, technical support, identifying market trends and new product commercialization in the field of Bio-medical and Photonics applications both locally and internationally","Biotechnology Research","11-50 employees","Privately Held","Singapore, Singapore","Singapore","einstinc.com","https://www.linkedin.com/company/einst-technology"
,"NSP Tech Pte Ltd","NSP  Tech  Pte  Ltd has close to  30  years of experience in contract manufacturing services for Design, Mold-Making, Injection Molding and other secondary processes.

Its main product, SAFETiCET, is a safety lancet for obtaining blood samples for medical tests such as blood sugar, blood group, infectious diseases, and cancer markers. SAFETiCET is one of the world’s smallest safety lancets, offering superior comfort, ease of use and environmental friendliness.

Founded in 1995, NSP's headquarter is in Singapore, and it sells its products in more than ten countries.","Medical Equipment Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","nsptech.com.sg","https://www.linkedin.com/company/nsp-tech-pte-ltd"
,"TUKU Singapore Pte Ltd","TUKU Singapore Pte Ltd is the original designer and manufacturer of garment conveyor system . All products are developed from years of experience in the garment processing, fashion logistic, e-commerce warehousing , laundry industry as well as from requests for overhead conveyor improving quality and efficiency by customer throughout the world.

For nearly 10 years, we have been recognized as an innovative partner to the garment conveyor industry, TUKU has a proven track record in providing garment storage conveyor, garment sorting conveyor, garment order assembly conveyor and related software solutions.

TUKU conveyor is designed to foster the growth of its customer by delivering advances functionality, rapid implementation, high levels of usability and a state-of-the art technology standards. For business that choose either to obtain overhead rail or to garment on hanger warehouse automation system, TUKU will bring together the people, methodology, technology and experience to develop quality solutions on time based on in-depth knowledge of industry.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","tuku-singapore.com","https://www.linkedin.com/company/tuku-singapore"
,"Map My Gene","As leaders of the nutrigenomic field, we set high expectations for ourselves and do our best to perform with professionalism and discipline. We are a company dedicated to empowering our clients with comprehensive, reliable, genomic information with the ultimate goal of improving health through personalized nutrition and technology. We provide personalized dietary consultations by incorporating the science of nutrigenomics and using key genetic information to define how you respond to your diet and understand what changes you could make to improve your overall long-term health. With a team that has vast research and clinical experience, we are able to provide you with the best personalized health solution. Our team of professionals include scientists, dietitians, psychologists and counselors. Our team are people-focused and well-versed as we strife to provide quality products and service to our clients. 
Our company only carries and recommends products that are well researched and documented. They are cutting edge products which we believe to be truly effective and beneficial to the health of our clients. We believe in educating clients on the latest Science technology. With Science backing the credibility of these products and technology, we are confident of making a positive change in our clients towards living healthier lives.","Biotechnology Research","11-50 employees","Privately Held","phoenix","Singapore","mapmygene.com","https://www.linkedin.com/company/map-my-gene"
,"Lingjack Deck Machinery Pte Ltd","For over 30 years, Lingjack Deck Machinery has been the trusted partner for high-performance winches, cranes, and deck machinery—delivering robust, reliable solutions to the global marine and offshore industry.

 With state-of-the-art factories in Singapore and China (250,000 sq ft combined), we combine cutting-edge manufacturing with decades of expertise to meet the toughest maritime challenges.

 Who We Serve:
From FPSO/FSU vessels and AHTS/multipurpose ships to geotechnical survey vessels and ASD tugs, we engineer solutions that keep operations running smoothly—even in the most demanding environments.

 Proven Track Record:
Our clients include industry leaders like ENI, Chevron, Exmar, Modec, VanOord, TechnipFMC, Rawabi, BGMS, and Kim Heng—proof of our ability to deliver excellence, innovation, and reliability.

 End-to-End Expertise:
 Engineering & Fabrication
 Construction & Installation
 Commissioning & Support","Machinery Manufacturing","51-200 employees","Privately Held","West, Singapore","Singapore","deckmachinery.com.sg","https://www.linkedin.com/company/lingjack-deck-machinery-pte-ltd"
,"Advanced Cuisine Technology","The Space & Vesta Precision

The Space and Vesta Precision jointly operate their business in Europe and share the same LinkedIn account here. 

You can learn about our products and services on the website:
https://www.advanced-cuisine.com/


About The Space

Advanced Cuisine Technology PTE., LTD., headquartered in Singapore, operates under The Space brand, dedicated to enhancing kitchen experiences through innovation in sous vide cooking, food preservation, and clear ice making. We serve the global market with premium sous vide cookers, clear ice makers, biodegradable vacuum sealer bags, and biodegradable food storage solutions, ensuring both performance and sustainability.


About Vesta Precision

Precision Appliance Technology, Inc. (PAT) is a Seattle-based consumer and commercial kitchen-electric company, presenting an innovative product line of precision cooking and food management solutions under the Vesta Precision brand, including sous vide cookers, commercial clear ice machines, vacuum sealers and VestaEco certified compostable vacuum seal products.","Appliances, Electrical, and Electronics Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","advanced-cuisine.com","https://www.linkedin.com/company/advanced-cuisine"
,"JEC Technology Private Limited","JEC Technology provides quality and cost effective printed circuit board assembly (PCBA) solutions in Singapore, Malaysia and Indonesia.

Established in 2009, JEC Technology combines superior technological know-how with human touch to provide you with the best solution for your manufacturing needs.

We believe in keeping up to date with the latest technologies, using our knowledge to deliver premium products to our valued customers. We tap on to our principals' expertise in areas of applications, process knowledge and training to deliver the latest world-class products and services at competitive prices.

Our dedicated sales team is made up of committed individuals with experience in diverse manufacturing and electronic fields. Our engineers will work closely with you to understand your needs and tailor a package to suit your individual requirements, providing what you need. Customer satisfaction is what we want to provide","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","jectechnology.com","https://www.linkedin.com/company/jec-technology-private-limited"
,"NorthLab Pte Ltd","NorthLab Singapore has
– the capability, expertise, equipment and relevant accreditations to undertake calibration of a wide range of instruments – both the Laboratory and On-Site
– the largest hire equipment fleet in the Eastern Hemisphere with extensive engineering & testing infra-structure.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","northlab.biz","https://www.linkedin.com/company/northlab"
,"SIRIUS WIRELESS PTE. LTD.","Sirius Wireless is a global leader in RF Transceiver IP, recognized by APAC CIO Outlook as a top wireless solutions company in 2024. Our mission is simple: we connect intelligence. Our core business is centered on key protocols like Wi-Fi, Bluetooth, UWB and 5G, with a deep expertise in RF Analog and RF Digital design that forms the heart of our comprehensive IP portfolio. Our technology powers applications across key markets including Wearables, Consumer & IoT, Automotive, and Access Points. This specialization enables our customers to break down barriers to entry by offering a complete RF-to-MAC Design Service.

This powerful solution, supported by a strategic partnership with NASDAQ-listed Ceva, allows clients to bypass critical development hurdles. It streamlines their R&D timeline by 8-10 months, reduces their overall development cycle by 30%, and saves up to $1.5 million in annual labor costs. Our ultimate goal is to make the path to market faster and more cost-effective.

Beyond our core wireless offerings, Sirius Wireless maintains dedicated expertise in high-speed interface solutions, particularly those related to SerDes technology. We offer this as an independent service line and welcome direct inquiries regarding your specialized high-bandwidth connectivity needs.

Sirius Wireless has a growing global footprint with key offices in Singapore, Taiwan and Shanghai, China. Our solutions are deployed by customers worldwide, with a presence in Europe, the United States, India, China, and Taiwan, as we continue to align our portfolio with the latest IEEE standards to meet evolving market demands.","Semiconductor Manufacturing","11-50 employees","Privately Held","SINGAPORE","Singapore","sirius-wireless.com","https://www.linkedin.com/company/sirius-wireless-pte-ltd"
,"BRILA Glass Coating","BRILA Premium Body Glass Coating – triumphantly sustains a long standing history in automotive car care. BRILA’s world renowned coating system is available at a staggering 2811 dealerships and 1651 detailers (2017). We have applied our products on 714,773 vehicles – all thanks to our ever expanding authorised distributor and application centres. We have spread across 4 continents in countries such as Japan, Europe, USA, Australia, China, Korea, Taiwan, Hong Kong, Vietnam, Singapore and much more. 

Our products have been affiliated with some of the most expensive exotic car brands in the world, not to mention our association with numerous Asian car manufacturer dealerships in South East Asia.  As our comprehensive coating systems continues to penetrate into new markets, we are in pursuit to satisfy our customers and clientele with our unstoppable vision for our product. 

BRILA's objective is to leave an impression and to make a difference in the industry. Thus our philosophy is to maintain a credible product, high quality application process and product range that is proven to be the most premium service available. We build our value by maintaining guaranteed customer satisfaction, loyal relationships – between BRILA and our clients. 

Above all we are dedicated to contend to all aspects of service, professionalism and business conduct with ease.

Visit BRILA: www.brila-coating.com/en","Chemical Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","brilacoating.com","https://www.linkedin.com/company/brila-glass-coating"
,"BD Cranetech","BD Cranetech is the premier crane manufacturer in Singapore. We specialize in custom build cranes suited to the needs of the client. Our capabilities include:

1) Gantry Cranes
2) Overhead Single or Double Girder Crane
3) Jib Crane

BD Cranetech builds custom purpose crane for all industries including the construction industry and oil and gas industry.

We also service used cranes and provide hard to find spare parts. Other services include the sale and rental of used cranes.

BD Cranetech has over 29 years of experience. Over the years, we have build up our manufacturing capability and have the full in-house capability. Our manufacturing is integrated vertically which allows BD CraneTech to control key production processes to ensure quality, reliable and affordable cranes.

Our customers are not limited to only Singapore. We have clients all over the world. Contact us for free consultation and allow us to partner with you.","Industrial Machinery Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","bdcranetech.com","https://www.linkedin.com/company/bd-cranetech"
,"NTU Biomedical Engineering Society","Welcome to the official LinkedIn page of the Biomedical Engineering Society (BMES) Student Chapter at Nanyang Technological University (NTU). As passionate advocates for advancements in biomedical engineering, we provide a platform for collaboration with industry professionals, innovation and professional development in the biomedical field.

Attend our events to connect with like-minded individuals and stay updated on industry trends; all the while participating in exclusive events, workshops, and networking opportunities. 

#BiomedicalEngineering #Innovation #BMESCommunity","Biotechnology Research","201-500 employees","Non Profit","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/ntu-biomedical-engineering-society"
,"TLG Technology Pte Ltd","TLG Technology specialize in providing cutting-edge technology solutions for the semiconductor and electronics industries. Our expertise spans nanofabrication equipment, semiconductor process equipment, metrology, and alternative source solutions.

TLG Technology is the authorized distributor for leading global manufacturers, such as nanofabrication equipment, Raith (Netherland), metrology and testing equipment Filmetrics (USA), OAI (USA), KFPI (USA),Wet process solution, Kaijo (Japan), White Knight Fluid Handling (USA), wafer processing equipment, JET (Japan), MTEK (USA), Yamato Scientific (Japan, China, USA)

In addition to our core offerings, TLG Technology excels in plastic fabrication, providing high-quality plastics machining and fabrication services for the semiconductor, MEMS, and microelectronics industries. Our plastic engineering capabilities include wet process equipment, Teflon wafer carriers, wafer transfer jigs, quartz ware cabinets, chemical filling systems, heated tank and plastic agitation arms.

Why Choose TLG Technology?
•	Expertise: Extensive experience in semiconductor and electronics industries.
•	Quality: Commitment to delivering high-quality solutions and services.
•	Innovation: Continuous development of cutting-edge technologies.
•	Customer Focus: Strong relationships with major industry players and research institutes.","Semiconductor Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","tlg.sg","https://www.linkedin.com/company/tlg-technology"
,"Silversteel Engineering Pte Ltd","With a strong engineering and automation know-how, we have developed expertise to provide turnkey solutions to our clients. By helping our clients to fully automate their production lines and integrate new machinery into existing systems, our clients are able to achieve greater output, productivity and efficiency. Through our innovative solutions, our clients are also able to reduce wastage and replace expensive labour with automation.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","silversteelengineering.com","https://www.linkedin.com/company/silversteel-engineering-pte-ltd"
,"Comm Products Technologies Pte Ltd","Headquarters in Singapore, COMM Products Technologies Pte Ltd specializes in the designing, manufacturing and distributing of Professional Audiovisual Equipment and Peripherals globally, with a common aspiration of delivering highly functional AV and multimedia solutions to our clients.
comm started off from recognizing the unique requirements from educational segments and manufactured the basic control switchers. comm will continue to research and develop new technologies to meet the diversified requirements from professionals and technological standpoints. Our blueprint is none other than the user himself that inspired comm as we research and develop new technologies into simple tools to utilize AV equipment.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Public Company","Singapore, Singapore","Singapore","commproduct.com","https://www.linkedin.com/company/comm-products-technologies-pte-ltd"
,"Bio Basic Asia Pacific","Founded in 2016, Bio Basic Asia Pacific was established in Singapore as an Asia Pacific branch to BBI Life Sciences Corporation. Through our core manufacturing facilities in various countries such as Canada, Korea, Shanghai and Singapore, we are committed to offer a variety of directly-manufactured life science products and lab services in the areas of life science and biotechnology.

By establishing Bio Basic Asia Pacific here in Singapore, we look forward to bringing convenience to our customers located in Asia as a one-stop solution for their research needs.","Biotechnology Research","11-50 employees","Privately Held","Singapore","Singapore","biobasic-asia.com","https://www.linkedin.com/company/bio-basic-asia"
,"First Port Global","Founded in 2008 by Eddie Yip and Irene Sow, First Port Global began its early days supplying industrial materials to mainly harbour port companies in Singapore. Eddie, having more than 20 years of extensive technical knowledge and expertise in the port industry, and Irene, a former Ernst & Young auditor and finance manager for an international school, started it all from just a home office in Sembawang. 

Despite running under only a two-man operation, the company victoriously doubled its revenue within the first three years. Today, First Port Global has successfully grown into a team of eleven highly dedicated and professional individuals and continues to expand.

The company has steadily extended its supply portfolio to other local and overseas sectors apart from harbour ports throughout the years, such as logistics and warehousing, electronics, transportation, airport, oil and gas, and manufacturing. First Port Global has become a recognized player in industrial solutions and currently aims to broaden its horizons by entering the consumables and consumer markets, starting with consumer electronics.

Formerly known as First Port Equipments, the company has been renamed in proud representation of its growing presence worldwide, stepping towards its goals of becoming a renowned global player.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore , Singapore","Singapore","firstportglobal.com","https://www.linkedin.com/company/firstportglobal"
