company_name,category,description,website,phone,email,detail_url
JAMES TAN VETERINARY CENTRE PTE LTD,Animal Clinics,,,(65) 6253 1122,,https://www.agri-biz.com/company-details/james-tan-veterinary-centre-pte-ltd/
JANE HUA TRADING CO,Packaging Materials,,,(65) 6533 2523,,https://www.agri-biz.com/company-details/jane-hua-trading-co/
JANUR FOOD INDUSTRY,Satay,,,(65) 6753 0916,,https://www.agri-biz.com/company-details/janur-food-industry/
JAPAN PORK SUPPLIER PTE LTD,Meat Processing Establishments,,,(65) 6448 8318,,https://www.agri-biz.com/company-details/japan-pork-supplier-pte-ltd/
JARK ENTERPRISE PTE LTD,Agricultural Commodities - Timber,,,(65) 6777 9226,,https://www.agri-biz.com/company-details/jark-enterprise-pte-ltd/
JAYA BARU SHIPPING & TRADING CO PTE LTD,Freight Forwarders,,,(65) 6293 6097,,https://www.agri-biz.com/company-details/jaya-baru-shipping-trading-co-pte-ltd/
JAYESH ENTERPRISE (PTE) LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6260 7312,,https://www.agri-biz.com/company-details/jayesh-enterprise-pte-ltd/
JCS SHRIMPS PTE LTD,Fish & Seafood Products - Importers & Exporters,Member of SIAS,https://jurongcoldstore.com,(65) 6268 2335,jcsshrimps@jurongcoldstore.com,https://www.agri-biz.com/company-details/jcs-shrimps-pte-ltd/
JEBSEN & JESSEN TECHNOLOGY (S) PTE LTD,Turf & Irrigation,,,(65) 6305 3688,,https://www.agri-biz.com/company-details/jebsen-jessen-technology-s-pte-ltd/
JEEWA LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6547 8483,,https://www.agri-biz.com/company-details/jeewa-ltd/
JFC (S) PTE LTD,Fish & Seafood Products - Importers & Exporters,,https://JFC.com.sg,(65) 6567 8200,,https://www.agri-biz.com/company-details/jfc-s-pte-ltd/
JFF PTE LTD,Frogs - Farms,,,(65) 6791 7229,,https://www.agri-biz.com/company-details/jff-pte-ltd/
JI MEI VEGETABLE IMPORTER,Fruits & Vegetables - Importers & Exporters,,,(65) 6775 0170,,https://www.agri-biz.com/company-details/ji-mei-vegetable-importer/
JIA JIA FOODSTUFF PTE LTD,Fish & Seafood Processing Establishments,,,(65) 6852 1269,,https://www.agri-biz.com/company-details/jia-jia-foodstuff-pte-ltd/
JIA JIA WANG TRADING PTE LTD,Noodles,,,(65) 6752 7718,,https://www.agri-biz.com/company-details/jia-jia-wang-trading-pte-ltd/
JIAJIA SINGAPORE MANUFACTURING PTE LTD,Beverages,,,(65) 6897 7662,,https://www.agri-biz.com/company-details/jiajia-singapore-manufacturing-pte-ltd/
JICKSON CORPORATION (PTE) LTD,Packaging Materials,,https://pacific-jickson.com,(65) 6545 1893,pacific@pacific-jickson.com,https://www.agri-biz.com/company-details/jickson-corporation-pte-ltd/
JIM FOODS SUPPLIER,Fish & Seafood Products - Importers & Exporters,,,(65) 6283 2288,,https://www.agri-biz.com/company-details/jim-foods-supplier/
JIM-WILLIE TRADING CO PTE LTD,Desserts,,,(65) 6748 2288,,https://www.agri-biz.com/company-details/jim-willie-trading-co-pte-ltd/
JIN BAK TRADER,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6457 6922,,https://www.agri-biz.com/company-details/jin-bak-trader/
JIN FOOD MANUFACTURING PTE LTD,Frozen Foods,,,(65) 6755 0970,,https://www.agri-biz.com/company-details/jin-food-manufacturing-pte-ltd/
JIN LIE ENTERPRISE,Fish & Seafood Products - Importers & Exporters,,,(65) 6533 6410,,https://www.agri-biz.com/company-details/jin-lie-enterprise/
JIN TAI TONG FOOD INDUSTRIES PTE LTD,Beverages,,,(65) 6735 3027,,https://www.agri-biz.com/company-details/jin-tai-tong-food-industries-pte-ltd/
jin test company,,blah blah blah,,,,https://www.agri-biz.com/company-details/jin-test-company/
JIN ZHONG XIU TRADING,Aquarium Fish Shops,,,(65) 9040 7842,,https://www.agri-biz.com/company-details/jin-zhong-xiu-trading/
JING TAI HONG,Agricultural Commodities - Bird's Nest,"Importer, exporter, wholesaler & retailer of:• Bird's nest• Health products• Chinese herbs & herbal products• Ginseng",,(65) 6533 4617,sales@jingtaihong.com,https://www.agri-biz.com/company-details/jing-tai-hong/
JIREH MARINE AQUARIUM PTE LTD,Aquarium Fish Shops,,,(65) 6776 7990,,https://www.agri-biz.com/company-details/jireh-marine-aquarium-pte-ltd/
JIT MING ENTERPRISE,Fish & Seafood Products - Importers & Exporters,,,(65) 6749 1165,,https://www.agri-biz.com/company-details/jit-ming-enterprise/
JJ DRINKS MANUFACTURING PTE LTD,Beverages,,https://jjdrinks.com.sg,(65) 6271 7552,enquiry@jjdrinks.com.sg,https://www.agri-biz.com/company-details/jj-drinks-manufacturing-pte-ltd/
JK EXCELLENT FOOD PTE LTD,Central Kitchens,,,(65) 6659 3601,,https://www.agri-biz.com/company-details/jk-excellent-food-pte-ltd/
JOAQUIM FLORIST & GIFTS PTE LTD,Florists,Member of SFA,https://joaquimflorist.com,(65) 6383 1188,joaquim@singnet.com.sg,https://www.agri-biz.com/company-details/joaquim-florist-gifts-pte-ltd/
JOAQUIM GARDEN & LANDSCAPE PTE LTD,Nurseries,,,(65) 6383 1188,,https://www.agri-biz.com/company-details/joaquim-garden-landscape-pte-ltd/
JOLLIBEAN FOODS PTE LTD,Central Kitchens,,,(65) 6746 3877,,https://www.agri-biz.com/company-details/jollibean-foods-pte-ltd/
JOLLY GREEN AGRICULTURE,Vegetables - Farms,,,(65) 9856 1829,,https://www.agri-biz.com/company-details/jolly-green-agriculture/
JONG FRESH SUPPLIES PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6785 8000,,https://www.agri-biz.com/company-details/jong-fresh-supplies-pte-ltd/
JOO HWA FOOD INDUSTRIES PTE LTD,Fish & Seafood Processing Establishments,,,(65) 6481 1088,,https://www.agri-biz.com/company-details/joo-hwa-food-industries-pte-ltd/
JORDON INTERNATIONAL FOOD PROCESSING PTE LTD,Meat Processing Establishments,Member of MTA,,(65) 6551 5050,corp@jordoninter.com.sg,https://www.agri-biz.com/company-details/jordon-international-food-processing-pte-ltd/
JOTHI STORE & FLOWER SHOP,Fruits & Vegetables - Importers & Exporters,,,(65) 6338 7008,,https://www.agri-biz.com/company-details/jothi-store-flower-shop/
JOY DOGGY,Pet Grooming & Services,,,(65) 6252 2889,,https://www.agri-biz.com/company-details/joy-doggy/
JP PEPPERDINE GROUP PTE LTD,Central Kitchens,,https://jacksplace.com.sg,(65) 6282 1311,,https://www.agri-biz.com/company-details/jp-pepperdine-group-pte-ltd/
JPN INDUSTRIAL TRADING PTE LTD,Landscaping - Contract & Maintenance,,https://jpn.sg,(65) 6288 9991,sales@jpn.sg,https://www.agri-biz.com/company-details/jpn-industrial-trading-pte-ltd/
JR FOODS PTE LTD,Dian Xin,,https://jrgroup.com.sg,(65) 6288 4111,info@jrgroup.com.sg,https://www.agri-biz.com/company-details/jr-foods-pte-ltd/
JR VENDING PTE LTD,Vending Machines,,,(65) 6288 4111,,https://www.agri-biz.com/company-details/jr-vending-pte-ltd/
JSG IMPORT & EXPORT,Fish & Seafood Products - Importers & Exporters,,,(65) 6292 5771,,https://www.agri-biz.com/company-details/jsg-import-export/
JSTT SINGAPORE PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6299 1661,,https://www.agri-biz.com/company-details/jstt-singapore-pte-ltd/
JUMAIN SATAYSFACTION PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6245 7885,,https://www.agri-biz.com/company-details/jumain-sataysfaction-pte-ltd/
JUMBO GROUP OF RESTAURANTS PTE LTD,Restaurants,,https://jumbogroup.sg,(65) 6442 3435,gm@jumbogroup.com.sg,https://www.agri-biz.com/company-details/jumbo-group-of-restaurants-pte-ltd/
JUN HANG F & B PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6297 9111,,https://www.agri-biz.com/company-details/jun-hang-f-b-pte-ltd/
JUNE FLORAL ART SCHOOL PTE LTD,Florists,,,(65) 6848 4500,,https://www.agri-biz.com/company-details/june-floral-art-school-pte-ltd/
JUNE MERCHANDISING CORPORATION PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6861 8105,,https://www.agri-biz.com/company-details/june-merchandising-corporation-pte-ltd/
JUNGLE LITTLE LAND,Pet Shops,,,(65) 6562 3295,,https://www.agri-biz.com/company-details/jungle-little-land/
JURONG BIRD PARK,Recreational Establishments,,,(65) 6265 0022,,https://www.agri-biz.com/company-details/jurong-bird-park/
JURONG COLD STORE PTE LTD,Cold Stores,Member of MTA & SIAS,,(65) 6268 2335,,https://www.agri-biz.com/company-details/jurong-cold-store-pte-ltd/
JURONG ICE WORKS PTE LTD,Cold Stores,,,(65) 6265 6961,,https://www.agri-biz.com/company-details/jurong-ice-works-pte-ltd/
JURONG MARINE COLD STORAGE (PTE) LTD,Cold Stores,,https://jmice.com.sg,(65) 6265 6761,jmice@singnet.com.sg,https://www.agri-biz.com/company-details/jurong-marine-cold-storage-pte-ltd/
JYOTI COMPANY,Fish & Seafood Products - Importers & Exporters,,,(65) 6742 4844,,https://www.agri-biz.com/company-details/jyoti-company/
K & B NONYA KUEH MANUFACTURE PTE LTD,Kueh,,,(65) 6754 9369,,https://www.agri-biz.com/company-details/k-b-nonya-kueh-manufacture-pte-ltd/
K & Q BROTHERS ELECTRICAL ENGINEERING CO PTE LTD,Refrigerating Equipment - Commercial & Industrial,,,(65) 6261 8821,,https://www.agri-biz.com/company-details/k-q-brothers-electrical-engineering-co-pte-ltd/
K S AQUATICS & TRADING CO,Pet Shops,,,(65) 6257 1175,,https://www.agri-biz.com/company-details/k-s-aquatics-trading-co/
K T LANDSCAPE PTE LTD,Ornamental Plants - Farms,,,(65) 6790 9790,,https://www.agri-biz.com/company-details/k-t-landscape-pte-ltd/
K&K AQUARIUM & BIRDS CENTRE,Pet Shops,,,(65) 6784 4578,,https://www.agri-biz.com/company-details/kk-aquarium-birds-centre/
K. C. DAT FREIGHT SOLUTIONS PTE LTD,Freight Forwarders,,,(65) 6545 0244,,https://www.agri-biz.com/company-details/k-c-dat-freight-solutions-pte-ltd/
K.T.S. (SINGAPORE) PTE LTD,Agricultural Commodities - Timber,,,(65) 6336 6077,,https://www.agri-biz.com/company-details/k-t-s-singapore-pte-ltd/
K1 PETS SHOP,Pet Shops,,,(65) 6447 8588,,https://www.agri-biz.com/company-details/k1-pets-shop/
KAFFA KALDI PTE LTD,Coffee,,,(65) 6752 8310,,https://www.agri-biz.com/company-details/kaffa-kaldi-pte-ltd/
KAH HUAT SONG KEE FISH AGENT PTE LTD,Fish & Seafood - Merchants,,,(65) 6264 8125,,https://www.agri-biz.com/company-details/kah-huat-song-kee-fish-agent-pte-ltd/
KAH POWER PRODUCTS PTE LTD,Landscaping Equipment & Supplies,,,(65) 6514 5799,,https://www.agri-biz.com/company-details/kah-power-products-pte-ltd/
KAI HUAT ROASTED AND FOODSTUFF SUPPLY,Roast Meat,,,(65) 6744 2894,,https://www.agri-biz.com/company-details/kai-huat-roasted-and-foodstuff-supply/
KAI SHENG MARINE PRODUCTS,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6388 0716,,https://www.agri-biz.com/company-details/kai-sheng-marine-products/
KAI XIANG HUAT PTE LTD,Fruits & Vegetables - Importers & Exporters,Member of SFVA,,(65) 6219 7468,,https://www.agri-biz.com/company-details/kai-xiang-huat-pte-ltd/
KAI YOUNG HUAT,Egg Processing Factories,,,(65) 6316 7287,,https://www.agri-biz.com/company-details/kai-young-huat/
KAIJU AROWANA (SINGAPORE) PTE LTD,Aquarium Fish Shops,,,(65) 6288 9293,,https://www.agri-biz.com/company-details/kaiju-arowana-singapore-pte-ltd/
KAIMAY TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,https://kaimay.com.sg,(65) 6269 0198,kaimay@singnet.com.sg,https://www.agri-biz.com/company-details/kaimay-trading-pte-ltd/
KAIOUSEI ENTERPRISE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6535 4566,,https://www.agri-biz.com/company-details/kaiousei-enterprise-pte-ltd/
KAISER FOODS (SINGAPORE) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6841 4747,,https://www.agri-biz.com/company-details/kaiser-foods-singapore-pte-ltd/
KAJIKI ENTERPRISE,Fish & Seafood Processing Establishments,,,(65) 6243 1228,,https://www.agri-biz.com/company-details/kajiki-enterprise/
KAJIWARA SINGAPORE PTE LTD,Kitchen Equipment & Supplies,,https://kajiwara.sg,(65) 6778 1151,info@kajiwara.sg,https://www.agri-biz.com/company-details/kajiwara-singapore-pte-ltd/
KAM THONG REPTILE GOODS PRODUCTS,Leather Goods - Manufacturers & Retailers,,,(65) 6741 4702,,https://www.agri-biz.com/company-details/kam-thong-reptile-goods-products/
KAMEI S'PORE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6221 9500,,https://www.agri-biz.com/company-details/kamei-spore-pte-ltd/
KAMPONG 18 EXPRESS PTE LTD,Central Kitchens,,,(65) 6570 9161,,https://www.agri-biz.com/company-details/kampong-18-express-pte-ltd/
KANG YUAN FOOD FACTORY,Roast Meat,,,(65) 6382 3700,,https://www.agri-biz.com/company-details/kang-yuan-food-factory/
KARCHER SOUTH EAST ASIA PTE LTD,Kitchen Equipment & Supplies,,https://karcher.com.sg,(65) 6897 1811,info@karcher-asia.com,https://www.agri-biz.com/company-details/karcher-south-east-asia-pte-ltd/
KARSTEL MARKETING PTE LTD,Feed - Wholesalers & Manufacturers,,,(65) 6271 9166,,https://www.agri-biz.com/company-details/karstel-marketing-pte-ltd/
KATONG FLOWERSHOP (PTE.) LTD.,Florists,,,(65) 6442 2155,,https://www.agri-biz.com/company-details/katong-flowershop-pte-ltd/
KATONG SATAY SUPPLY,Meat Processing Establishments,,,(65) 6842 1112,,https://www.agri-biz.com/company-details/katong-satay-supply/
KAUNG MON TRADING,Fish & Seafood Products - Importers & Exporters,,,(65) 6337 5159,,https://www.agri-biz.com/company-details/kaung-mon-trading/
KAUNG SONE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6777 2183,,https://www.agri-biz.com/company-details/kaung-sone-pte-ltd/
KAWISERAYA CORPORATION PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6747 8000,,https://www.agri-biz.com/company-details/kawiseraya-corporation-pte-ltd/
KC PREMIUM FOOD PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6584 5803,,https://www.agri-biz.com/company-details/kc-premium-food-pte-ltd/
KEE SONG FOOD CORPORATION (S) PTE LTD,Animals & Birds - Importers & Exporters,,,(65) 6289 4933,,https://www.agri-biz.com/company-details/kee-song-food-corporation-s-pte-ltd/
KEE WEE HUP KEE FOOD MANUFACTURE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://ego.comsg,(65) 6861 0696,,https://www.agri-biz.com/company-details/kee-wee-hup-kee-food-manufacture-pte-ltd/
KEISHA TRADING (S) PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6846 1822,,https://www.agri-biz.com/company-details/keisha-trading-s-pte-ltd/
KELVIN FOODSTUFFS SUPPLIER,Cold Stores,,,(65) 6457 6957,,https://www.agri-biz.com/company-details/kelvin-foodstuffs-supplier/
KEMIN INDUSTRIES (ASIA) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6490 4003,,https://www.agri-biz.com/company-details/kemin-industries-asia-pte-ltd/
KEN HOE SENG CO,Dried Foods,,,(65) 6744 6990,,https://www.agri-biz.com/company-details/ken-hoe-seng-co/
KEN HONG SENG TAT KEE TRADING,Edible Oils,,,(65) 6755 5733,,https://www.agri-biz.com/company-details/ken-hong-seng-tat-kee-trading/
KEN KEN FOOD MFG (PTE) LTD,Beverages,,https://kenken.com.sg,(65) 6758 5955,,https://www.agri-biz.com/company-details/ken-ken-food-mfg-pte-ltd/
KENDA (S) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://kenda.net,(65) 6543 1183,kendasing@kenda.net,https://www.agri-biz.com/company-details/kenda-s-pte-ltd/
KENG HUAT FISHERY CO,Fish & Seafood - Merchants,,,(65) 6265 1696,,https://www.agri-biz.com/company-details/keng-huat-fishery-co/
KENLI TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6261 1906,,https://www.agri-biz.com/company-details/kenli-trading-pte-ltd/
KENRYU IMPEX PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6854 9489,,https://www.agri-biz.com/company-details/kenryu-impex-pte-ltd/
KEONG SEONG FISH SHOP,Aquarium Fish Shops,,,(65) 6275 9220,,https://www.agri-biz.com/company-details/keong-seong-fish-shop/
KEPPEL LOGISTICS PTE LTD,Cold Stores,,https://keppellog.com,(65) 6861 1911,keplog@keppellog.com,https://www.agri-biz.com/company-details/keppel-logistics-pte-ltd/
KEPPEL TELECOMMUNICATIONS & TRANSPORTATION LTD,Logistics Support Companies &/Or Facilities,,https://Keppeltt.com.sg,(65) 6897 7372,,https://www.agri-biz.com/company-details/keppel-telecommunications-transportation-ltd/
KERRY INGREDIENTS (S) PTE LTD,Food Ingredients,,,(65) 6270 3833,,https://www.agri-biz.com/company-details/kerry-ingredients-s-pte-ltd/
KHAISENG TRADING & FISH FARM PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6793 7789,,https://www.agri-biz.com/company-details/khaiseng-trading-fish-farm-pte-ltd/
KHAN BROTHERS PTE LTD,Cold Stores,,,(65) 6297 9358,,https://www.agri-biz.com/company-details/khan-brothers-pte-ltd/
KHAN PRODUCTS PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6297 9358,,https://www.agri-biz.com/company-details/khan-products-pte-ltd/
KHEE SENG COMPANY,Fish & Seafood Products - Importers & Exporters,,,(65) 6265 6956,,https://www.agri-biz.com/company-details/khee-seng-company/
KHENG HENG FISH & CO,Fish & Seafood - Merchants,,,(65) 6265 1590,,https://www.agri-biz.com/company-details/kheng-heng-fish-co/
KHIM GUAN HUP LING FISH DEALER PTE LTD,Fish & Seafood - Merchants,,,(65) 6291 3625,,https://www.agri-biz.com/company-details/khim-guan-hup-ling-fish-dealer-pte-ltd/
KHONG GUAN BISCUIT FACTORY (S) PTE LTD,Biscuits,Manufacturer & exporter of biscuits.,https://khongguan.com.sg,(65) 6261 6888,biscuit@khongguan.com.sg,https://www.agri-biz.com/company-details/khong-guan-biscuit-factory-s-pte-ltd/
KHONG GUAN DEVELOPMENT PTE LTD,Biscuits,,,(65) 6282 2511,,https://www.agri-biz.com/company-details/khong-guan-development-pte-ltd/
KHONG GUAN LIMITED,Flour,,,(65) 6282 2511,,https://www.agri-biz.com/company-details/khong-guan-limited/
KHONG GUAN SALT CO (PTE) LTD,Food Seasonings,,,(65) 6243 0605,,https://www.agri-biz.com/company-details/khong-guan-salt-co-pte-ltd/
KHWAN HUP FARMING PTE LTD,Eggs - Importers & Exporters,,,(65) 6297 5166,,https://www.agri-biz.com/company-details/khwan-hup-farming-pte-ltd/
KIAN CHEONG (BOXES) MFG. CO. PTE LTD,Food Packaging Systems,,,(65) 6747 0231,,https://www.agri-biz.com/company-details/kian-cheong-boxes-mfg-co-pte-ltd/
KIAN HIN NONYA CAKE SUPPLIER,Kueh,,,(65) 6743 7092,,https://www.agri-biz.com/company-details/kian-hin-nonya-cake-supplier/
KIAN HUAT FISH MERCHANT,Fish & Seafood - Merchants,,,(65) 6264 2395,,https://www.agri-biz.com/company-details/kian-huat-fish-merchant/
KIAN JOO VEGETARIAN FOOD SUPPLY CENTRE,Vegetarian Foods,,,(65) 6841 6898,,https://www.agri-biz.com/company-details/kian-joo-vegetarian-food-supply-centre/
KIAN SENG YONG IMPORT & EXPORT PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6873 0212,,https://www.agri-biz.com/company-details/kian-seng-yong-import-export-pte-ltd/
KIANG HUAT SEA PRODUCTS CO (1998),Fish & Seafood Products - Importers & Exporters,,,(65) 8125 3737,,https://www.agri-biz.com/company-details/kiang-huat-sea-products-co-1998/
KIANG KIAT COMPANY,Fish & Seafood Processing Establishments,,,(65) 6244 5482,,https://www.agri-biz.com/company-details/kiang-kiat-company/
KIANSON PTE LTD,Plastic Packaging,,,(65) 6353 5180,,https://www.agri-biz.com/company-details/kianson-pte-ltd/
KIAT LAY FARM TRADING,Vegetables - Farms,,,(65) 6793 3313,,https://www.agri-biz.com/company-details/kiat-lay-farm-trading/
KIAT LEE LANDSCAPE & BUILDING PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6287 3390,,https://www.agri-biz.com/company-details/kiat-lee-landscape-building-pte-ltd/
KIAT SENG HUAT TRADING,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6535 7682,,https://www.agri-biz.com/company-details/kiat-seng-huat-trading/
KIKI FLORIST FRUITS & CRAFTS,Florists,Member of FAS,,(65) 6220 3363,,https://www.agri-biz.com/company-details/kiki-florist-fruits-crafts/
KIKKOMAN (S) PTE LTD,Sauces,,,(65) 6758 8822,,https://www.agri-biz.com/company-details/kikkoman-s-pte-ltd/
KILLINEY KAYA,Jams,,,(65) 6245 1797,,https://www.agri-biz.com/company-details/killiney-kaya/
KIM AGARWOOD (S) PTE LTD,Agricultural Commodities - Others,,,(65) 6743 6748,,https://www.agri-biz.com/company-details/kim-agarwood-s-pte-ltd/
KIM ANN AGENCIES,Packaging Materials,,,(65) 6297 2974,,https://www.agri-biz.com/company-details/kim-ann-agencies/
KIM BOCK CONTRACTOR PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6253 5422,,https://www.agri-biz.com/company-details/kim-bock-contractor-pte-ltd/
KIM CHUAN EDIBLE OIL & FOOD PRODUCTS PTE LTD,Edible Oils,,,(65) 6776 4273,,https://www.agri-biz.com/company-details/kim-chuan-edible-oil-food-products-pte-ltd/
KIM FRESH TRADING LLP,Meat Supplies,,,(65) 6459 0605,,https://www.agri-biz.com/company-details/kim-fresh-trading-llp/
KIM FUNG TRADING CO,Fish & Seafood Products - Importers & Exporters,,,(65) 6743 7766,,https://www.agri-biz.com/company-details/kim-fung-trading-co/
KIM GUAN GUAN COFFEE MANUFACTURING,Coffee,,,(65) 6281 5055,,https://www.agri-biz.com/company-details/kim-guan-guan-coffee-manufacturing/
KIM GUAN GUAN COFFEE TRADING PTE LTD,Coffee,,,(65) 6281 5055,,https://www.agri-biz.com/company-details/kim-guan-guan-coffee-trading-pte-ltd/
KIM HAI ORCHID,Landscaping - Contract & Maintenance,,,(65) 6482 1389,,https://www.agri-biz.com/company-details/kim-hai-orchid/
KIM HAK HUAT TRADING,Agricultural Commodities - Others,,,(65) 6281 0458,,https://www.agri-biz.com/company-details/kim-hak-huat-trading/
KIM HING CO,Agricultural Commodities - Bird's Nest,,,(65) 6533 2382,,https://www.agri-biz.com/company-details/kim-hing-co/
KIM HING FOOD INDUSTRIES PTE LTD,Bird's Nest,,,(65) 6280 4169,,https://www.agri-biz.com/company-details/kim-hing-food-industries-pte-ltd/
KIM HOCK EGGS MERCHANT,Eggs - Importers & Exporters,,,(65) 6487 2321,,https://www.agri-biz.com/company-details/kim-hock-eggs-merchant/
KIM HOCK FOOD TRADING PTE LTD,Roast Meat,,,(65) 6756 8500,,https://www.agri-biz.com/company-details/kim-hock-food-trading-pte-ltd/
KIM HOCK GUAN CHUAN KEE,Meat Processing Establishments,,,(65) 6535 2536,,https://www.agri-biz.com/company-details/kim-hock-guan-chuan-kee/
KIM HUAT FISHERY,Fish & Seafood - Merchants,,,(65) 6268 1721,,https://www.agri-biz.com/company-details/kim-huat-fishery/
KIM JOO GUAN PTE LTD,Meat Processing Establishments,,,(65) 6758 8707,,https://www.agri-biz.com/company-details/kim-joo-guan-pte-ltd/
KIM LEE KIAT TRADING ENTERPRISE PTE LTD,Food Products,,,(65) 6535 0386,,https://www.agri-biz.com/company-details/kim-lee-kiat-trading-enterprise-pte-ltd/
KIM LEE PASTRY HOUSE,Confectionery & Pastry Products,,,(65) 6752 0311,,https://www.agri-biz.com/company-details/kim-lee-pastry-house/
KIM LIAN TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6280 4333,,https://www.agri-biz.com/company-details/kim-lian-trading-pte-ltd/
KIM PENG HIANG FOOD INDUSTRY PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6742 6853,,https://www.agri-biz.com/company-details/kim-peng-hiang-food-industry-pte-ltd/
KIM SAN TRADING (KILNING) PTE LTD,Agricultural Commodities - Timber,,,(65) 6269 0821,,https://www.agri-biz.com/company-details/kim-san-trading-kilning-pte-ltd/
KIM SENG ORCHID PTE LTD,Orchids - Farms,,,(65) 6793 7805,,https://www.agri-biz.com/company-details/kim-seng-orchid-pte-ltd/
KIM SIAN JOO CO,Fish & Seafood - Merchants,,,(65) 6265 0846,,https://www.agri-biz.com/company-details/kim-sian-joo-co/
KIM SING CO PTE LTD,Chinese Wine,,,(65) 6842 2212,,https://www.agri-biz.com/company-details/kim-sing-co-pte-ltd/
KIM SOON SENG TRADING,Roast Meat,,,(65) 6368 0818,,https://www.agri-biz.com/company-details/kim-soon-seng-trading/
KIM SUM FISH AGENT,Fish & Seafood - Merchants,,,(65) 6754 7172,,https://www.agri-biz.com/company-details/kim-sum-fish-agent/
KIM TING LANDSCAPE PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6367 9425,,https://www.agri-biz.com/company-details/kim-ting-landscape-pte-ltd/
KIMLY FOOD MANUFACTURING PTE LTD,Dian Xin,,,(65) 6289 1605,,https://www.agri-biz.com/company-details/kimly-food-manufacturing-pte-ltd/
KIMS GENERAL CONTRACTOR PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6758 1155,,https://www.agri-biz.com/company-details/kims-general-contractor-pte-ltd/
KIMTEK NURSERY PTE LTD,Ornamental Plants - Farms,,,(65) 6791 7168,,https://www.agri-biz.com/company-details/kimtek-nursery-pte-ltd/
KIN HAW TRADING CO,Fish & Seafood Products - Importers & Exporters,,,(65) 6786 9975,,https://www.agri-biz.com/company-details/kin-haw-trading-co/
KIN YAN AGROTECH PTE LTD,Wheatgrass Products,,,(65) 6794 8368,,https://www.agri-biz.com/company-details/kin-yan-agrotech-pte-ltd/
KINESS ORCHID NURSERY,Orchids - Farms,,,(65) 6793 7951,,https://www.agri-biz.com/company-details/kiness-orchid-nursery/
KING ALCOHOL INDUSTRIES (S) PTE LTD,Food Additives & Flavourings,,,(65) 6261 3888,,https://www.agri-biz.com/company-details/king-alcohol-industries-s-pte-ltd/
KING COFFEE HOUSE PTE LTD,Central Kitchens,,,(65) 6261 8586,,https://www.agri-biz.com/company-details/king-coffee-house-pte-ltd/
KING FISH TRADING PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6464 7586,,https://www.agri-biz.com/company-details/king-fish-trading-pte-ltd/
KING JUICE MANUFACTURING PTE LTD,Juices & Syrups,,,(65) 6752 5951,,https://www.agri-biz.com/company-details/king-juice-manufacturing-pte-ltd/
KINGSTONE FOOD MART,Dian Xin,,,(65) 6245 8603,,https://www.agri-biz.com/company-details/kingstone-food-mart/
KIOM KEE FOODSTUFFS MANUFACTURER,Dian Xin,,,(65) 6560 6861,,https://www.agri-biz.com/company-details/kiom-kee-foodstuffs-manufacturer/
KIREI JAPANESE FOOD SUPPLY (PTE) LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6779 2128,,https://www.agri-biz.com/company-details/kirei-japanese-food-supply-pte-ltd/
KITCHEN LANGUAGE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://kitchenlanguage.com.sg,(65) 6830 6456,catering@kitchenlanguage.com.sg,https://www.agri-biz.com/company-details/kitchen-language-pte-ltd/
