"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Logistics Services Offered","TMS Software Used","Carrier Partners Count & Names","Employee Range Fit","Has Ocean or Air","Has Ocean or Air (2)","Uses CargoWise","Multi Carrier","ICP Score","FF Verified"
,"Jovial Transportation Singapore","Jovial Transportation Singapore had begun servicing the public market with our Professional Limousine Services since 2023, where we started with fleets which catered for weddings & special events. As years goes by, Jovial Transportation Singapore had stepped into the corporate market and started to service different industries eg. Private Wealth, Government, Hotels, Embassies & Corporate Companies.

Our Company understands the market demand for the various industries and we have successfully provided detailed / customized transportation solutions to our clients over the past 16 years.

We do not stop extending our support to the Companies in the market by offering professional transportation services using our own in-house chaffeurs to satisfy the market’s demand in terms of job fulfillment rate & quality in seek for value. Our Company explores possibilities with our business clients in their needs, and counter offers detailed / custom solutions in resolving their immediate business issues.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/jovial-transportation-singapore",,,,false,false,false,false,false,0,false
,"Aspac Aircargo Services Pte Ltd","• Our entire chain of operations runs in the Free Trade Zone (FTZ) at Changi Airfreight Centre. Our presence here allows us to work closely with airlines and Ground Handling Agents. These enable us to deliver intermodal transshipment services and reasonably cut down on our entire freight forwarding process.

• In situations where the client can't readily take possession of their cargo due to the delivery location is closed or unattainability of import license, we can clear the goods out from airport cargo terminal first and then store it in our FTZ warehouse, which is way cheaper than the fees incurred at the terminal.

• We fully own and operate our fleet of trucks. Import clearance at the airport cargo terminal can take place anytime, and delivery to the end customer can be as little as 6 hours right after the flight’s arrival. Similarly, for exports, our lead time for cargo collection and transfer into the terminal can be as little as 6 hours too.

• We do not know what it means to be ""closed for the day."" We are one of the few freight forwarders from among hundreds that stay on 24/7, all day, every day, including Sundays and public holidays. Do you need proof? We can arrange a visitor's pass for our clients to come in and see us at work anytime.

• We run a few brokerage services - the whole enchilada of customs related issues and air freight works. When it comes to securing all the requisite cargo clearance permits, certificate of origin, licenses from Customs, or the various regulatory agencies, we leverage on our team experienced. 

• Our airfreight broker department has a direct working relationship with hundreds of airlines. Our trade volume enables us to offer a variety of competitive airfreight rates to exporters. If you happen to ship to a particular destination often or have very heavy tonnage, you can leverage our partnership with airlines to negotiate for lower or contract rates.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore, Singapore","Singapore","aspac-aircargo.com.sg","https://www.linkedin.com/company/aspac-aircargo","[{""serviceCategory"":""air freight"",""serviceName"":""Airfreight Services"",""serviceDescription"":""Offers global airfreight solutions, including customs clea...","Response","Response",true,true,true,false,false,7,true
,"Riverwood Pte Ltd","A global logistics service provider based in Singapore. RiverwoodSG has services for Retail, freight, International trade Industry Solutions,  Warehousing and Distribution, Moving solutions and we do E-commerce as well.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore, Singapore","Singapore","riverwood.com.sg","https://www.linkedin.com/company/riverwood-pte-ltd","[{""serviceCategory"":""other"",""serviceName"":""Project Logistics Solutions"",""serviceDescription"":""Comprehensive project logistics solutions tailored for c...","Response","Response",true,false,false,false,false,0,false
,"GKE CORPORATION LIMITED","GKE Corporation LTD providing timely, high quality information to investors on the internet. Whether you are interested in key performance ratios, financial news and results.","Transportation, Logistics, Supply Chain and Storage","11-50 employees",,"SINGAPORE","Singapore","gke.com.sg","https://www.linkedin.com/company/gke-corporation-limited","[{""serviceCategory"":""warehousing"",""serviceName"":""Warehousing & Logistics"",""serviceDescription"":""Provides storage solutions with value-added services i...","No answer","Response",false,true,true,false,false,0,false
,"FTIS","FT Industrial Supplies is a Singapore based company. We started in 1989 as a trading company buying and selling electronic components. With the changing environment and the evolving of customer’s demands, we have adapted and evolved our business model and services. We specialize in Warehousing, Supply Chain Management, Contract Manufacturing, Components Trading and Retail and Distribution.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","ftis.com.sg","https://www.linkedin.com/company/ft-industrial-supplies","[{""serviceCategory"":""warehousing"",""serviceName"":""Warehouse Management"",""serviceDescription"":""Provides storage, inventory management, and distribution ...","Response","Response",false,false,false,false,false,0,false
,"CYC Movers","Established in 2003, CYC Movers is a Singapore homegrown brand offering domestic and international clientele with the full gamut of end-to-end services which includes,

•  House moving 
•  Office moving 
•  International relocation (inbound & outbound)
•  IT infrastructure relocation
•  Storage solutions

Delivering more than 20,000 professional moves and growing, CYC Movers is the reliable and professional moving service provider you can trust. 

CYC Movers - Your partner for a trusted and assuring moving experience.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","cycmovers.com","https://www.linkedin.com/company/cyc-movers","[{""serviceCategory"":""warehousing"",""serviceName"":""Furniture Logistics"",""serviceDescription"":""Offering logistics solutions for handling and transportati...","Response","Response",false,false,false,false,false,0,false
,"SKY GLOBAL LOGISTICS SERVICES PTE LTD","Asian business serving your time critical logistics needs.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore, Singapore","Singapore","skygls.com","https://www.linkedin.com/company/sky-global-logistics-services-pte-ltd","[{""serviceCategory"":""other"",""serviceName"":""OBC (On Board Courier / Handcarry)"",""serviceDescription"":""Time-critical logistics solutions with dedicated ...","Response","Response",false,true,true,false,false,0,true
,"SCF Global","Founded in 2000, SC Fulfil is an international logistics consultancy services provider and Systems Integrator that delivers cost-effective, reliable, simple, proven processes and solutions to help our diverse range of customers from SME’s to Fortune 500 Companies to increase their global supply chain value. 
With a combined freight forwarding and logistics experience of over 250 years, our team of experts offer business and logistics solutions, project implementation and training, business advisory, mergers & acquisitions and charter services.

Our Management Team and our Consultants have rich industry experience and expertise in Management and across various functions including Commercial, Operations, Finance and Technology in Freight Forwarding, Logistics and Supply Chain. SC Fulfil applies our best-in-class Project Implementation Methodology to drive business transformation and productivity improvements through implementation and optimal use of CargoWise One for our clients in over 20 countries globally.

With headquarters in Singapore, SC Fulfil has offices in China, Hong Kong, India, Indonesia and Japan and partners with an expansive international network to deliver client services.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Bukit Merah","Singapore","scf-global.com","https://www.linkedin.com/company/scfulfil","[{""serviceCategory"":""air freight"",""serviceName"":""Aircraft Charter Services"",""serviceDescription"":""SCF Global provides aircraft charter services for mu...","Response","Response",true,true,true,false,false,0,false
,"Cycle & Carriage Leasing","Cycle & Carriage Leasing is the subsidiary of Cycle & Carriage. Our diversified business portfolio operates under three main pillars – Leasing, Rental, and Logistics. We lead the industry by delivering a comprehensive suite of total business mobility solutions.

Our leasing business, as the leading player, carries a wide array of vehicles, perfectly tailored to meet the ever-evolving leasing needs of both corporate accounts and individuals.

myCarriage, a groundbreaking online rental platform that, in real-time, provides access to a fleet of quality cars, reinforcing our commitment to a seamless and exceptional customer experience.

Last-Mile Logistics, we are revolutionising the delivery landscape by exclusively utilising Electric Vans. Setting new industry standards by providing sustainable, customer-centric, third-party logistics solutions.
_________________________________________________________________________________________________________________

Cycle & Carriage Singapore stands as the titan, the unrivalled driving force in the automotive landscape of Southeast Asia. With a profound 120-year history, we have solidified our position as the leading automotive group, delivering unparalleled Exceptional Journeys.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Public Company","Singapore","Singapore","mycarriage.sg","https://www.linkedin.com/company/cycle-carriage-leasing","[]","Response","No answer",false,false,false,false,false,0,false
,"Interfreight Linc Logistics Group","We are a logistics, supply chain and freight forwarding company headquartered out of Singapore with offices in China and Indonesia, focusing on top customer service, accuracy, speed and employee enrichment & happiness!

IFL Singapore, Headquarters
190 Middle Road #10-05 Fortune Centre
Singapore 188979

IFL Indonesia
Taman Semanan Indah Block L/24B
Jakarta 11750 - Indonesia

IFL Logistics (China) Co.,Ltd
汏洋（上海）国际货物运输代理有限公司
Room 209, No. 1851 North Sichuan Road
Hongkou District, Shanghai P.R. China 200081","Freight and Package Transportation","51-200 employees","Privately Held","188979","Singapore","interfrtlog.com","https://www.linkedin.com/company/interfreight-linc-logistics-pte.-ltd.","[{""serviceCategory"":""ocean freight"",""serviceName"":""Sea Freight"",""serviceDescription"":""Provides sea freight solutions including transport of general ca...","Response","Response",true,true,true,false,false,7,true
,"Prospect Logistics Pte. Ltd.","-","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Boon Lay, Singapore","Singapore","prospect.sg","https://www.linkedin.com/company/prospectlogistics","[{""serviceCategory"":""other"",""serviceName"":""Freight forwarding and logistics services"",""serviceDescription"":""Prospect Logistics offers freight forwardi...","Response","Response",false,true,true,false,false,0,true
,"TIC Traffic International Consortium (S) Pte Ltd","TIC offers one-stop service station to meet customers’ freight and shipping needs, offering worldwide air and ocean freight, land transport, contract logistics and supply chain management.

Providing specialized solutions for markets and industries including high-tech, semi-conductors, e-commerce, aviation & aerospace. We possess the capability of handling sensitive laboratory equipment, personal effects, dangerous goods, as well as valuable cargo.

#togetherwemove #logistics

Find out more about us at www.ticsin.com/about-us","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","ticsin.com","https://www.linkedin.com/company/tic-traffic-international-consortium-s-pte-ltd","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""https://www.ticsin.com/services/sea-freight"",""serviceName"":""Sea Freight"",""serviceCategory"":""ocean freight"",""service...","Response","Response",false,true,true,false,false,0,true
,"Trinity Cargo Link Pte Ltd","Trinity is made up of a team of highly motivated logistics professionals who are committed to delivering quality freight and logistics services.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","trinitycargolink.com","https://www.linkedin.com/company/trinitycargolink","[{""serviceCategory"":""ocean freight"",""serviceName"":"""",""serviceDescription"":""Offers sea freight solutions including FCL, LCL, and special project cargo,...","Response","Response",false,true,true,false,false,0,false
,"GO-GENIE","GO-GENIE is a smart logistics ecosystem that delivers visibility, scalability, and opportunity by leveraging technology and the magic of collaboration.

Founded in Singapore, our mission is to transform fragmented and underutilized logistics networks into optimized, efficient systems — enabling businesses of all sizes to scale seamlessly while reducing costs and environmental impact.

At GO-GENIE, we’re passionate about building a smarter, greener, and more connected logistics landscape. By fostering collaboration across the ecosystem — connecting people, processes, and technologies — we help unlock new levels of agility and efficiency.

Our platform offers intuitive, user-friendly tools that simplify complex logistics operations. From fulfillment and warehousing to last-mile delivery, every feature is designed with ease of use, time-saving, and scalability in mind — allowing teams to operate more efficiently and focus on what matters most.

Sustainability is at the core of everything we do. By optimizing delivery routes, minimizing empty runs, and promoting smarter resource utilization, we help our partners reduce their carbon footprint while growing responsibly.

We also believe in uplifting the people who keep the system moving — our delivery heroes — by equipping them with the flexibility, tools, and support they need to succeed in today’s fast-paced environment.

GO-GENIE isn’t just a tool — it’s a movement toward better, smarter, and more sustainable logistics for all.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore , North-East Region","Singapore","go-genie.com","https://www.linkedin.com/company/gogeniesg","[]","Response","Response",false,false,false,false,false,0,false
,"Griffin Kinetic Pte. Ltd","We're Griffin Kinetic, experts in critical logistics. Since 1986, shipping companies, purchasers and vessel crews rescued by our deliveries have learned to trust in our resourcefulness, our eagerness, and most of all our ability to tame even the toughest jobs. We’re not the biggest outfit, but going where others wouldn’t, to deliver what others couldn’t, has earned us a reputation for punching above our weight.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","griffinkinetic.com","https://www.linkedin.com/company/griffin-kinetic","[{""serviceCategory"":""ocean freight"",""serviceName"":""Sea Freight"",""serviceDescription"":""Sea freight solutions including project cargo and pharma shipmen...","Response","Response",false,true,true,false,false,0,false
,"Sparta Logistics","We are International freight forwarding. We believe in ""the spirit of service – simplicity and efficiency for you"". It’s how we work! We have been formed by the merging of a few selected companies and rebranded to form a powerful brand which is now called SPARTA LOGISTICS. Our intention is to be globally connected but Asian centric in our approach. 

Our bases of companies have been in existence since at least 1989. We have a team of dedicated professionals, with average experience of 15 years in the logistics field. 
 
Our Expertise 
•    Air Freight
•    Ocean Freight - FCL & LCL Consolidation
•    Pharmaceuticals
•    Dangerous Cargo
•    Exhibition Cargo
•    Heavy Lift & Project Cargo
•    OOG ( Out of Gauge Cargo )  
•    LCT / Break-Bulk Vessel / Tug Boat & Barges
•    Warehouse and Distribution
 
You can ask us to arrange your shipments the way you prefer, to and from any parts of the world, with simplicity and efficiency.  Let us do your shipping and coordination for you, so you can focus on your core business.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","spartalogistics.com","https://www.linkedin.com/company/sparta-logistics","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""https://hugedomains.com/domain_search.cfm?domain_name=Logistics"",""serviceName"":""Logistics"",""serviceCategory"":""other...","Response","Response",true,false,false,false,false,0,false
,"Dawn Shipping Group","Dawn Shipping Group (DSG) is a leading medium-sized provider of freight forwarding and supply chain solutions.

We are headquartered in the key logistics hub of Asia - Singapore, and serve the entire logistics spectrum across multiple markets and geographies in the Asia-Pacific region.

Our SME background has allowed DSG to grow organically throughout the years to deliver best-in-class services to our customers.. We are committed to offer ""boutique"" logistics solutions which have been carefully planned to suit our customers' varied needs. This has allowed us to build up trusted relationships with our customers. We continually seek to add value and contribute to the growth and prosperity of our valued customers and stakeholders.

The DSG Group employs around 100 people and reported revenue in the band of S$20-25 million in 2019.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Dawn Logistics Centre, Singapore","Singapore","dawnsg.com","https://www.linkedin.com/company/dawn-shipping-group","[{""serviceCategory"":""ocean freight"",""serviceName"":""Ocean Freight"",""serviceDescription"":""Offering comprehensive ocean freight solutions including FCL, ...","Response","Response",true,true,true,false,true,7,true
,"PHARMA EXPRESS PTE LTD","Today, Pharma Express is an expanding and growing company specializing in specialty courier delivery services serving various industries including medical, pharmaceutical, electronics and many more. Back in 2005, the company started from a very humble beginning, with only a delivery vehicle serving the customers diligently. The company has been blessed with good business growth ever since then. Now with a strong and robust team of operational staff, delivery specialist and various types of service vehicles, Pharma Express is poised to go further and beyond in this industry.

A key to our success with customers is The Way we deliver and pioneering the simple, effective and unique service experience focusing on the customers’ distinctive requirements. With the demands of some of the most stringent delivery and handling requirements, single-source accountability, attention to detail, and uncompromised service reliability, Pharma Express is ready to provide the purpose-designed solutions that meet the highest performance tolerances.

Our Mission & Mission

Being a customer-driven company, Pharma Express is only successful when the customers are. We envision to be the industry leader and premier provider of express logistics services.

The company want to create value by delivering high quality and superior services and strong financial results through the power of our customers and people.

More than just delivering highest quality of services, we wanted to be admired and recognized by our customers, employees and business partners for the experience and value they enjoy for being with us.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Public Company","Singapore","Singapore","pharmaex.biz","https://www.linkedin.com/company/pharma-express-pte-ltd","[{""serviceCategory"":""warehousing"",""serviceName"":""Warehousing and Distribution"",""serviceDescription"":""Pharmaex.biz provides warehousing solutions inclu...","Response","Response",false,false,false,false,false,0,false
,"Eng Lee Logistics Pte Ltd","A Singapore-based company with a specialisation in oversized and overheight cargo handling, transportation and warehouse storage services - in addition to a combined fleet of over 20 prime movers, 130 chassis and cranes, our company has and still is, assisting big corporations such as Keppel Logistics, Continental Steel, etc. With an ongoing and robust dedication to providing a complete logistical solution for heavy vehicle transportation, the company seeks to provide a suite of logistics solution for any businesses seeking for reasonable costs when it comes to their logistical and paperwork needs. In addition, our company is highly invested and is constantly looking at areas concerning the renewal and acquisition of newer vehicles, thereby increasing the rate of efficiency during our support and delivering of assistance towards our clients.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","ellog.com.sg","https://www.linkedin.com/company/eng-lee-logistics-pte-ltd","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""https://www.engleelogistics.com/"",""serviceName"":""Transportation and Escort Services"",""serviceCategory"":""road/trucki...","Response","Response",true,false,false,false,false,0,false
,"A2ESHIP"," Disrupting Global E-Commerce Logistics

E-commerce is global, but scaling across borders is still a privilege—one dominated by big players. A2ESHIP is changing that.

Founded by women, for women, A2ESHIP is democratizing global e-commerce with a tech-driven, automated model that gives small and mid-sized sellers the same advantages as big brands. We remove the biggest barriers—logistics, compliance, and market entry—so that entrepreneurs, especially women, can expand beyond borders, faster and smarter.

How We’re Disrupting Global Selling:
 Zero-Hassle Expansion – Sell internationally without worrying about warehousing, shipping, or customs.
 AI-Powered Application – Data-driven insights to help consumers pick the right products and markets.
 On-Demand Global Logistics – No need for huge upfront costs—scale as you grow.
 Women-Centered Support – Built for independent sellers & women-led businesses breaking into new markets.

We’re not just a logistics company—we’re redefining who gets to win in global e-commerce.

Global sellers, let’s talk. The future of global trade is inclusive, borderless, and tech-driven.

Talk to us and together we grow!","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore , Central Region","Singapore","a2eship.com","https://www.linkedin.com/company/a2eship","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""https://a2eship.com/en/buy-for-me/"",""serviceName"":""Buy-For-Me Services"",""serviceCategory"":""other"",""serviceDescripti...","No answer","Response",false,true,true,false,false,0,false
,"ADDICON LOGISTICS MANAGEMENT SINGAPORE","We are a Singapore based logistics company with capabilities such as :
- Local Distribution Services
- Container Loading & Unloading
- Container Haulage
- Project Cargo
- Garments On Hanger
- Buyer Consolidation Services
- Climate Control Storage Facility
- Air & Sea Freight Forwarding
- Bonded Warehousing
- Customs Declaration & Clearance
- Last Mile Fulfillment
- Ecommerce

We are committed to providing our customers with innovative and tailored solutions to their logistics needs, helping them achieve competitive and reliable edge. We ""Listen and Respond"" to our customers demands, offering them the best creative and innovative supply chain solution in this volatile economy, bringing efficiency to their business processes. 

Having been in the industry for more than a decade, Addicon Logistics Management has firmly extended our reach in the region with offices in China, Cambodia, Vietnam and Thailand. This provides our customers with a strong logistical network to cater to their needs.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore, Singapore","Singapore","addicongroup.com","https://www.linkedin.com/company/addicon-logistics-management","[{""serviceCategory"":""air freight"",""serviceName"":""Air & Sea Freight Forwarding"",""serviceDescription"":""Offers air and sea freight forwarding services wi...","Response","Response",true,true,true,false,false,7,true
,"HUB Distributors","HUB Distributors was incorporated in 1988 and has grown from a humble beginning of 4 vehicles to a full-fledged logistics company in the supply chain industry. Backed by a dedicated and committed team, the company is confident to meeting all customers’ logistics and distribution needs

With HUB  Distributors as our parent company that oversees the end-to-end process, we have 2 other subsidiary companies. HUB Logistics and HUB Express, specializing in transporting big items and small parcels respectively.

Over at HUB, we measure our success by your success.

Our Mission
Revamp and change the way you think about logistics through our service – at HUB, we are more than just your delivery guys, we serve you as partners

Our Vision
To make a difference to our clients through our integrated logistics solutions focused on improving lives through the logistics user experience

Our Motto
We Believe in Service","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","hubdistributors.com","https://www.linkedin.com/company/hubdistributors","[{""serviceCategory"":""road/trucking"",""serviceName"":""Local Transportation"",""serviceDescription"":""Services include local transportation and container hau...","Response","Response",true,false,false,false,false,0,false
,"T B C TRANSPORTATION & TRADING PTE LTD","TBC Transportation & Trading Private Limited, established in 1992, has rapidly become one of the fastest-growing companies in Singapore's logistics industry. As a member of the Singapore Logistics Association since 2001, we have consistently demonstrated our commitment to quality and safety, earning ISO 9001 and OHSAS 18001 certifications. Our operations have handled over 100,000 twenty-foot equivalent units (TEUs) and manage about 1.5 million tons of products through our warehouse annually as of 2018. We endeavor to provide the best practices in freight forwarding, transportation, contract logistics, and warehousing. At TBC, which also stands for 'Together Brings Care,' we are committed and dedicated to delivering excellence and innovation, making us a trusted logistics partner in the region.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore, West Region","Singapore","tbclog.sg","https://www.linkedin.com/company/tbc-transportation-trading-pte-ltd","[{""serviceCategory"":""warehousing"",""serviceName"":""Warehousing & Distribution"",""serviceDescription"":""Flexible, scalable, and secure warehousing solution...","Response","Response",true,false,false,false,false,5,true
,"Spedco Kaltim Pte Ltd","Spedco Kaltim started out as a forwarding contractor to support the oil and gas industries in East Kalimantan. Today, in addition to the marine, oil and gas industries, Spedco Kaltim plays a critical role in supporting the Indonesia coal mining industry.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Tuas, West Region","Singapore","spedcokaltim.net","https://www.linkedin.com/company/spedco-kaltim-pte-ltd","[{""serviceCategory"":""air freight"",""serviceName"":""Air Freight Service"",""serviceDescription"":""Arranges handling of cargoes via airfreight, offering cons...","Response","Response",false,true,true,false,false,0,true
,"Jaberson Technology Pte Ltd","Jaberson Technology is a provider of sensitive, out-of-gauge industrial machinery moving, machine assembly and precision-leveling services, servicing industry needs island-wide.

Project Management
Our professional methodology responds to industry-driven requirements. Our consultants engage our clients in good time, with an advisory approach to facilitate a focused and aligned engagement with stakeholders.

We partner with our customers to provide them with solutions tailored for their business needs, delivered on time and within budget.

Relocation
Jaberson Technology can handle your entire plant relocation, from project planning, complex lifting and detailed project planning to eventual transportation to the destination. We are experts in dismantling and re-installing heavy equipment and machinery.

If you are moving and setting up an entire plant, you can be confident that Jaberson will get the job done right.

Customized Crating & Packing
Jaberson technology offers customized crating and shipping for heavy, oversized and fragile items, including machinery and industrial equipment. Our certified crating experts will assess and recommend the best crating and packing options for your shipping items.

And all this within your stipulated budget!","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","jaberson-technology.com","https://www.linkedin.com/company/jaberson-technology","[{""serviceCategory"":""other"",""serviceName"":""Project Logistics"",""serviceDescription"":""Jaberson Technology offers project logistics services including pl...","Response","Response",true,true,true,false,false,7,true
,"Sensational Express","Welcome to Sensational Express, a premier furniture and retail logistics company headquartered in Singapore. We deliver comprehensive transportation, warehousing, supply chain, logistics, installation, and business intelligence solutions to businesses across various industries.

Since our inception in 1999, we've been committed to delivering end-to-end logistics solutions that help our clients achieve their growth objectives and enhance overall performance across their value chains. At Sensational Express, we prioritize sustainability and work closely with our clients to optimize resources and reduce waste, driving down costs for suppliers and end-clients alike.

With a keen focus on innovation and customer satisfaction, we've expanded our operations to Malaysia, in addition to our presence in Singapore. Join us on our mission towards a 'Zero-Waste' future, and let us help you streamline your logistics processes and grow your business.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Tampines","Singapore","sensational.sg","https://www.linkedin.com/company/sensational-express","[{""serviceCategory"":""warehousing"",""serviceName"":""Warehousing and Storage"",""serviceDescription"":""They offer stock transfer services for retail clients,...","Response","Response",false,false,false,false,false,0,true
,"Integral Global Resources","As an independent commodity trading house with active interests in mine operations and production facilities, IGR is a marketer and trader that provides innovative products and bulk supply chain solutions worldwide. We use our extensive market knowledge, global supply base, logistics and finance to source and deliver globally a diverse range of bulk commodities to industrial customers, timely and cost-effectively.

IGR’s foundation is based on sustainable relationships with our customers and partners. We deliver to promise and we get results in the right way. The team at IGR trade physical commodities sourced from third parties, and from operations and partner factories in which we have active interests. We also provide logistics, finance, storage and other services to our industrial consumers. Our clients are in mining, construction, power, refineries & smelters, oil and gas, agriculture, packaging and food processing industries. Our head of trade operations and experts are spread across the 5 continents.

Our Products:

1. Coal
Anthracite Coal, Metallurgical Coal and Thermal Coal

2. Metallurgical Coke
Foundry Coke, Blast Furnace Coke, Nut Coke, Breeze Coke and Semi Coke

3. Petroleum Coke
Calcined Petroleum Coke and Graphitised Petroleum Coke

4. Metals & Minerals
Copper concentrate, Zinc concentrate, Nickel concentrate, Manganese concentrate, Alumina and Iron Ore

5. Construction Materials
Construction Sand, Land Reclamation Sand, Rocks and Aggregates, Gypsum, PVC and Steel

6. Agricultural Products
Wheat and Pulses

7. Chemicals
Solvents, Cyanide, Sodium Chlorate, Sulphur, Caustic, Ammonia, Ammonium Nitrate and fuel oil (ANFO), Sulphuric Acid, Nitric Acid, Nickel Hydroxide, Solvents for separating minerals from ore and chemicals used in the floatation process

8. Other Bulk Materials
Guar Gum Powder

9. Mining Wear Parts
Slurry pumps, Crusher backing compounds, Crusher parts, Grinding media parts, Drill parts, Conveyors belts, Mill balls, Generators, Buckets.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore, Singapore","Singapore","igrsgroup.com","https://www.linkedin.com/company/integral-global-resources-pte-ltd-igr","[{""serviceCategory"":""other"",""serviceName"":""Commodity Trading and Logistics"",""serviceDescription"":""Specializes in trading, logistics, and supply chain ...","Response","Response",false,false,false,false,false,0,false
,"Vanpac GroupAsia","Vanpac GroupAsia aims to enhance our position in Asia’s Moving and Relocations Services industry by providing our customers with the finest quality of service by exceeding customer expectations through a concentrated effort while focusing individual efforts on performing correctly the first time and every time.

Over the years, Vanpac GroupAsia has grown to become one of the largest and strongest moving groups in Asia and is also well represented throughout the world.Vanpac GroupAsia has built its reputation on consistently delivering high standards of service across the moving industry. All offices in the group are guided by a set of guidelines and procedures to ensure equality in the provision of quality services are met throughout. Whether moving customers’ goods within Asia or overseas we aim to deliver the same quality of service, whichever of our office has been contracted to carry out the move.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Public Company","Singapore","Singapore","vanpacgroupasia.com","https://www.linkedin.com/company/vanpacgroupasia","[]","Response","Response",true,false,false,false,false,0,false
,"XDel Singapore Pte Ltd","Providing Last Mile Fulfillment Solutions and Delivery for Corporate Clients specialising in highly secured courier services for documents and parcels, healthcare cold chain solutions, medical and specimen transportation enabled by our technology innovations and strong customer support.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","159550","Singapore","xdel.com","https://www.linkedin.com/company/xdel-singapore-pte-ltd","[{""serviceCategory"":""other"",""serviceName"":""Express Courier & Delivery"",""serviceDescription"":""Providing express courier and delivery services for docum...","Response","Response",true,false,false,false,false,0,false
,"Hi-Lift Global","Part of the Hi-Lift family of companies, Another Good Move!

Bringing together over 50 years of Hi-Lift values with strategic solutions for efficiency in every aspect of ground services, warehousing, 3rd and 4th Party Logistics.

Hi-Lift Global adds to this with a wealth of experience and industry leadership in all aspects of logistics and supply chain, offering ocean and air freight solutions connecting the world to the South Pacific and beyond. 

Owned and operated facilities in Port Moresby and Lae, including bonded warehousing and secure yard storage, Hi-Lift offers a full end to end solution for our established agency networks and customers.

Hi-Lift Logistics Limited: Your logistics partner in Papua New Guinea and Australia

Hi-Lift Global (Solomons): Your logistics partner in Solomon Islands

Hi-Lift Global Pte Ltd: Your global freight partner","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Novena, Central Singapore Community Development Council","Singapore","hiliftglobal.com","https://www.linkedin.com/company/hi-lift-global","[{""fcl"":""yes"",""lcl"":"""",""evidenceUrl"":""https://hiliftcompany.com/about-us/"",""serviceName"":""Customs Clearance, Freight Forwarding, and General Logistics...","Response","Response",false,true,true,false,false,0,true
,"T-Way Logistics Singapore Pte. Ltd","Member of STT GROUP, which started running logistics business since 2016
For expanding the market zone, T-Way  Singapore and T-Way Vietnam were born in 2022 to take you to the next level of providing services.
""We won't do the same - We do by T-way""","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Public Company","T-Way Logistics Singapore Pte.,Ltd, Bugis Cube","Singapore","tway-logistics.com.sg","https://www.linkedin.com/company/t-way-log","[{""serviceCategory"":""ocean freight"",""serviceName"":""Ocean Freight"",""serviceDescription"":""Offering FCL and LCL ocean freight services with DAP/DDP optio...","Response","Response",false,true,true,false,false,0,true
