"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Satair Pte Ltd","Since our humble beginnings in 1982, EXIM & MFR ENTERPRISE has managed to sustain an enviable growth every year, achieving a sales turnover in excess of S$23 million by 1999, with a headcount of more than 100 employees.

The very fact that our business has enjoyed such significant growth, given the relatively short history of our existence, demonstrates the success of our relentless pursuit of excellence in every aspect of our operations. 
  
Our goal is to become a global leader in the distribution of quality assured fasteners, electronic hardware, sleevings/tubings and other electro-mechanical parts. In order to achieve this, we continue to ensure that we provide high quality products, on-time delivery, competitive pricing and prompt active approach, to exceed the expectations of our customers.  
  
Our organisation structure ensures greater efficiency in customer service, a higher level of quality control, a near perfect system of records and administrative documents and on-time delivery. All our departments with a common customer-oriented goal stand for total dedication to customer satisfaction, a commitment which every one of us undertakes in our specific duties everyday.","Wholesale Import and Export","51-200 employees","Self Owned",,"Singapore","eximfr.com.sg","https://www.linkedin.com/company/exim-manufacturing-singapore"
,"Treasure Orbit Singapore Pte. Ltd.","Treasure Orbit is the leading confectionery and snack wholesaler in Singapore. We provide a smarter way for businesses to buy in bulk, offering competitive prices and the best quality products available in the market. Our mission is to make FMCG wholesale more efficient and accessible, so that businesses of all sizes can enjoy the benefits of buying in bulk. With our wide selection of brands and products, we are confident that we can meet the needs of any business.","Wholesale Import and Export","11-50 employees","Self Employed","Singapore, Singapore","Singapore","treasureorbit.sg","https://www.linkedin.com/company/tro-singapore"
,"Ariescope El Mejor Trading Pte. Ltd.","Ariescope Trading: Pioneering Excellence in Trading Solutions

Overview:
Ariescope Trading stands at the forefront of the financial trading industry, delivering innovative and tailored solutions designed to meet the diverse needs of traders across various markets. As a premier trading firm, Ariescope Trading leverages advanced technology and a deep understanding of market dynamics to empower clients and foster exceptional trading experiences.

Global Presence:
With a global reach, Ariescope Trading serves clients from various regions, adapting its services to meet the unique needs of different markets. The firm’s international presence underscores its capability to provide valuable trading solutions on a global scale.

Conclusion:
Ariescope Trading represents a blend of expertise, innovation, and dedication, positioning itself as a leader in the trading industry. By offering advanced tools, valuable insights, and exceptional support, the firm empowers traders to achieve their financial goals and excel in the dynamic world of trading.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singappore","Singapore","ariescopetrading.com","https://www.linkedin.com/company/ariescope-el-mejor-trading-pte-ltd"
,"NOVA Fountain","Animating water is our mission. 

We design and manufacture fountain components, underwater LED lighting and DMX control systems. All our customers can be assured of high quality products that are precisely synchronised for a beautiful water display. Our team of experienced designers and engineers are able to provide a full range of support services beginning with the design proposal, to equipment selection, system configuration, installation supervision, testing and commissioning as well as operational training. 

We commission noteworthy projects in historical landmarks, business parks and corporate buildings, residential and commercial spaces, and these projects are usually architectural focal points. If you are looking to add a waterscape to your project, we would love to be a part of your grand design. 

We are based in Singapore but we distribute worldwide. With decades of collective experience, we continually put our best foot forward in the research and development of fountain products for your best water experiences.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore","novafountain.com.sg","https://www.linkedin.com/company/novafountain"
,"Wisdom Grain Pte Ltd","Commodity trading company with origination strengths in Myanmar and India.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","wisdomgrain.com","https://www.linkedin.com/company/wisdom-grain-pte-ltd"
,"Sumedh Tradings Import and Export","Welcome to Sumedh Trading Import and export, a leading player in import and export industry. At Sumedh trading import and export we understand the dynamic  and ever changing landscape of international trade. Our expertise lies in navigating the complexities of cross border transactions, enabling business to expand  their reach and maximize growth opportunity.","Wholesale Import and Export","2-10 employees","Self Owned","Singapore, Singapore","Singapore","sumedhtradings.com","https://www.linkedin.com/company/sumedh-tradings-import-and-export"
,"Franco-Asian Enterprises Singapore Pte Ltd","Franco-Asian Enterprises Singapore Pte Ltd is a company based out of 152 Beach Road #17-05/07 Gateway East, Singapore 189721","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","francoasia.com","https://www.linkedin.com/company/franco-asian-enterprises-singapore-pte-ltd"
,"RBK International (SG) Pte Ltd","RBK-The Way To Global Business 

RBK International (SG) Pte Ltd is a path-breaking pioneer in Agro-Industrial Commodity trading specializing in the physical trading of various agricultural commodities such as Petroleum, coal, Petrochemical, Agro-Products, Fertilizer, Timber and industrial commodities including ferrous and non-ferrous metals.

We are an entrepreneurial company committed to growth in existing and emerging markets. We believe in success through quality, collaboration, consistency and dedication to meet economic needs for our customers and socio-environmental needs of the society thereby contributing towards a sustainable environment.","Import and Export","201-500 employees","Public Company","Singapore , Tanjong Pagar","Singapore","rbkinternational.com.sg","https://www.linkedin.com/company/rbk-international-sg-pte-ltd"
,"Eurasia Intercontinental Trading","Eurasia Intercontinental Trading was registered in Singapore 2016, as a private limited company. We established ourselves to help bridge the gap between Ukrainian producers, providing high-quality goods at economic prices, and overseas buyers. We do this by providing additional safeguards and incorporating international banking practices with our Singapore regulated firm and offices in Ukraine to provide ease of access to the often difficult to penetrate producers in Ukraine & the Black Sea region.

As an experienced full service, international commodities trading firm, we have established partnerships with government organisations, business owners and producers in Ukraine that have been determined to exceed the requirements of overseas markets for quality and health standards. We have several years of experience dealing in this field and have expanded to launch our own production facility for sunflower oil, trademarks, and providing our services as international export managers for multiple producers in Ukraine.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore","eurasiaintrading.com","https://www.linkedin.com/company/eurasiaintrading"
,"The United Agencies (Pte) Ltd","The United Agencies group is one of the largest carpet companies in Singapore, with a dedicated staff of 50 people providing world-class service to more than 500 clients throughout Asia and the Asia - Pacific region. 

We specialize in importing, exporting, stocking and installing all types of soft floor coverings from all over the world. We carry the most trusted brands in wall-to-wall carpets, area rugs, floor mats, carpet tiles and accessories to project that fresh and confident look which customers appreciate. We source our products on an exclusive basis from some of the largest and most reputable carpet manufactures in the world.

Our Catalogues and Architect Folders are made in-house and done most professionally with in-depth information, thus making it easy & convenient for clients to make their choice. Our website, with detailed information on our product ranges, also provides instant information to our clients anywhere and anytime. 

We also carry a wide range of stocks in PVC plastic sheetings & leather cloth which are ideal for industrial applications like the manufacture of stationery, files, books, handbags, wallets, upholstery as well as for the shipping industry These products are made from the most advanced synthetic materials to provide durability and strength.

We carry a wide variety and substantial stocks of soft floor coverings and carpet accessories in Singapore, which we are able to supply promptly to customers who require carpets urgently within a short time. 

Due to our long experience in the carpet field, we are also able to source suitable carpets for clients from all over the world on an indenting basis, with reasonable delivery times.

We are one of the largest carpet-focused companies in the Far East and we are the only interior furnishing stockists in Singapore who focus exclusively on floor coverings and accessories.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","uacarpet.com.sg","https://www.linkedin.com/company/the-united-agencies-pte-ltd"
,"Bluefox Pte Ltd","Bluefox International is a Singapore based company that specialize in import & export of agriculture products between Singapore, China, Europe, Africa and South East Asia. From it humble beginning to today, Bluefox gradually grows itself and becomes a reputable global importer and food specialist for bringing high quality, tasty products at the lowest rate.

In order to create more value for our clients, we have developed long term partnership with several suppliers undertake non frill supply management to achieve the lowest prices which the benefits will finally delivered to our partners. We also established branch in China for implementing direct supply chain and product control to be cost competitive .

Our buyers trust us because our strengths lies on having reliable resources of food supply and networks that spreads over from South East Asia to Europe. We seek the best quality food base on the place that has the most distinctive natural advantages to produce them, and import them under strict safety standards governed by the law.

Our suppliers trust us because we have deeply established networks which can effectively distribute their products and providing prompt customer feedback. We position ourselves as a importer but also a strategic developer by providing a package of services on marketing, research, sales and after sales, distribution, public relation and media execution for anyone who wants to grow its business in Singapore.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/bluefox-pte-ltd"
,"Surplus Chemicals - Tradeasia","Tradeasia International Pte. Ltd is a privately owned, independent company headquartered in Singapore. Tradeasia International was first established in 2004 with the sole intention of carrying out chemical distribution services especially to commodity industries in many parts of the world. Tradeasia International provides excellent connectivity with the emerging markets and firmly believe in timely and perfectly managed procurement services. Tradeasia International offers supply chain management service, inbound/outbound logistics and chemical products consulting. At Tradeasia International, the services are always client based and tailored to the needs and desires of each customer.

Tradeasia International now operates in 12 regional offices and represents a growing number of businesses that are serving a variety of markets. Tradeasia International sources and supplies about 500-600 containers monthly to its customers worldwide.","Wholesale Import and Export","51-200 employees","Privately Held","Singapore, SG","Singapore","surplus-chemicals.biz","https://www.linkedin.com/company/surplus-chemicals-tradeasia"
,"Lam Kee Fisheries","Singapore's leading exporter of premium frozen seafood, including Chilean Seabass, Atlantic Salmon, Black Cod, and more.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","lamkeeseafood.com","https://www.linkedin.com/company/lamkeeseafood"
,"Void","nil","Wholesale Import and Export","11-50 employees","Privately Held","Clementi, Singapore","Singapore",,"https://www.linkedin.com/company/weichai---baudouin-s-pte-ltd"
,"Seastarr International Pte. Ltd.","We are world's leading oleochemicals exporters with 15+ years of industry experience.

From quick procurement to their worldwide distribution, we have established strong partnerships and play a significant role in the oleochemicals market. 

Seastarr have successfully won the faith of our partners & a reputable position in the industry through our naturally sourced products and global affiliations. We incorporate sustainability in our everyday business operations to achieve long-lasting success.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","seastarr.com.sg","https://www.linkedin.com/company/seastarr-international"
,"MundoLah","Mundolah imports, represents and distributes the most cherished Brazilian brands.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","mundolah.com","https://www.linkedin.com/company/mundolah"
,"VSCO","VSCO (VSC Overseas Pte Ltd) is a privately held company based out of Singapore. Main lines of businesses are Trading, Import/Export and F&B with long term plans to expand its business operations by identifying market potential of other domains within Singapore and other Asian markets.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/vsco"
,"Teck Sang","Our way of living has evolved from what it used to be generations ago. Today, there is a greater focus on fitness, mental wellness and healthy living as a way of life.

We at Teck Sang, a traditional Chinese food ingredients provider, have realised this change in lifestyle and preference in today’s consumers. This is why we are on a journey to evolve with today’s generation.

We want to provide a new take on traditional taste while maintaining our deep-seated and rich heritage. We want to be the cause of healthy living by providing access to various healthy and high-quality ingredients at your fingertips.

With our new mobile applications, you can order your favourite ingredients right in the comfort of your home or even visit our retail store for a drive-by collection.

You can be rest assured and trust that we are constantly looking at developing innovative products to maintain our partnerships with our customers, partners, distributors and all critical stakeholders, as this is how we continue to serve you.

Teck Sang

""A Fresh Take on Traditional Taste""","Wholesale Import and Export","51-200 employees","Privately Held","Clarke Quay, Singapore","Singapore","tecksang.com","https://www.linkedin.com/company/teck-sang"
,"Fuluxe","Established in 2013, Fuluxe started in response to a need in the marketplace for a truly expertized and personalized provider for Hotels and Restaurants in Singapore. Since its creation, we have grown from a distributor carrying exclusively Tableware to an extensive portfolio covering, as well, Premium Sustainable Water Solutions, Biodegradable Packaging and Tableware Rental Services.

We selectively hand-pick and work with many brands worldwide thereby providing opportunities for our clients to choose among a myriad of luxury and affordable products. With more than 10+ years' experience in the Hospitality industry and more than 1000 satisfied customers, we are highly confident in delivering the best result for your restaurant or hotel needs. Some of our customers include 1-Group, Accor, Formula 1, Hilton Singapore, Marina Bay Sands Singapore, Singapore Expo etc, 

Whether you are opening a new establishment or revamping an existing one, our team of 20 take pride in assisting you in the selection of high-quality items, while providing you the latest trends.

Check out our website to view our full product catalogues.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore , Singapore","Singapore","fuluxe.com","https://www.linkedin.com/company/fuluxe"
,"Dragon Industries Singapore","Dragon Ex-Protection Singapore Pte Ltd is the international sales office of Dragon Industrial Group, a global leader in explosion protection and modular infrastructure solutions. Strategically based in Singapore, we specialize in the design, engineering, and supply of onshore and offshore modular solutions tailored for high-risk, mission-critical environments.

Our comprehensive product portfolio includes:

Blast-Resistant Modules (BRMs)
Modular E-Houses for power & control systems

Modular C-Houses for instrumentation & control
Shelter-in-Place (SIP) Units for personnel safety
Mobile Chemical Storage Modules
Offshore-Certified Modular Containers
Modular Laboratory Facilities
Turnkey Modular Infrastructure Solutions
Custom-Engineered Special Containers

As a holistic safety solutions provider, we also deliver cutting-edge systems for:

Critical Infrastructure Hardening & Protection
Blast Protection & Mitigation
Dust Explosion Protection
Spark Detection & Automatic Extinguishing
Tank Venting & Explosion Relief
Air Filtration & HVAC Blast Protection

At Dragon Ex-Protection, we are committed to delivering engineering excellence, regulatory compliance, and operational resilience—empowering industries to operate safely in volatile, hazardous, and offshore environments.

Backed by decades of R&D, international certifications, and global project experience, we are your trusted partner in modular safety and explosion protection.","Wholesale Import and Export","201-500 employees","Privately Held","Singapore","Singapore","dragonindustries.com","https://www.linkedin.com/company/dragon-ex-protection-singapore-pte-ltd"
,"Mimosa Asia (S) Pte Ltd.","Specializing in the supplying Plastic resin (PET / PP / PS), we offer reliable service at an affordable rate. Contact us for price quotations today!

Established in 2006, Mimosa Pte Ltd. has almost two decades of experience in international commodity trading. In that time, we have been actively involved with markets in East Asia, Southeast Asia, South Asia, Middle East Region, Africa, North America, South America and Europe. We leverage our extensive network, market insights, and risk management expertise to offer our clients competitive prices, reliable delivery, and tailored solutions.

Contact email: marketing@mimosa-asia.com","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","mimosa-asia.com","https://www.linkedin.com/company/mimosa-asia-pte-ltd"
,"SinMetal International Pte Ltd","SinMetal International established in 2013, is a company that focuses on the wholistic service of aluminum products; from design, production to fabrication. 
Our Aluminium products include Aluminium Profile for construction use and marine use; Aluminium Sheet/Coil/Foil; Aluminium Formwork System and other Industrial Aluminium Products such as, underground train and electrical products. 
Another innovative product by our company is the Smart Panel System which is prefabricated, structural panel system build-in door, window, plumbing and electricity .
SinMetal International Pte Ltd strategic partners are XINGFA Aluminium Holding Limited (Stock No.: 98.HK),  PanAsia Holding Company Limited (Stock No.: 2078.HK), KINGHING Aluminium Formwork System and IPG Smart Panel System  Pty Ltd .
With the strong support of these factories, together with our most experienced R&D, design and technical teams we have supplied our products to Singapore，Malaysia，India, Vietnam, Thailand , Cambodia and Myanmar.","Wholesale Import and Export","2-10 employees","Self Owned","Singapore, Singapore","Singapore","sinmetal.com.sg","https://www.linkedin.com/company/sinmetal-international-pte-ltd"
,"GENSTAR INTERNATIONAL PTE LTD","Welcome to Genstar International Pte Ltd, your trusted partner in the dynamic world of global trade. Since our incorporation on 14th May 2002, we have been at the forefront of facilitating seamless import and export solutions for businesses worldwide.

At Genstar International, we understand that the success of international trade hinges on reliability, efficiency, and precision. With years of experience in the industry, we have honed our expertise to deliver tailored and comprehensive services that cater to the unique needs of our clients.

Our commitment to excellence is evident in every aspect of our operations. From navigating complex customs regulations to optimizing supply chain logistics, we go the extra mile to ensure your goods reach their destination promptly and securely.

With a wide network of trusted partners and suppliers across the globe, we have established strong relationships that open up a world of possibilities for our clients. Whether you are seeking to expand your market reach or source quality products, Genstar International is here to turn your international trade aspirations into reality.

As a forward-thinking export and import company, we embrace technological advancements and innovative practices to stay ahead in an ever-changing landscape. Our team of dedicated professionals works tirelessly to provide you with the most up-to-date solutions and market insights, empowering your business to thrive in today's competitive environment.

When you choose Genstar International, you are choosing a reliable ally, a bridge between continents, and a conduit for seamless global trade. Join us on this journey of growth and success as we transform challenges into opportunities and aspirations into achievements.

Thank you for entrusting Genstar International Pte Ltd with your import and export needs. Let us build a prosperous future together.

For any product enquiry , please share your enquiry to Export@genstar.com.sg","Wholesale Import and Export","11-50 employees","Privately Held","singapore, Singapore","Singapore","genstar.com.sg","https://www.linkedin.com/company/genstar-international-pte-ltd"
,"Asia Wine Network","Established in 1995, Asia Wine Network has been a mainstay in the Singapore Food & Beverage industry for over 2 decades now. Importing select wines from 13 different countries and distributing to some of Singapore's most famous Restaurants, Recreation Clubs, Hotels and Nightlife Venues.

Beyond our wine distribution portfolio, we assist our clients with promotional and advertising materials, procurement of wine-related items (Barrels, Boxes, Decanters, Single-pour machines and more), as well as tastings and trainings.","Import and Export","2-10 employees","Privately Held","Singapore , Singapore","Singapore","awn.com.sg","https://www.linkedin.com/company/asia-wine-network"
,"Ace Pressureweld Int'l (Pte) Ltd","Ace Pressureweld Int’l (Pte) Ltd was incorporated in 1973 with only a handful of technicians manning an engineering machine shop, which catered for all sectors of maintenance and machining services.

Today, almost four decades later, we offer services to a global operation for later project engineering, process plant spare parts, machinery and equipment supplies, with a total of staff strength of over 100 located in Singapore and internationally.

Our head office is situated in Singapore at the Senoko Industrial Estate which consists of modern office space, warehouse, and servicing facilities and operates as our global business centre coordinating with our offices in the Asia Pacific, Middle East and Europe.

Our dedicated staff understand the importance of meeting our Clients’ stringent requirements in terms if delivery schedules, quality and cost. We are quick to identify problems and are able to respond to our Clients’ needs with flexibility, professionalism and resourcefulness.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore","aceweld.com","https://www.linkedin.com/company/aceweld"
,"Wah Joo Seng International Trading Pte Ltd","Flexibility Fits - We are flexible in finding a solution fit for our customers.

Founded in 1974, we have grown to be a leading distributor in industrial hoses and couplings. Our key capabilities includes providing solutions in fluid transfer solution products and services. Over the years, we have gained recognition for our products and services throughout Asia Pacific. Our clients come from a diverse mix of industries - Oil and Gas, Chemicals, Pharmaceuticals, Manfacturing, Marine, Food and others.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore","wahjooseng.com","https://www.linkedin.com/company/wah-joo-seng-international-trading-pte-ltd"
,"Evergreen Supply Chain Pte Ltd.","Evergreen Supply Chain is a procurement and manufacturing solutions partner headquartered in Singapore, supporting global importers in sourcing products from Asia’s most dynamic manufacturing hubs including China, Vietnam, Malaysia, and Indonesia. Acting as your trusted local team, we bridge the distance between your business and your suppliers, ensuring every order is executed with maximum efficiency, transparency, strict quality control, and secure payments.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","evergreensupplychain.com","https://www.linkedin.com/company/evergreensupplychain"
,"Logigate Group","Logigate Group operates with our own offices in Indonesia, Vietnam, and Singapore, focusing on commodities trading and end-to-end supply chain management. We bring both sourcing and logistics solutions under one roof, allowing us to offer reliable and flexible support across the value chain.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","logigateglobal.com","https://www.linkedin.com/company/logigate"
,"UNITED CEMENT PTE LTD",,"Import and Export","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/united-cement-pte-ltd"
,"1A Singapore Commodity Trade Pte Ltd.","1A Commodity Trade Pte Ltd., located in Singapore is engaged in the Import, Export & Trading of Coal, Beverages, Oils, Pulses, Grains, Meat, Agricultural Commodities, Oil seeds, Seafood & Snacks

We source Raw Cashewnuts from our associate companies in West Africa, East Africa & Indonesia and trade with our buyers in Vietnam & India.

We’re in the Trading of Pulses viz. Toor whole (Pigeon peas), Black Matpe (Urad whole), Kidney Beans (Rajma) & Yellow Peas Whole from our seller sources in Tanzania, Malawi, Myanmar, Mozambique, Canada & Ukraine.

Our source market for Fresh Seafood, Live seafood and Frozen seafood are from Vietnam, Thailand, China, India & other Asian Countries. Our Seafood products include Blue Swimming Crabs, Mud Crabs, Squids, Sand Lobster, Spiny Lobster, Cuttle Fish, Baby Octopus, Shrimps, Ribbon Fish, Ray Fishes etc.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","1asingapore.com","https://www.linkedin.com/company/1a-singapore-commodity-trade-pte-ltd"
,"Talos Stones","Talos Stones sources the finest stone products around the world and provides rigorous quality control and top-notch customer service. 

Talos Stones is a direct exporter and supplier of a wide variety of natural stone products. Our main product line consists of tiles, pavers, cladding, mosaics, sinks and basins and other stone products in different sizes and finishes. Custom designs are also available when it comes to our decorative stone products. 

The products are made from natural stones such as: granite, marble, onyx, lava stone, sandstone, limestone, travertine, basalt slate and quartzite. Different samples of our products are available on request on our website.

Talos Stones earns its reputation by providing high quality products with the best prices and top-notch customer service. Our business growth is based on our customers' satisfaction.","Wholesale Import and Export","2-10 employees","Privately Held","SINGAPORE","Singapore",,"https://www.linkedin.com/company/talos-stones"
,"Tat Hong Trading Pte Ltd","Established in 1963, Tat Hong Trading Pte Ltd started off as a small hardware shop located at Jalan Besar.  Today, we have developed ourselves into one of the leading Aluminium stockists in Singapore. We also carry other range of products such as Stainless Steel and Galvanised Iron. 

We supply not only to our local market but also to other countries as well. 

We strive to provide all our customers with quality materials at the most competitive price and shortest lead time, giving our customers a winning edge over their competitors. 

“We indent to your needs and requirements”","Import and Export","11-50 employees","Privately Held","Singapore, Singapore","Singapore","tathon.com.sg","https://www.linkedin.com/company/tathon"
,"Cargosavvy Pte Ltd","Cargosavvy is a fast growing Singapore based freight forwarder with extensive experience in Air and Sea forwarding. 
We provide all facilities to make your commodity easy to reach the destiny.  

We have majorly involved ourselves in services which includes Import & Export — Air Freight, Sea Freight, Live Fish Logistics, Cross Border Logistics, Handling, Clearance and Delivery / Trucking services.  Not only this, we are providing Courier Export and Import, Hand Carry and Customized Solutions (Time Critical, AOG, OOG etc.)
Our solutions are a seamless blend of empowered people, streamlined processes and cutting edge technology. 
This enables us to operate across industries and geographies to deliver exceptional service at a reasonable cost.

better $erve you or $erve you better!!!","Import and Export","11-50 employees","Public Company","Singapore, Singapore","Singapore","cargosavvy.sg","https://www.linkedin.com/company/cargosavvy-pte-ltd"
,"Rapido Coal and Agri Pte Ltd","fe","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","rapidoagri.com","https://www.linkedin.com/company/rapido-coal-and-agri-pte-ltd"
,"Mimosa Care","Beauty & Lifestyle powerhouse expert in Brand development, distribution, import & export, trade.

Cosmetics, health and beauty care products ;
Connect vendors / exporters with importers / distributors

Welcome to all brands to connect with us, we have purchasers in our network worldwide.

And Searching for vendors, wholesalers, importers or distributors worldwide.

Vendors can contact us for :
- the current wish list of brands / products we search.
- Our network of distributors to develop your sales worldwide
- Stock clearance

Purchasers can contact us for :
- Our contacts of cosmetics brand owners, manufacturers and existing portfolio
- Source any brands / products in cosmetics, health and Beauty care","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/mimosacare"
,"The Fruit Guys","The Fruit Guys is a wholesale trader of processed fruits and agricultural materials serving the global F&B industry. 

With operational bases in Vietnam and a main office in Singapore, we specialize in exporting tropical fruits — particularly frozen Passion Fruit and Mango — from Vietnam to markets around the world.

We connect the entire value chain, from gardens and small or medium-sized workshops to large IQF factories, helping them reach global importers. Acting as a packer, importer, and distributor of fresh and frozen tropical fruits, we ensure every product meets the highest standards of quality control and sustainable sourcing.

Our mission is simple: to help our partners find exactly what they’re looking for through a smooth, hassle-free transaction process.

Main Products: Passion Fruit, Dragon Fruit
Specialties: Fresh, Concentrate, and Frozen Fruits (including IQF & HPP lines)
Industry: Food & Beverage Services
Company Size: 1–10 employees
Headquarters: Singapore

 Factory Office: +84 978 673 031 (WeChat, WhatsApp, Zalo)
 Main Office: +65 8833 8325

Follow us:
 TikTok: tiktok.com/@the.fruit.guys.vn
 Facebook: facebook.com/thefruitguysvn
 Instagram: instagram.com/thefruitguys_vn

#frozenfruits #tropicalfruit #frozenpassionfruit #vietnamfrozenfruit #frozenpineapplefruit #IQFfruit","Wholesale Import and Export","2-10 employees","Privately Held","Tampines North Drive 2","Singapore","thefruitguys.com.vn","https://www.linkedin.com/company/thefruitguys"
,"ArevA Group Pte. Ltd.","ArevA Group is a Singapore based International Holding company that specialises in wide range of business areas including import-export, international sales, marketing and foreign trade. The company was established in Singapore and Malaysia with aim of providing wholesale and retail distribution of wide range of products from Armenia and CIS countries.
ArevA Group also provides consulting services for developing and executing export and market entry strategies for manufactures and services organization. ArevA Group can help to overcome a variety of risks associated with entry into new market such as lack of local business knowledge, awareness of laws and regulations and perceived political risk.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","arevagroup.com.sg","https://www.linkedin.com/company/areva-group-pte.-ltd."
,"SP. Muthiah & Sons Pte Ltd","Founded in 1902, SP. Muthiah & Sons is a leading distributor and wholesaler of ethnic Indian food products in Singapore and in the South-East Asia region.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","spmuthiah.com","https://www.linkedin.com/company/spmuthiah"
,"Centuria International","We are trading company based in Singapore under the registration number 5312987W. and our  branches are located in Sri Lanka and Vietnam.

We are a Chemical and commodity exporting company, 

Please visit our web site www.natureplus.asia for more information","Import and Export","2-10 employees","Privately Held","Singapore","Singapore","natureplus.asia","https://www.linkedin.com/company/centuria-international"
,"SA Group","We provide aftermarket solutions on Spare Parts, Batteries & Lubricants distribution and MRO services (Maintenance, Repairs and Overhaul) in segments of On Highway (Automotive & Commercial) and Off-Highway (Industrial, Heavy Equipment, Ports & Marine, Defense)","Wholesale Import and Export","51-200 employees","Privately Held","Singapore","Singapore","soonaik.com","https://www.linkedin.com/company/sa-group-pte-ltd"
,"Lachmi Enterprise (S) Pte Ltd","Lachmi Enterprise (S) Pte Ltd operates mainly as a Wholesale business based out of Singapore which has expanded it's ventures into Real Estate and E-Commerce.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","lachmi.sg","https://www.linkedin.com/company/lachmi-enterprise"
,"Monde.Biz","A Global Business Network that digitizes SMEs allowing them to do business around the World. 

Through Monde’s Trusted connections with government and private organizations around the world, SMEs will be able to meet, interact and sell in a safe way!","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","monde.biz","https://www.linkedin.com/company/mondebiz"
,"BookMyImports.com Happy Sourcing","Welcome to Bookmyimports.com - Your one-stop destination for all your sourcing needs from India. We help connect buyers from the USA with top-tier suppliers, vendors, and manufacturers in India.

If you are looking to source products from India, you have come to the right place. We are dedicated to providing you with the best services to ensure you have a seamless sourcing experience. Whether you are a large corporation or a small business owner, we have everything you need to start sourcing your products from India.

Our platform is designed to cater to a wide range of industries and product categories. From textiles to electronics, we have a vast network of suppliers, vendors, and manufacturers in India who can provide you with the best quality products at the most competitive prices.

At Bookmyimports.com, we take pride in our commitment to quality and customer satisfaction. We strive to provide our customers with the best products and services, and we believe that our success lies in our ability to exceed their expectations.

We understand that sourcing products from India can be challenging, especially for buyers who are not familiar with the local market. That's why we offer a range of services to help you navigate the market and find the right suppliers for your needs.

Our team of experts has years of experience in the sourcing industry, and we can help you find the best suppliers for your specific product needs. We offer a range of services, including supplier verification, quality control, and logistics management, to ensure that you receive the best products at the right time.

If you are interested in sourcing products from India, we invite you to visit our website at bookmyimports.com. You can browse through our vast range of product categories, read our articles about sourcing from India, and watch our videos about our platform and services.

We are confident that you will find everything you need to start sourcing.
email now <bookmyimports@gmail.com>","Import and Export","2-10 employees","Non Profit","Singapore, Singapore","Singapore","bookmyimports.com","https://www.linkedin.com/company/bookmyimports"
,"L&Z Pte Ltd","L&Z Pte Ltd was incorporated in Singapore in 2001 and it operates in import & export industry.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","cdsg.com.mm","https://www.linkedin.com/company/l&z-pte-ltd"
,"Soon Aik Global Pte Ltd","We provide aftermarket solutions on Spare Parts, Batteries & Lubricants distribution and MRO services (Maintenance, Repairs and Overhaul) in segments of On Highway (Automotive & Commercial) and Off-Highway (Industrial, Heavy Equipment, Ports & Marine, Defense)","Wholesale Import and Export","51-200 employees","Privately Held","Singapore","Singapore","soonaik.com","https://www.linkedin.com/company/soonaik-global-pte-ltd"
,"GLOBAL MIND COMMODITIES TRADING PTE LTD","Global Mind Commodities Trading Pte Ltd (“GMC”) was established in 2011 by a group of successful professionals with extensive experiences in Commodities Trading. GMC strives to serve sugar businesses to manage their supply chain. Over the years, GMC has been proven a trusted and reliable partner for this very niche segment. From its humble beginning, today the company has grown into a regional player in supplying complete trade solutions for sugar and other agricultural products.","Wholesale Import and Export","11-50 employees","Public Company","Paya Lebar","Singapore","globalmind.sg","https://www.linkedin.com/company/global-mind-commodities-trading-pte-ltd"
