company_name,category,website,phone,email,description,letter,source,source_url
LEADTECH PRECISION ENGINEERING PTE LTD,Precision Turned Parts,,(65) 6752 4750,sales@leadtechprecision.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEDYOUNG (S) PTE LTD,Light Emitting Diodes (LEDs),https://ledyoung.com.tw,(65) 6775 5662,ledyoung@pacific.net.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEEMAC PTE LTD,Capacitors - Tantalum,,(65) 6741 5966,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEEPORT (SINGAPORE) PTE LTD,Electronic Equipment & Supplies,,(65) 6745 2666,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEGRAND (S) PTE LTD,Switches,https://legrand.com.sg,(65) 6416 1550,customerhub.sg@legrand.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEICA MICROSYSTEMS (SEA) PTE LTD,Semiconductor Equipment,https://leica-microsystems.com,(65) 6550 5999,Singapore@Leica-Microsystems.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEK HUNG MOULDING PTE LTD,Mould Making,,(65) 6296 8570,marcustan@lekhung.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEY CHOON GROUP HOLDINGS LIMITED,Crystal Filters & Oscillators,https://ultro.com.sg,(65) 6757 0900,admin@leychoon.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LEYBOLD SINGAPORE PTE LTD,Pumps - Vacuum,,(65) 6303 7039,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LFC PTE LTD,Precision Tools,https://lfc.com.sg,(65) 6749 9697,sales@lfc.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LG ELECTRONICS SINGAPORE PTE LTD,Consumer Electronics,,(65) 6333 6092,corpmarketing@lge.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LHT HOLDINGS LIMITED,Pallets & Skids,https://lht.com.sg,(65) 6269 7890,enquiry@lht.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LI-TEC MANUFACTURING PTE LTD,Precision Machining,,(65) 6567 3709,sales@litec.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIAN TIAN TRADING PTE LTD,Recycling - Electronics/Computer Scrap,,(65) 6565 3977,liantian@singnet.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIAN YING INDUSTRIES ENGINEERING PTE LTD,Jigs & Fixtures,https://lianying.com.sg,(65) 6269 7374,lianying@lianying.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIBEROS MARKETING PTE LTD,Mould Making,,(65) 6383 1933,libpl@mbox3.singnet.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LICO HOLDINGS PTE LTD,Electronic Components,,(65) 6749 7997,lico@leelab.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIGHTHAUS PHOTONICS PTE LTD,Photonics,https://lighthaus.com.sg,(65) 6848 2022,contact@lighthaus.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIM KIM HAI ELECTRIC CO (S) PTE LTD,Factory Automation Components,https://limkimhai.com.sg,(65) 6490 5000,customerservice@limkimhai.com.s,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIM POH MACHINERY TRADING PTE LTD,Production Equipment,https://limpoh.com,(65) 6846 1138,enquiry@limpoh.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIMCO METAL WORKS,Metal Stamping & Fineblanking,,(65) 6285 2725,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIN WAH ENGINEERING WORKS PTE LTD,Conveyors,,(65) 6757 2232,info@leapmachinery.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LINEAR TECHNOLOGY PTE LTD,Integrated Circuit Assembly & Test,https://linear.com,(65) 6753 2692,ltcsg@singnet.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LINTEC SINGAPORE PTE LTD,Semiconductors,https://lintec.com.sg,(65) 6221 5854,sp@lintec-group.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LINX SINGAPORE PTE LTD,Electronic Equipment - Maintenance & Servicing,https://ultravision.com.sg,(65) 6842 0500,sales@linx-sg.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LINXENS SINGAPORE PTE LTD,Printed Circuit Boards - Flexible,https://linxens.com,(65) 6579 1888,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIONAPEX EQUIPMENT PTE LTD,Engineering Services,https://lionapex.com.sg,(65) 6362 0880,info@lionapex.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LIONEX ELECTRONICS (S) PTE LTD,Electronic Components,https://teck.com.sg,(65) 6287 9633,sales1@lionex-teck.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LITEN LOGISTICS SERVICES PTE LTD,Logistics Support Companies &/or Facilities,https://liten-log.com,(65) 6897 3551,sales@liten-log.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LITETRONICS (S) PTE LTD,Packaging Materials,https://litetronics.com.sg,(65) 6842 7889,enquiry@litetronics.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LITHO-LAV PRODUCTS PTE LTD,Audio & Video Equipment,https://lavscreen.com,(65) 6295 1085,sales@lavscreen.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LJC ENGINEERING PTE LTD,Machining & Machining Parts,https://ljceng.com.sg,(65) 6265 8018,sales@ljceng.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LKH PRECICON PTE LTD,Robotics & Automation Equipment,,(65) 6672 9229,sales@precicon.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LMS TECHNOLOGIES PTE LTD,Controllers,https://lmstech.com.sg,(65) 6451 1123,wklim@lmstech.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LNE PRECISION ENGINEERING PTE LTD,"Connectors, Sockets & Pins",https://lne.com.sg,(65) 6362 4482,info@lne.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LOCKWELL FASTENERS & ENGINEERING PTE LTD,Precision Turned Parts,,(65) 6286 0888,sales@lockwell.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LOGICOM INSTRUMENTS PTE LTD,Electronic Equipment & Supplies,https://logicom.com.sg,(65) 6892 7666,margaret.tan@logicom.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LOGWIN AIR + OCEAN SINGAPORE PTE LTD,Freight Forwarding,https://logwin-logistics.com,(65) 6586 7373,airocean.sg@logwin-logistics.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LONG SHINE EQUIPMENT & SUPPLIES PTE LTD,Assembly Line Equipment,https://longshinegroup.com,(65) 6289 4688,admin@longshinegroup.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LONG TECH ENGINEERING PTE LTD,Mould Bases,https://longtech.com.sg,(65) 6555 1267,generalenq@longtech.com.sg,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LOSCAM SINGAPORE PTE LTD,Packaging Services,,(65) 6863 0316,,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
LOUIS YEN SINGAPORE PTE LTD,Electronic Components,https://louisyen.com,(65) 6333 9155,enquiry@louisyen.com,,L,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=L
MILLENNIUM 3 BUILDING PRODUCTS PTE LTD,Access Floors,,(65) 6896 5585,sales@m3bp.com,"Millennium 3 specialises in the professional contracting & trading of raised access floors & carpet tiles for offices, data centres & cleanrooms. Complementary products include...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MEGACHEM LIMITED,Chemical Products - Industrial,https://megachem.com,(65) 6933 9999,enquiry@sg.megachem.com,"Megachem Limited is one of the leading suppliers of specialty chemicals in the region, a premier one-stop distributor and manufacturer of industrial specialty products. Incorporated...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MICRO AIRE-CARE PTE LTD,Clean Room Supplies & Equipment,https://air-te.com,(65) 6853 5545,sales@air-te.com,"Micro Aire-Care (MAC) Pte Ltd, was established in 2003 with the aim of providing sales and technical support for the Cleanrooms, Laboratories and Hospitals in...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MINOX VALVES & FITTINGS PTE LTD,Tubes And Fittings,https://minox.biz,(65) 6515 9505,minox@singnet.com.sg,"Minox specializing in stainless steel sanitary valves, tubes, and fittings in Malaysia, has evolved into a prominent distributor of these products, along with installation components,...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MITSUBISHI ELECTRIC ASIA PTE LTD,Semiconductors,https://mitsubishielectric.com.sg,(65) 6473 2308,semi.asean@asia.meap.com,"Mitsubishi Electric Asia is a subsidiary of Mitsubishi Electric Group, a recognised world leader in manufacturing and sales of electric and electronic equipment. Since 1977,...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAPLETREE INDUSTRIAL TRUST,Facility Providers,https://mapletreeindustrialtrust.com,(65) 6807 4068,industrial@mapletree.com.sg,"Mapletree Industrial Trust (""MIT"") is a real estate investment trust listed on the Main Board of Singapore Exchange. MIT’s property portfolio comprises 85 industrial properties...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARIAN ASIA PTE LTD,Precision Die-Cutting,https://marianinc.com,(65) 6481 0633,sales_sg@marianasia.com,"Marian Asia is a sister company of Marian Inc., a global leader in providing flexible materials and precision die-cut component parts for customers in the...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MCCOY PTE LTD,Electronic Components,https://mccoy.com.sg,(65) 6515 2988,info@mccoy.com.sg,McCoy is an enterprise technology solutions provider in Singapore that offers fully integrated software solutions and services. As a leader in supply chain management and...,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MIEUX PTE LTD,Precision Machining,https://mieuxtech.com,(65) 6484 4321,ginna@mieuxtech.com,"Mieux Pte Ltd was established in 2008, an advanced technology company specialising in Semiconductor Testing.We provide cutting edge technology and excellent services to our customers...",M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MOTAN-COLORTRONIC PTE LTD,Factory Automation Equipment,https://motan-colortronic.com,(65) 6873 7666,info.sg@motan.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MURATA ELECTRONICS SINGAPORE (PTE) LTD,Batteries,https://murata.com,(65) 6758 4233,,Manufacturer of chip monolithic ceramic capacitor and lithium-ion battery. Total Staff Strength: >2000 Quality Systems/Standards: ISO 9001:2015 (Multi Site) ISO 14001:2015 (Multi Site) ISO 45001:2018...,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
M & D PRECISION TECHNOLOGY PTE LTD,Precision Turned Parts,,(65) 6742 1988,sales@mdpretech.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
M-PULSE (ASIA) PTE LTD,Calibration Services,,(65) 6749 4991,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
M1 LIMITED,Communication Systems,https://m1.com.sg,(65) 6655 5588,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MACDERMID AUTOTYPE PTE LTD,Membrane Switches/Flexible Laminated Circuits,https://macdermidautotype.com,(65) 6897 9670,paul.lee@sg.autotype.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MACDERMID PERFORMANCE SOLUTIONS,Chemicals - Electronic,,(65) 6861 1773,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MACNICA CYTECH PTE LTD,Internet of Things (IoT),https://cytechglobal.com,(65) 6396 0200,cyg_enquiry@cytech.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAGUIRE PRODUCTS ASIA PTE LTD,Plastic - Engineering,https://maguire.com,(65) 6848 7117,magasia@maguire-products.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAKINO ASIA PTE LTD,Production Equipment,https://makino.com,(65) 6861 5722,makinoasia@makino.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAKX ENTERPRISES PTE LTD,Clean Room Supplies & Equipment,https://makx.com.sg,(65) 6547 1508,sales@makx.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MALAFON ELECTRONIC PTE LTD,Electroplating,,(65) 6368 8233,sales@malafon.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MANUFACTURING INTEGRATION TECHNOLOGY LTD,Semiconductor Equipment,https://mit.com.sg,(65) 6867 8052,general@mitech-ltd.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MANUFACTURING NETWORK PTE LTD,Machine Tools,https://mnpl.com.sg,(65) 6862 2311,sales@mnpl.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAPCONN SINGAPORE PTE LTD,Cable Assemblies,https://mapconn.com,(65) 6250 0551,Inquiry@mapconn.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAPLETREE INVESTMENTS PTE LTD,Industrial Estate Management,https://mapletree.com.sg,(65) 6377 6111,wan.kwongweng@mapletree.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARKEM-IMAJE,"Marking Equipment, Parts & Accessories",https://markem-imaje.com,(65) 6760 5388,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARKETECH INTEGRATED PTE LTD,Semiconductor Equipment,,(65) 6747 6678,sales@marketech.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARKING METHOD SYSTEMS,"Marking Equipment, Parts & Accessories",https://marking.com.sg,(65) 6250 3500,systems@marking.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARPOSS KABUSHIKI KAISHA (SINGAPORE BRANCH),Metrology Instruments,https://marposs.com,(65) 6273 7301,segaran.odayappan@sg.marposs.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARSHALL CAVENDISH BUSINESS INFORMATION PTE LTD,Publishers,https://www.timesdirectories.com,(65) 6213 9400,bizinfo@sg.marshallcavendish.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARUBUN/ARROW (S) PTE LTD,Semiconductors,https://marubunarrow.com,(65) 6536 0050,Saburo.Tokuda@marubunarrow-asia.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MARVELL ASIA PTE LTD,Semiconductors,https://marvell.com,(65) 6756 1600,mapladmin@marvell.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MASS TECHNOLOGIES PTE LTD,Semiconductor Materials,,(65) 6763 4600,enquiry@masstech.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MASSTRON PTE LTD,Fibre Optics,,(65) 6763 0309,sales@masstron.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MASTERFLEX ASIA PTE LTD,Automotive Component Parts,https://masterflex.asia,(65) 6897 4585,sales@masterflex.asia,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MASTERSEALS INT. PTE LTD,Rubber Moulding,,(65) 6790 1611,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MATERION BRUSH SINGAPORE PTE LTD,Metal Stamping & Fineblanking,,(65) 6842 4456,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MATERION SINGAPORE PTE LTD,Wires - Bonding Wires,https://williams-adv.com,(65) 6842 4456,BrushAlloysSG-info@materion.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MATSING PTE LTD,Communication Equipment & Parts,,(65) 6841 2600,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAXSTECH TECHNOLOGY (S) PTE LTD,Precision Machining,https://maxstech.com.sg,(65) 6270 8850,maxstech@singnet.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MAY TAT PLASTICS PTE LTD,Packing Products,https://maytatplastics.com,(65) 6748 0616,enquiry@maytatplastics.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MBS TECHNOLOGY PTE LTD,Precision Machining,https://mbstechsg.com,(65) 6509 4606,elvin@mbstechsg.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MC-CAST PTE LTD,Die-Castings,https://mc-cast.com,(65) 6483 0929,kfc@mc-cast.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MCLEAN TECHNOLOGIES PTE LTD,Clean Room Services,,(65) 6753 8077,investor@mclean.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MEASUREMENT & METROLOGY (S) PTE LTD,Testing & Measuring Instruments,https://mnm.com.sg,(65) 6483 1691,info@mnm.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MEASURITE PTE LTD,Machine Tools,https://measurite.com.sg,(65) 6741 5851,info@measurite.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MECBA TECHNOLOGY (S) PTE LTD,Data Storage Devices,,(65) 6853 0080,randy_seow@mecbatech.com,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MECHANTRONIC ENGINEERING PTE LTD,Robotics & Automation Equipment,,(65) 6776 5655,sales@mechantronic.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
MECOMB SINGAPORE LIMITED,Controllers,https://mecomb.com.sg,(65) 6572 1200,enquiry.msl@simedarby.com.sg,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
"MEDIA CYBERNETICS, INC","Inspection Systems, Equipment & Accessories",,(65) 6408 6245,,,M,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=M
NARADA ASIA PACIFIC PTE LTD,Batteries,https://narada-ap.com,(65) 6848 1191,sales@narada-ap.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEUPHONIX TECHNOLOGY PTE LTD,Cameras,https://neuphonix.com.sg,(65) 6570 9037,sales@neuphonix.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
N & U PTE LTD,Contract Manufacturing,,(65) 6276 9901,info@nu-sg.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NACHI INDUSTRIES PTE LTD,Heat Treatment Services,https://nachinip.com.sg,(65) 6861 3944,sales@nachinip.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NAGASE SINGAPORE (PTE) LTD,Clean Room Supplies & Equipment,https://nagase.co.jp,(65) 6398 0088,enquiry@nagase.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NAIGAI NITTO SINGAPORE PTE LTD,Freight Forwarding,https://naigainitto.com,(65) 6566 1800,inquiry.sg@naigainitto.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NAM LEE PRESSED METAL PTE LTD,Electroplating,https://namleepressedmetal.com,(65) 6257 5388,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NANOFILM TECHNOLOGIES INTERNATIONAL PTE LTD,Coatings,https://nanofilm.com.sg,(65) 6281 1888,team@nti-nanofilm.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NANYANG INSTRUMENT & MACHINERY PTE LTD,Testing & Measuring Instruments,https://world-of-machinery.com,(65) 6298 7266,sales@nim.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NANYANG POLYTECHNIC,Academic Institutions,https://nyp.edu.sg,(65) 6451 5115,contactNYP@nyp.edu.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NARA INDUSTRY COMPANY (PTE) LTD,Rubber Moulding,,(65) 6744 9786,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NATIONAL INDUSTRIAL GASES PTE LTD,Gas - Industrial & Medical - Cylinder & Bulk,https://nig.com.sg,(65) 6265 1222,sales@nig.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NATIONAL INSTRUMENTS SINGAPORE (PTE) LTD,Test & Manufacturing Equipment,https://ni.com.asean,(65) 6226 5886,asean@ni.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NAVICOM TECHNOLOGY PTE LTD,Telecommunication Equipment & Products,https://navicomtechnology.com,(65) 6296 8238,sales@navicomtechnology.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NCS PTE LTD,IT Solutions - Security,https://ncs.com.sg,(65) 6556 8000,reachus@ncs.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NDK CRYSTAL ASIA PTE LTD,Quartz Crystal Products,https://ndk.com,(65) 6298 9878,ndks@sin.ndk.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEC ASIA PACIFIC PTE LTD (IPO DIVISION),International Procurement Offices - IPO,,(65) 6273 8333,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NERA TELECOMMUNICATIONS LTD,Communication Equipment & Parts,https://neratel.com.sg,(65) 6233 2433,webmaster@nera.net,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NET INSIGHT PTE LTD,Computer Systems,https://netinsight.net,(65) 6636 2350,APACinfo@netinsight.net,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NETE2 ASIA PTE LTD,Communication Systems,https://netezasia.com,(65) 6723 6363,contact@nete2asia.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NETSIS TECHNOLOGY (S) PTE LTD,Communication Systems,https://netsis.com.sg,(65) 6744 2602,contact@netsisi.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEW CENTURY RECYCLING,Scrap Metals,https://newcentury.com.sg,(65) 6561 2765,chh2002@singnet.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEWPORT OPTO-ELECTRONICS TECHNOLOGIES (SINGAPORE) PTE LTD,Motion Controls,https://newport.com,(65) 6664 0400,sales.sg@newport.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEWSPEC (ASIA) PTE LTD,Conveyors,,(65) 6747 9683,info@newspec-asia.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEWTECH TECHNOLOGY (SOUTH ASIA) PTE LTD,Computer Systems,,(65) 6452 3269,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEXCOMM ASIA PTE LTD,Electronic Components,https://nexcomm-asia.com,(65) 6891 2335,enquiry@nexcomm-asia.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEXRAY PTE LTD,Surface Mount Technology (SMT) Equipment,https://nexray.biz,(65) 6741 6511,info@nexray.biz,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NEXUS PRECISION (S) PTE LTD,Springs & Wireforms,https://nexusprecision.com.sg,(65) 6392 3348,sales@nexusprecision.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NGEE ANN POLYTECHNIC,Academic Institutions,https://np.edu.sg,(65) 6466 6555,askNP@np.edu.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIC COMPONENTS ASIA PTE LTD,Capacitors,https://njccomp.com,(65) 6844 1575,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NICA INTERNATIONAL PTE LTD,"Inspection Systems, Equipment & Accessories",https://nicatech.com.sg,(65) 6561 7707,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NICAD POWER PTE LTD,Batteries,https://nicadpower.com,(65) 6748 7789,nicad@pacific.net,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NICHICON (S) PTE LTD,Capacitors - Aluminium Electrolytic,https://nichicon.co.jp,(65) 6481 5641,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NICO STEEL HOLDINGS LIMITED,Metal Fabrication,https://nicosteel.com,(65) 6542 1886,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIDEC COPAL ELECTRONICS CORP SINGAPORE PTE LTD,Electronic Components,https://nidec-copal-electronics.com,(65) 6535 0056,info-singapore@nidec-copal-electronics.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIDEC SANKYO SINGAPORE PTE LTD,Motors,https://nidec-sankyo.co.jp,(65) 6278 1926,jeffrey@gbl.nidec-sankyo.co.jp,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIDEC SV PROBE PTE LTD,Semiconductor Materials,https://svprobe.com,(65) 6769 8233,sales@svprobe.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIE ELECTRONICS (S) PTE LTD,Electronic Components,https://niegroup.com,(65) 6848 0300,nie_electronics@niegroup.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIHO (SINGAPORE) PTE LTD,Metal Fabrication,,(65) 6268 2828,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIHON DENKEI CO LTD,Electronic Instruments - Test,https://n-denkei.com,(65) 6355 0851,yew@n-denkei.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIHON ETCHING (S) PTE LTD,Mould Making & Related Services,,(65) 6748 9833,kathtan@nihonsin.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIHON SUPERIOR (SINGAPORE) PTE LTD,Solder Paste,,(65) 6741 4633,info@nihonsuperior.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIKON SINGAPORE PTE LTD,Metrology Instruments,https://nikon.com,(65) 6559 3618,nikon.singapore@nikon.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NILFISK PTE LTD,Clean Room Supplies & Equipment,https://nilfisk-advance.com,(65) 6268 1006,densin.sg@nilfisk.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIP ASIA PTE LTD,Tapes & Tubes,,(65) 6368 9391,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NIPPON-INK PTE LTD,Capacitors - Multilayered Ceramic,,(65) 9638 8826,sales_enq@nippon-ink.com,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NISA PTE LTD,Semiconductor Equipment,https://nisa.sg,(65) 9066 6608,sale.nisa.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NISSEI PLASTIC SINGAPORE PTE LTD,Plastic Injection Moulding,https://nisseijushi.co.jp,(65) 6775 8488,nissei@singnet.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NISSHO PRECISION (S) PTE LTD,Springs & Wireforms,,(65) 6775 8488,,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
NISSIN ELECTRONICS (S) PTE LTD,Wire & Cable Harnesses,,(65) 6760 8983,info@nissin-electronics.com.sg,,N,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=N
