company_name,address,postal_code,tel,fax,email,website,description,source_url
Li Chuan Food Products Pte Ltd,40 Woodlands TerraceSingapore 738456,738456,+65 6755 7688,+65 6755 6698,yeunlee@lichuan.com.sg,http://www.lichuan.com.sg/,"Li Chuan is an established Singapore food manufacturer producing surimi paste and a variety of innovative surimi-based delectable with production plants in Singapore, China, Malaysia and Vietnam.",https://www.sfma.org.sg/member/info.php?cid=li-chuan-food-products-pte-ltd
Li Kwong Agencies Co,1009 Aljunied Ave 4 #01-48Singapore 389910,389910,+65 6749 3995,+65 6749 0791,enquiry@likwong.com.sg,http://www.likwong.com.sg/,"Established since 1970s, Li Kwong specialises in roasting peanuts and sesame, and production of related products like black sesame paste, peanut paste and spreads, and instant satay spices.",https://www.sfma.org.sg/member/info.php?cid=li-kwong-agencies-co
Lian Aik Trading (S) Pte Ltd,1815 Geylang Bahru #01-02Singapore 339716,339716,+65 6748 3701,+65 6742 8946,latcoffee@singnet.com.sg,-,Manufacturer and Wholesaler of Coffee,https://www.sfma.org.sg/member/info.php?cid=lian-aik-trading-s-pte-ltd
Lian Hap Xing Kee Edible Oil Trading Pte Ltd,10 Wan Lee RoadSingapore 627942,627942,+65 6265 0593,+65 6265 0597,enquiry@lianhap.com.sg,http://www.lianhap.com/,"Established since 1984, LHXK is an edible oil manufacturer and has emerged from a local enterprise to an international edible oil exporter reaching consumers and businesses in Australia, Brunei, Cambodia, Hong Kong, Indonesia, New Zealand and many other countries around the region. LHXK is constantly developing its capabilities and standards. It is committed to deliver the high quality products and services to customers. To achieve that, LHXK has implemented the ISO 22000 and HACCP food safety m",https://www.sfma.org.sg/member/info.php?cid=lian-hap-xing-kee-edible-oil-trading-pte-ltd
Lim Kee Food Manufacturing Pte Ltd,28 Woodlands TerraceSingapore 738450,738450,+65 6758 5858 / +65 6758 3588,+65 6755 5858,info@limkee.com,http://www.limkee.com/,"With over 30 years of manufacturing and distribution experience, Lim Kee Food Manufacturing Pte Ltd (Lim Kee) is one of Singapore's leading homegrown food manufacturers in the Chinese Pau (filled steamed buns) industry. At Lim Kee, we adopt a strong commitment in ensuring high food quality and safety. All our products are fully manufactured in-house, using the finest ingredients, in accordance to in-house protected recipes, and produced under ISO22000:2005 standards. Today, our customers include",https://www.sfma.org.sg/member/info.php?cid=lim-kee-food-manufacturing-pte-ltd
Lim Lam Thye Pte Ltd,251 Pandan LoopSingapore 128431,128431,+65 6779 2948,+65 6779 0200,info@limlamthye.com,http://www.limlamthye.com/,"Lim Lam Thye started in 1918 as a tea trading company focused mainly in Oolong teas from Anxi in Fujian Province. Today, Lim Lam Thye is the first SAC HACCP Certified tea manufacturer in Singapore producing more than 500 varieties of premium teas and herbs for its international market.",https://www.sfma.org.sg/member/info.php?cid=lim-lam-thye-pte-ltd
Listen Up Pte Ltd,100G Pasir Panjang Road #04-11 Interlocal CentreSingapore 118523,118523,+65 6333 0300,-,daniel.yeo@listenup.today,https://www.oatbedient.com/,"It began with a simple idea... what if we created delicious, no-nonsense products we'd gladly feed our own families? Oatbedient is our take on yummy convenient products with no unnecessary ingredients, made with love for our families, who only deserve the best. We envision a world where authentically healthy products and clean labelling are the norm, where no fillers or nasty ingredients exist. We provide the best nutrition through delicious, clean, plant-based products with simple, truthful com",https://www.sfma.org.sg/member/info.php?cid=listen-up-pte-ltd
Litat Import & Export Pte Ltd,28 Tuas South St 3Singapore 638027,638027,+65 6792 0555,+65 6791 0555,charleschua@icecool.com.sg,http://www.icecool.com.sg/,"Litat Import & Export Pte Ltd is the exporting arm of the ICECOOL group of companies. It is considered one of the leading exporter of F&B products in Singapore with numerous agencies across the globe, including our long-standing business partners in the Middle East. The company also has operations in neighbouring countries, carrying out marketing works for our agencies.",https://www.sfma.org.sg/member/info.php?cid=litat-import-n-export-pte-ltd
Little Blossom Pte Ltd,100 Eunos Ave 7 #01-01Singapore 409572,409572,-,-,hello@littleblossom.co,https://www.littleblossom.co/,Organic baby food products.,https://www.sfma.org.sg/member/info.php?cid=little-blossom-pte-ltd
Lowe Rental Pte Ltd,18 Tampines Industrial Crescent #04-01 Space@TampinesSingapore 528605,528605,+65 6284 1552,-,contact@rental-plus.sg,https://www.rental-plus.sg,"Having reliable and high-quality commercial refrigeration and catering equipment is not just an option - it's a necessity. At Rental+, we understand the critical role that such equipment plays in the success of your business. That's why we've dedicated ourselves to providing an unparalleled Equipment-as-a-Service model.",https://www.sfma.org.sg/member/info.php?cid=lowe-rental-pte-ltd
Lycklig Pte Ltd,7 Buroh Lane #06-03 Commonwealth Capital BuildingSingapore 618291,618291,+65 8977 3286,+65 6659 9741,moo@udders.com.sg,https://www.udders.com.sg/,"Udders First is one of the largest ice cream production companies in Singapore. Located in a new modern facility and using state-of-the-art production lines, Udders First is well-equipped to manufacture high quality ice cream products. Other than manufacturing for Udders' own stores, we also white label manufacture for third party brands. Our strong research and development capabillties enable us to create and produce bespoke ice cream flavours for business clients. Supported by our group of com",https://www.sfma.org.sg/member/info.php?cid=lycklig-pte-ltd
Mamanda Pte Ltd,8 Woodlands Link #04-03 Kong Guan Industrial BuildingSingapore 738738,738738,+65 6396 6646,-,enquiry@mamanda.com.sg,https://www.mamanda.com.sg/,"MAMANDA is a SFA and BizSafe Level 4 Licenced Food Manufacturer and Caterer. We produce ready to eat and ready to cook products, pastes, sauces and Botanical drinks. We also supply food to clubhouse, canteens, schools, hotels, restaurants and others. We serves Nusantara, Mediterrrancean, Indian, Western and international cuisine. Over the years, we have done and completed events, wedding receptions and solemnisations successfully. We are proud to have served the State Dignitaries, Sultans, Presi",https://www.sfma.org.sg/member/info.php?cid=mamanda-pte-ltd
Mariteam Technology Pte Ltd,192 Pandan Loop #07-20 Pantech Business HubSingapore 128381,128381,+65 9632 8434,-,davidc@mtssg.sg,https://www.mtssg.sg,Mariteam Technology has been in the label and RFID industry for over 20 years in Singapore providing and creating solutions for clients with specific requirements for their mode of business. We have partnered alongside with Epson to provide an inkjet one-step printing solution to companies that are interested in printing labels or creating their own packaging inhouse as to reduce wastages and to control print quality within the walls of the company.,https://www.sfma.org.sg/member/info.php?cid=mariteam-technology-pte-ltd
Masda Chemical Pte Ltd,58 Tanjong PenjuruSingapore 609036,609036,+65 6268 6533,+65 6265 0933,enquiry@masdachem.com.sg,http://www.masda.com.sg/,"Distributions for: Food Ingredients, Food Starches, Food Preservatives, Food Sweeteners, Food Phosphates, Food Chemical raw material, Food Flavouring, Food Colours, Food Additives, Antifoam, Bamboo Charcoal Powder, Egg Powder, Food Packaging Materials, Tomato Paste, Wheat Gluten, Xanthan Gum.",https://www.sfma.org.sg/member/info.php?cid=masda-chemical-pte-ltd
Matrix Star Marketing Pte Ltd,24 Sin Ming Lane #02-103 Midview CitySingapore 573970,573970,+65 6659 4323,-,-,http://www.matrixstar.com.sg/,"Matrix Star Marketing Pte Ltd is a premium marketer and distributor of health, beauty and fast moving consumer goods (FMCG) in Singapore.",https://www.sfma.org.sg/member/info.php?cid=matrix-star-marketing-pte-ltd
Maybank Singapore Limited,2 Battery Road #16-01 Maybank TowerSingapore 049907,049907,+65 6550 7307,-,-,https://www.maybank2u.com.sg/,,https://www.sfma.org.sg/member/info.php?cid=maybank-singapore-limited
Mayor Food Industries Pte Ltd,1 Bukit Batok Crescent #07-54 WCEGA PlazaSingapore 658064,658064,+65 6570 3928,+65 6872 6513,raymondsoh@fzh.com.sg,-,"We are Halal Certified and licensed to blend / grind / repack dried food and cooked food ingredients and to manufacture all type of cooked meals and sauces. Our customers include hotels, restaurants, hospitals, caterers and other public organisations.",https://www.sfma.org.sg/member/info.php?cid=mayor-food-industries-pte-ltd
Mayson Bakery Pte Ltd,7 Tuas Bay WalkSingapore 637756,637756,+65 6266 5280,+65 6266 5417,info@mayson.com.sg,http://www.mayson.com.sg/,"Mayson Bakery started in 1983 as a sole proprietorship. The business was then operating from a shop house in Tanjong Katong. Over time, operations expanded and the company was privatized and re-named Mayson Bakery Pte Ltd in 1999. We are now one of the leading food manufacturers that are driven by consumer demand for variety. Our wide product range, established reputation, proven technical expertise, we are able to provide our customers with quality confectionery products and services. Most of o",https://www.sfma.org.sg/member/info.php?cid=mayson-bakery-pte-ltd
Mecomb Singapore Limited,6 Jurong Pier RoadSingapore 619158,619158,+65 6572 1200,+65 6265 6160,enquiry.msl@simedarby.com.sg,https://www.mecomb.com/,"Mecomb is a subsidiary of Sime Darby Industrial in Southeast Asia. Established in 1953, the company was originally known as Mechanical and Combustion Engineering Company Private Limited. Since its inception, we have strived to supply internationally recognised, state-of-the-art engineering products and services to benefit the local community. We also believe in our commitment to our customers, rendering superior local technical support and services.",https://www.sfma.org.sg/member/info.php?cid=mecomb-singapore-limited
Mei Heong Yuen Food Industries Pte Ltd,261 Pandan LoopSingapore 128436,128436,+65 6779 1156,+65 6779 3562,mhysales@farmerpeanuts.com,http://www.farmerpeanuts.com/,"Mei Heong Yuen, the supplier to a local trade brand, Farmer Brand Groundnuts, is one of the ""Singapore Chinatown Heritage Brands"", an initiative by Chinatown Business Association to introduce long established heritage brand names to Singapore visitors. One of Singapore leading Food Company, Mei Heong Yuen specializes in the processing, packaging and distribution of a wide variety of snack food under the established ""FRAMER BRAND"". Mei Heong Yuen is also famous for its traditional desserts that i",https://www.sfma.org.sg/member/info.php?cid=mei-heong-yuen-food-industries-pte-ltd
Mellower Coffee (Singapore) Pte Ltd,6 Eu Tong Street #09-14 The CentralSingapore 059817,059817,+65 6221 5709,-,regel.chow@mellowercoffee.com,-,"Mellower Coffee is a boutique coffee brand from China that specializes in specialty coffee from various places around the world. Café outlet at Bugis (108 Middle Rd, #01-01, Singapore 188967)",https://www.sfma.org.sg/member/info.php?cid=mellower-coffee-singapore-pte-ltd
Meng Chong Foodstuffs Pte Ltd,19 Tuas View SquareSingapore 637564,637564,+65 6755 2222,+65 6754 5659,mcfoods@mengchong.com.sg,https://www.mengchong.com.sg/,"Importer, exporter, distributor, retailer all types of foodstuffs, preserved fruits, beverages, instant noodle, fruits drinks, snack etc.",https://www.sfma.org.sg/member/info.php?cid=meng-chong-foodstuffs-pte-ltd
MEVO Pte Ltd,35 Jalan Pemimpin #04-02B Wedge Mount Industrial BuildingSingapore 577176,577176,+65 6773 9048,+65 6873 9283,enquiries@mevo.com.sg,https://www.mevo.com.sg,"Founded in 2004, MEVO is a trusted provider of mission-critical order fulfillment solutions for wholesalers and companies with wholesale operations, particularly in the F&B industry. With over two decades of expertise, MEVO automates the entire order-capturing process across all sales channels. Our solution seamlessly integrates WhatsApp orders from small retailers, purchase orders from supermarkets and F&B chain outlets via email and online portals, and onsite orders or van-sales transactions h",https://www.sfma.org.sg/member/info.php?cid=mevo-pte-ltd
Min Hiang Food Pte Ltd,1 Senoko Ave #05-01 FoodAxis @ SenokoSingapore 758297,758297,+65 6755 0993,+65 6759 7309,sales@minhiang.com,http://www.minhiang.com/,"Min Hiang Food Pte is an established local Manufacturer of Soya Products, Cup Jellies, Asian Drinks & herbal tea and agar agar. Branded as ""First Brew"", Min Hiang prides itself as a provider of quality drinks produces with finest ingredient, without the use of preservative, artificial flavorings & colours.",https://www.sfma.org.sg/member/info.php?cid=min-hiang-food-pte-ltd
Mindo Foods Pte Limited,25 Terrasse Lane #01-26Singapore 544776,544776,-,-,mindofoodspteltd@gmail.com,https://www.mindofoods.com/,"MindoFoods is a Foodtech Startup that produces and sells functional plant-based paste products that are easy to prepare, delicious & nutritious.",https://www.sfma.org.sg/member/info.php?cid=mindo-foods-pte-limited
Ming Fa Food Industries Pte Ltd,1 Kaki Bukit Road 1 #05-30 Enterprise OneSingapore 415934,415934,+65 6742 4988,+65 6383 9331,jeromelim@mingfafishball.com,https://www.mingfafishball.com/,"Mingfa's history goes back to 1946, where our business started on a pushcart along the street of Chinatown. Our founder, Lim Chye Kang, insisted that our fishballs were to be made from 100% fish meat and that they were to be made and sold on the spot. Building upon the popularity of his handmade fishballs and emphasising on fish quality, he rallied his three sons to expand the food menu and establish more food stalls. It was only in 1973 that our current Director, Lim Gek Meng, took over and sem",https://www.sfma.org.sg/member/info.php?cid=ming-fa-food-industries-pte-ltd
Momolato Pte Ltd,3021 Ubi Ave 2 #03-171Singapore 408897,408897,+65 9679 7268,-,hello@momolato.com,https://www.momolato.com/,Manufacturer of Gelato,https://www.sfma.org.sg/member/info.php?cid=momolato-pte-ltd
Monzone Air-Conditioning Pte Ltd,6 Gul LaneSingapore 629405,629405,+65 6365 1315,+65 6368 2063,monzone@singnet.com.sg,http://www.refrigerated-truck.com/,"Our business focuses on transport refrigeration system providing one-stop services in manufacturing & installation of highest quality insulated containers, professional repair and maintenance services for transport refrigeration system, buses & all types of automotive air-conditioning system. Our customers in in-flight catering, food processing fresh meat & fruit transportation, professional logistics companies, bakery, wine industry, buses and vans. We custom make to customer requirements in th",https://www.sfma.org.sg/member/info.php?cid=monzone-air-conditioning-pte-ltd
Mottainai Food Tech Pte Ltd,12 Jalan BesutSingapore 619566,619566,+65 6553 2019,-,hello@mtnfoodtech.com,https://www.mtnfoodtech.com,"Mottainai Food Tech, an innovative Singapore-based startup dedicated to making a positive impact on our world, one product at a time. At Mottainai, we recognize that food waste often receives negative attention, but we see it as a valuable resource with immense potential to contribute to a circular economy and create a more sustainable future. By harnessing the power of upcycling and transforming food waste into novel products, we embody the spirit of Mottainai, which means ""wasting not"". If you",https://www.sfma.org.sg/member/info.php?cid=mottainai-food-tech-pte-ltd
Mr Popiah Pte Ltd,15 Senoko Drive #03-06 JTC Food HubSingapore 758202,758202,+65 6988 3562,-,sales@mrpopiah.com.sg,http://www.mrpopiah.com.sg/,"Established in 1995, Mr. Popiah is one of the leading popular manufacturers in Singapore. Mr. Tan started Mr. Popiah with his wife at a humble coffee shop at Bedok North, Blk 136. Despite many limitations that they faced in a small stall, the couples were determined to bring their business to greater heights while not compromising on the core principal of delivering quality popiah skins. Over time, they attracted loyal customers who frequent their shop for the tasty popiahs and the variety of cu",https://www.sfma.org.sg/member/info.php?cid=mr-popiah-pte-ltd
Mulan Technology Pte Ltd,8 Eu Tong Sen Street #21-83 The CentralSingapore 059818,059818,-,-,dingminbgn@gmail.com,-,"Mulan Technology Pte Ltd is a Singapore-based company that fully owns Shanghai Yamo Food Co., Ltd., a leading manufacturer of seaweed snacks. Using first-harvest laver from Jiangsu’s coastal waters, we produce layered seaweed crisps without oil, salt, or artificial additives, preserving the seaweed’s natural freshness. Through low-temperature roasting, we achieve a crispy texture, making our snacks a healthy choice for children, seniors, and health-conscious consumers.",https://www.sfma.org.sg/member/info.php?cid=mulan-technology-pte-ltd
Mushan Food Industries Pte Ltd,301 Geylang Road #03-01Singapore 389344,389344,+65 6266 0020,+65 6266 1151,enquiry@tastyfood.com.sg,https://www.mushanfoods.com.sg/,"Mushan Food Industries Pte. Ltd. (Formally known as Tastyfood) is one of the pioneer producers of instant, nutritious, healthy, and tasty beverages, and snacks. Beginning as a sole proprietorship in 1987, Mushan was set up as a company to make and distribute ground coffee powder. In April 1989, Mushan concocted the first ever 3-in-1 instant cereal beverage which was launched under the flagship brand ""Vitamax"". Vitamax was an instant success both locally and regionally, which propelled Mushan ont",https://www.sfma.org.sg/member/info.php?cid=mushan-food-industries-pte-ltd
MWD Beverages Pte Ltd,690 West Camp Road #11-06 JTC Aviation TwoSingapore 797523,797523,+65 6467 3108,-,jonhui@markwalkerdrinks.com,https://www.markwalkerdrinks.com/,"Mark Walker Drinks develops and produces premium functional beverages, mainly in glass bottles. It has its own brands WALKER'S, V-MIN, MARKWALKER and MWD and it also produces premium beverages for major brand owners and retailers around the world. It exports to more than 25 countries in Asia, Europe, Middle East, South America and Africa. Some of its premium beverages include Vitamins-infused drinks, isotonic drinks, honey drinks, teas, basil seed, sparkling sodas and classic sodas.",https://www.sfma.org.sg/member/info.php?cid=mwd-beverages-pte-ltd
N & N Agriculture Pte Ltd,1 Lim Chu Kang Lane 9ASingapore 718845,718845,+65 6792 9745,+65 6772 9474,enquiries@eggstory.com.sg,http://www.eggstory.com.sg/,"N&N Agriculture was established in 2001 with a vision to be a responsible producer of high quality fresh eggs which prioritizes food safety. This belief has motivated N&N's decision to invest S$11million to bring a multi-patented Pasteurization technology to Singapore through a licensing agreement signed with the National Pasteurized Eggs, Inc. (NPE) in the USA. Under the agreement, N&N has the exclusive right to utilise the multi-patented pasteurization technology developed by NPE which has inv",https://www.sfma.org.sg/member/info.php?cid=n-n-n-agriculture-pte-ltd
Nagase Singapore (Pte) Ltd,51 Science Park Road #01-01/03 The Aries Science Park IISingapore 117586,117586,+65 6779 0120,-,food@nagase.com.sg,https://www.nagase-foods.com/mesa/,"Nagase Food Ingredients is a global leader in providing a broad range of ingredients and solutions, with extensive sales and distribution offices across 30 countries. The company also has manufacturing and R&D footprints in Japan, China, United Kingdom and United States of America. Leveraging broad market insights and in-house technical expertise, Nagase Food Ingredients strive to help customers reduce their new product launch cycles. “With speed to market, our customers will be able to meet dyn",https://www.sfma.org.sg/member/info.php?cid=nagase-singapore-pte-ltd
Nan Xiang Food Industries,8A Admiralty Street #05-30 FoodXchange @ AdmiraltySingapore 757437,757437,+65 6853 4489,-,enquiry@nanxiang.sg,https://www.nanxiang.sg/,Manufacturing of frozen Dim Sum.,https://www.sfma.org.sg/member/info.php?cid=nan-xiang-food-industries
Naturepack Pte Ltd,15 Yan Kit Road #03-00Singapore 088267,088267,+65 8882 9155,-,people@boxgreen.co,https://www.boxgreen.co/,"Naturepack Pte Ltd is Singapore's first plant-based food service provider. We create what our customers envision: customizable products and packaging available for snacks and beverages. We also work with brands or directly with hotels, airlines and supermarkets to create bespoke and personalised F7B concepts for their retail, events and campaigns. Once the product & packaging details are confirmed, we will assist in co-packing of the products and do private label items such as; healthy snacks, n",https://www.sfma.org.sg/member/info.php?cid=naturepack-pte-ltd
NAVA 1872 Pte Ltd,14 Kung Chong Road #05-01 Lum Chang BuildingSingapore 159150,159150,+65 6471 0090,-,info@clippertea.com.sg,https://www.clippertea.com.sg,"We are a Singapore heritage tea brand with over 150 years of experience in specialty tea. Our expertise in the speciality tea category has enabled us to create an artisanal tea experience for our valued customers and partners. We have been recognised as a trusted tea partner in the industry for many years. We own and operate ourTea Bars in Singapore, and we also have retail counters in Changi Airport and Singapore Botanic Gardens. Our products are available overseas through our partners in Malay",https://www.sfma.org.sg/member/info.php?cid=nava-1872-pte-ltd
Neo Garden Catering Pte Ltd,1 Enterprise RoadSingapore 629813,629813,+65 6896 7757,+65 6515 0421,elvis.lee@neogroup.com.sg,http://www.neogroup.com.sg/,"Neo Group Limited is a leading food catering group with some of the most recognised brand in Singapore. we were ranked by Euromonitor International Limited as the number one events caterer in Singapore in 2011. Under our food catering business, Neo Garden Catering, Orange Glove and Deli Hub - We supply buffets spanning a wide variety of style and prices. As a part of our Food Retail Business, we operate a successful chain of 22 food retail outlets under Umisushi brand, offering Japanese convenie",https://www.sfma.org.sg/member/info.php?cid=neo-garden-catering-pte-ltd
Nestle Singapore (Pte) Ltd,15A Changi Business Park Central 1 #05-02/03 Eightrium @ Changi Business ParkSingapore 486035,486035,+65 6836 7000 / +65 6233 4107,+65 6588 1507,sheila.teo@sg.nestle.com,https://www.nestle.com.sg/,"Nestlé Singapore (Pte) Ltd is a wholly owned subsidiary of Nestlé SA. Headquartered in Vevey, Switzerland, it aims to be the leading Nutrition, Health & Wellness company. Nestlé's commitment to providing quality products to Singaporeans dates back more than 90 years ago trading MILKMAID condensed milk under the Anglo-Swiss Condensed Milk Company. Over the years it has been present in Singapore, Nestlé has earned the trust of Singaporeans for being a food manufacturer with the highest safety and ",https://www.sfma.org.sg/member/info.php?cid=nestle-singapore-pte-ltd
New Eastern (1971) Pte Ltd,122 Woodlands Industrial Park E3Singapore 757848,757848,+65 6296 8777,+65 6298 6661,enquiry@neweastern.com.sg,http://www.neweastern.com.sg/,"New Eastern began with one desk in a small shop in 1971 selling animal feeds and garden products. More than three decades later, we have grown into a trading firm with a diverse range of Food and Non food products comprising of rice, sugar, garden products and cleaning chemicals. We are an ISO 9001:2008 certified company.",https://www.sfma.org.sg/member/info.php?cid=new-eastern-1971-pte-ltd
New Hope Singapore Pte Ltd,114 Lavender Street #05-86 CT Hub 2Singapore 338729,338729,+65 6908 2418,+65 6385 1353,baoheng@newhopesingapore.com,http://www.newhopeliuhe.com/,"Founded by Mr. LIU YONGHAO, New Hope Group is one of most reputable privately-owned conglomerate in China. The Group has more than 500 subsidiaries across Agriculture, Dairy, Financial Services, Chemical, Real-estate and other industries, with over USD 15 billion revenue in year 2015. New Hope Singapore (NHS) is a Singapore registered company wholly owned by New Hope Liuhe Co. Ltd, the flagship listed company of New Hope Group (the World's No. 2 animal feed producer and China's top agriculture a",https://www.sfma.org.sg/member/info.php?cid=new-hope-singapore-pte-ltd
New Peng Hiang Pte Ltd,15 Woodlands Loop #03-35/36Singapore 738322,738322,+65 6753 7707,+65 6753 5730,inquiry@newpenghiang.com,http://www.newpenghiang.com/,"With more than 30 years of history, New Peng Hiang manufactures the most flavors of bakkwa in Singapore! Our selection of flavors redefines your lifestyle, guarantee to delight your taste buds!",https://www.sfma.org.sg/member/info.php?cid=new-peng-hiang-pte-ltd
Newsyn Biotech Pte Ltd,2 Kallang Ave #07-18 CT HubSingapore 339407,339407,+65 6970 2535,-,fangfang@newsynbiotech.com,-,"Our company formed in 2020, we are a trading company, the core product is API, We shifting our product to food industry from 2024, JML authorized us as the exclusive agency in Singapore and India, JML is one of China's biggest instant noodle brands.",https://www.sfma.org.sg/member/info.php?cid=newsyn-biotech-pte-ltd
Ng Chee Lee Pte Ltd,21 Sungei Kadut Street 2 #05-01 Star BuildingSingapore 729238,729238,+65 6298 4822,+65 6297 0677,ncl@ngcheelee.com,http://www.ngcheelee.com/,"Established in 1945, Ng Chee Lee (Pte) Ltd specialised in the manufacturing and distribution of food dyes and assorted food additives. Over the years, Ng Chee Lee (Pte) Ltd has expanded the business nature to be a distributor and currently has a wide variety of housebrand canned products, condiments and sauces which are available at leading supermarkets and minimarts. Leading popular house brand such as Battleship, GreenLand, Grand Field, Kendor’s, King Coral, Mei Way, Jia Way and many more.",https://www.sfma.org.sg/member/info.php?cid=ng-chee-lee-pte-ltd
Ng Nam Bee Marketing Pte Ltd,6 Chin Bee DriveSingapore 619856,619856,+65 6757 0555,+65 6757 2292,enquiry@ngnambee.com.sg,http://www.ngnambee.com.sg/,"The Ng Nam Bee Group has its origins in Singapore. Established in the 1970s under the name of Ng Nam Bee, our company was then a trader of rice and other basic commodities, along the famous South Bridge Road and Hong Kong Street. Our founder, Mr Ng Leong Thiam, is still active in its operations as both Chairman and Managing Director. Today, our company is a niche trader of rice, sugar, flour, corn (maize) and tapioca products in ASEAN region, handling more than 10,000 tonnes of cargo per shipmen",https://www.sfma.org.sg/member/info.php?cid=ng-nam-bee-marketing-pte-ltd
Ngo Chew Hong Edible Oil Pte Ltd,231 Pandan LoopSingapore 128418,128418,+65 6778 3322,+65 6777 5008,enquiry@nchoil.com.sg,http://www.nchoil.com/,"Ngo Chew Hong Edible Oil Pte Ltd is a member of Mewah International Inc. with 5 refineries and 3 packing plants in Singapore & Malaysia. Ngo Chew Hong Edible Oil Pte. Ltd. is one of the leading edible oils and fats manufacturers in the world. Our long-standing reputation is built from our HERITAGE of over 70 years of history. Our Expertise spans from oil refining, can making, oil packaging, logistics, warehousing, and distribution of our products, to serve the distinct needs of each valued custo",https://www.sfma.org.sg/member/info.php?cid=ngo-chew-hong-edible-oil-pte-ltd
Nihon M&A Center Singapore Pte Ltd,6 Battery Road #17-03 Six Battery RoadSingapore 049909,049909,+65 6816 0814,-,camelia@nihon-ma.co.jp,https://www.nihon-ma.com.sg,"Nihon M&A Center is Japanese listed company providing mergers and acquisitions (M&A) advisory services for over 30years in the industry. We are the leading SME deal maker in Japan, closing more than 900 deals yearly. Our Singapore office was established in 2016 and we are actively looking into cross border M&A between Japan and Singapore. We bring Japanese corporates interests in expanding into this region by acquiring and investing into Singapore companies, especially those that face succession",https://www.sfma.org.sg/member/info.php?cid=nihon-mna-center-singapore-pte-ltd
Nishen Tropical Fruits Pte Ltd,21 Pasir Panjang Wholesale Centre #01-145Singapore 110021,110021,+65 6773 7998,+65 6877 7870,sauloong@sunnyfruit.com.sg,-,"Nishen Tropical Fruits Pte Ltd (Nishen) is one of Singapore's leading importer and distributor of fresh tropical fruits and fresh processor of ready-to-eat cut and peeled fruits. Nishen fruits are branded as ""Sunny Fruit"" and offered in all major retail markets. Certified with international standards in quality and food safety management systems, Nishen continues to strive for exellence in supply of fresh fruits.",https://www.sfma.org.sg/member/info.php?cid=nishen-tropical-fruits-pte-ltd
Nomanbhoy & Sons Pte Ltd,101 Cecil Street #24-01 Tong Eng BuildingSingapore 069533,069533,+65 6224 1313,+65 6225 2919,nomax@nomanbhoy.sg,http://www.nomanbhoy.sg/,"Nomanbhoy & Sons is a privately owned globally diversified group of companies with core businesses in spices and agro commodities. It has earned the distinction of being one of the most reputable and oldest establishments in the spices industry in Singapore, having being in the business for more than a century. The group is headquartered in Singapore and operates processing and warehousing facilities in Indonesia, Vietnam, Madagascar and Comoros. Nomanbhoy & Sons is a BRC certified company, the ",https://www.sfma.org.sg/member/info.php?cid=nomanbhoy-n-sons-pte-ltd
Nomlah Holdings Pte Ltd,14 Robinson Road #08-01A Far East Finance BuildingSingapore 048545,048545,+65 8328 3236,+65 6333 4636,admin@nomlahholdings.com,https://www.nomlahholdings.com/,"Nomlah Holdings Pte Ltd is established in Singaporesince 2015 as a snack manufacturing, marketing and distribution company with the objective of elevating the local snack scene. We are also the proud manufacturer of Dan’s Bites – Singapore’s 1st Brownie Crisp. Through our continuous growth and expansion, we have successfully expanded our presence in various retail establishments across Singapore, including major supermarkets, personal care stores, hotels, F&B chains, and many more.",https://www.sfma.org.sg/member/info.php?cid=nomlah-holdings-pte-ltd
NTUC Fairprice Co-Operative Ltd,1 Joo Koon Circle #13-01Singapore 629117,629117,-,-,-,http://www.fairprice.com.sg/,"NTUC Fairprice Co-operative Ltd was founded by the labour movement in 1973, with a social mission to moderate the cost of living in Singapore. From one supermarket, FairPrice has grown to become Singapore’s largest retailer, with a network of more than 230 outlets.",https://www.sfma.org.sg/member/info.php?cid=ntuc-fairprice-co-operative-ltd
Nuvojoy Pte Ltd,153A Thomson Road Goldhill Shopping CentreSingapore 307607,307607,+65 6250 5656,+65 6255 5656,enquiry@nuvojoy.com,https://www.nuvojoy.com/,"Nuvojoy believes that everyone has the right to enjoy food that they love regardless of their health status. The company has developed various healthy yet delicious foods specifically for the Asian market. Food that is low in Glycemic Index (GI), which has a GI value of less than 55, helps maintain our blood glucose level at a manageable level. This keeps one going for a longer period of time without feeling hungry. The products are not just for diabetics but also for those who care about their ",https://www.sfma.org.sg/member/info.php?cid=nuvojoy-pte-ltd
Oh Aik Guan Food Industrial Pte Ltd,54 Senoko DriveSingapore 758234,758234,+65 6754 4028,+65 6481 2131,info@puresesameoil.com,http://www.puresesameoil.com/,"We are a producer of sesame oil & by-products. Our business involved from bulk supplies to private label sectors. Beside sesame oil which is our core business, we also involved in trading of food ingredients such as sauces, seasonings, condiments & more.",https://www.sfma.org.sg/member/info.php?cid=oh-aik-guan-food-industrial-pte-ltd
Oh Chin Hing Sesame Oil Factory,3017 Bedok North St 5 #06-06 Gourmet East KitchenSingapore 486121,486121,+65 6481 3990,+65 6451 5530,info@ohchinhing.com.sg,http://www.ohchinhing.com.sg/,"Established in 1920, Oh Chin Hing Sesame Oil Factory has been providing customers with quality products, indispensable to homes and restaurants for more than 90 years. As a trusted manufacturer in Singapore. Oh Chin Hing Sesame Oil Factory is commited to producing 100% natural aromatic sesame oil of the highest quality.",https://www.sfma.org.sg/member/info.php?cid=oh-chin-hing-sesame-oil-factory
