"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"NORDLINGER AUTOMATION PTE LTD",,"Industrial Machinery Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/nordlinger-automation-pte-ltd"
,"Sobavak","Sobavak is an electronics company established in 2021. The company aims to design and manufacture household appliances such as vacuum cleaners, air purifiers, and hair dryers.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","sobavak.com","https://www.linkedin.com/company/sobavaksg"
,"Jembrana Jelly","A Singapore based initiative working with Balinese villagers to develop mangrove jelly desserts","Food and Beverage Manufacturing","2-10 employees","Non Profit","Singapore","Singapore",,"https://www.linkedin.com/company/jembranajelly"
,"Jetmaster","Jetmaster is a leading supplier of high-performance cleaning equipment, specializing in high-pressure washers, vacuum cleaner and floor blower equipment.

With decades of experience across Southeast Asia, we deliver dependable equipment, responsive after-sales support, and innovative solutions tailored to the toughest cleaning demands.

Discover more at www.jetmaster.com","Industrial Machinery Manufacturing","2-10 employees","Privately Held","Pioneer, Southwest","Singapore","jetmaster.com","https://www.linkedin.com/company/jetmaster-official"
,"CEH International Pte Ltd","CEH International Pte Ltd is an electrical/electronic manufacturing company based out of Henderson Rd, Singapore, Singapore.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/ceh-international-pte-ltd"
,"Seguratainer Pte. Ltd.","....","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","seguratainner.com","https://www.linkedin.com/company/seguratainer-1"
,"Goods Trove Pte Ltd","At Goods Trove, we are committed to providing top-quality cleaning solutions that make your spaces shine. Whether you're a business, cleaning company or an medical facility, our extensive range of high-performance cleaning chemicals is designed to meet your unique needs. From everyday cleaning products to specialised solutions for tougher jobs, we ensure every product we offer is safe, effective, and reliable.

Our mission goes beyond simply providing cleaning chemicals — we aim to make your cleaning process as efficient and convenient as possible. That’s why beside cleaning chemicals, we also offers cleaning supplies, equipments through our extensive network. We strive to be a one-stop avenue for all your needs. No hassle, no stress — just professional-grade cleaning products at your fingertips.

At Goods Trove, we pride ourselves on our expertise, customer service, and the quality of our products. We’re not just about selling chemicals; we’re about creating cleaner, healthier environments for you, your employees, and your customers.","Chemical Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","molabs.asia","https://www.linkedin.com/company/m-o-labs"
,"Sustainable Living Company","Redefine your household and lifestyle choices by going plastic-free.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","sustainablelivingcompany.com","https://www.linkedin.com/company/sustainable-living-company"
,"Spotics Pte Ltd","We do optics.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/spotics-co"
,"MedServe Pte. Ltd.","We are strong team of QRC experts, with technical, quality, regulatory and clinical competence. Our experienced staff and global network will provide the support you need, always. Together, we bring your medical device to the global market, complying with international regulations and assuring product quality and safety. We are cost effective and we charge you for the work performed and no hidden cost.
Our goal is to provide the professionalism that you expect in a partner and to get the results you need in the most efficient and cost-effective manner.","Medical Equipment Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","medservz.com","https://www.linkedin.com/company/medserve-pte-ltd"
,"Inspired Snacks","Here at Inspired Snacks, we believe in making the little things great again. 

Taking a modern twist on a well loved Singapore favourite , co-founders Bandana and Audrey finally developed the You Tiao Chip after hours of brainstorming and experiments.

We love it, and hope you will too.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","inspiredsnacks.co","https://www.linkedin.com/company/inspired-snacks"
,"ChewyKeebs","We spend so much time at our desks on ours keyboards, it's time to upgrade your workflow. A custom keyboard lets you tune and refine every aspect of your keyboard, from the looks, to the typing feel and the  that every keystroke makes. Build a setup that is truly yours and work will never feel the same again. 

I have hand built and customised over 30+ keebs! Past projects include: Mode65, Portal65, Owlab x Mr Suit, Geonworks Frog TKL, Tofu60, Bakeneko65, Rama Kara, Anne Pro 2 and many more! My skills range from building, modding, to soldering and mill-maxing of PCBs, and I'm still exploring new methods to improve the sound and feel of your keyboard!

If you are interested in getting a custom keyboard, feel free to reach out to me at chuyuan00@gmail.com ! We are still in the process of creating an Order Form, which will be released soon! 

Head to our IG @chewytriesthings/@nowekeyboards to find out more :)","Manufacturing","2-10 employees","Self Employed","Singapore","Singapore",,"https://www.linkedin.com/company/chewykeebs"
,"DISTINCT ENGINEERING AND TRADING PTE LTD",,"Industrial Machinery Manufacturing","2-10 employees",,"Singapore","Singapore","distinct.com.sg","https://www.linkedin.com/company/distinct-engineering-and-trading-pte-ltd"
,"PETITUDO INTERNATIONAL PTE LTD","PETITUDO is part superhero workplace and part laboratory. By day, we function as a one-stop pet wellness centre for your furkids, providing all-natural premium grooming services and products, as well as affordable nutritious fresh pet food, all under one roof.

By night, our PETITUDO superheroes are hard at work coming up with innovative all-natural formulations power-packed with nourishing ingredients to keep your furkids free of toxic residues and harmful preservatives for the long term. 

Say NO to Chemical Intervention!","Manufacturing","2-10 employees","Privately Held","Ang Mo Kio, North East Community Development Council","Singapore","petitudo.com","https://www.linkedin.com/company/petitudo-international-pte-ltd"
,"Vivisocial Pacific","Founded in Singapore in 2017, Vivisocial Pacific is the pioneering innovation supplier of integrated healthcare-related services.

We have been deeply involved in ASEAN market, integrating excellent suppliers to provide the market with safe and qualify products. We have successful experience in the region. Our customers include governments, hospitals and NGOs.

In 2019, Vivisocial Pacific became the official partner in Myanmar of Taiwanese best healthcare system Changhua Christian Hospital, as known as CCH, with providing comprehensive international medical services.

Since 2020, in the face of severe challenges, we have always stood with our customers to support them with flexible and reliable services.


In the future, we will focus on smart medical and high-end biotech related fields, introduce related technologies into ASEAN, and guardian the health of local people.","Medical Equipment Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/vivisocial"
,"Ace Chain (Singapore) Pte Ltd","One stop solution specializing in product development, 3D printing solution, Mold design and bespoke engineering parts","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","SINGAPORE","Singapore","ace-chain.com","https://www.linkedin.com/company/ace-chain-singapore-pte-ltd"
,"PNE Micron Engineering Pte Ltd.","PNE Micron Engineering Pte Ltd. is a consumer goods company based out of 996Bendemeer Rd, Singapore, Singapore.","Manufacturing","2-10 employees",,"Singapore","Singapore","pne.com.sg","https://www.linkedin.com/company/pne-micron-engineering-pte-ltd-"
,"SAN JIANG ELECTRIC PTE. LTD.",,"Appliances, Electrical, and Electronics Manufacturing","2-10 employees",,"SINGAPORE","Singapore",,"https://www.linkedin.com/company/san-jiang-electric-pte-ltd-"
,"Pinehappy","Pinehappy is a social enterprise selling eco-friendly, socially conscious Christmas crackers in Singapore and Hong Kong.

Our mission is to embrace the holiday spirit of giving by empowering as many social enterprises as possible, whilst reducing waste for a traditionally wasteful product.

Our crackers are made from FSC paper and assembled by the mentally and/or physically disabled. 

Each cracker contains an inspirational quote card and one gift from a social enterprise.

2018 gifts include:
- handmade soaps made by red light district survivors in India
- gourmet tea from a social enterprise that employs senior citizens
- mini towelettes produced by the visuall handicapped in Singapore","Manufacturing","2-10 employees","Self Owned","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/pinehappy"
,"Washlah","Premium studio (shop), mobile (doorstep) and fleet (corporate) automotive grooming and detailing on demand.","Automotive","2-10 employees","Privately Held","Singapore","Singapore","washlah.sg","https://www.linkedin.com/company/washlah"
,"Sing Kong Whee Trading","Our story began in the 1950s with Sing Kong Whee, a small family business making candles for the Muslim community. As Singapore grew, so did we—supplying candles for hotels, florists, events, and homes. 

Today, we carry on this legacy through simplekindle. by skw candles, the lifestyle arm of Sing Kong Whee to bring hand-poured scented, soy, and beeswax candles to more homes. We believe that everyone deserves a little warmth and comfort, so we keep our candles high in quality, but always affordable.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","singkongwhee.com","https://www.linkedin.com/company/skwcandles"
,"Payal pads","𝗣𝗮𝘆𝗮𝗹 𝗥𝗲𝘂𝘀𝗮𝗯𝗹𝗲 𝗽𝗮𝗱𝘀 : 𝗘𝗺𝗽𝗼𝘄𝗲𝗿𝗶𝗻𝗴 𝘄𝗼𝗺𝗲𝗻,𝗘𝗻𝘀𝘂𝗿𝗶𝗻𝗴 𝗛𝗲𝗮𝗹𝘁𝗵𝘆 𝗽𝗲𝗿𝗶𝗼𝗱𝘀
Our Pads is a pioneering social enterprise dedicated to providing affordable and sustainable menstrual hygiene solutions for all. Our mission is to break down barriers and stigma surrounding menstrual hygiene, particularly in underserved communities.

As an all-women-led organization, we empower women at every level of our business. We train and employ women from Below Poverty Line (BPL) categories, providing them with economic opportunities and boosting their confidence.

Our flagship product, 𝗣𝗮𝘆𝗮𝗹 𝗽𝗮𝗱𝘀, Made from natural fibers, these pads are affordable, reliable, and comfortable.
Our pad is Eco-friendly,Health-friendly as  well as Environmental- friendly.

𝗞𝗲𝘆 𝗜𝗻𝗶𝘁𝗶𝗮𝘁𝗶𝘃𝗲𝘀:
• 𝗖𝗼𝗺𝗺𝘂𝗻𝗶𝘁𝘆 𝗢𝘂𝘁𝗿𝗲𝗮𝗰𝗵: We collaborate with local organizations and government agencies to raise awareness about menstrual hygiene and distribute our products to women in need.
• 𝗪𝗼𝗺𝗲𝗻'𝘀 𝗘𝗺𝗽𝗼𝘄𝗲𝗿𝗺𝗲𝗻𝘁: Our social enterprise model provides employment opportunities for women from marginalized communities, contributing to their economic independence.
• 𝗣𝗿𝗼𝗱𝘂𝗰𝘁 𝗜𝗻𝗻𝗼𝘃𝗮𝘁𝗶𝗼𝗻: We are committed to developing innovative and affordable menstrual hygiene products that meet the needs of our customers.
Impact:
• 𝗜𝗺𝗽𝗿𝗼𝘃𝗲𝗱 𝗛𝗲𝗮𝗹𝘁𝗵: Our products help to improve women's health by providing access to clean and hygienic menstrual care.
• 𝗘𝗰𝗼𝗻𝗼𝗺𝗶𝗰 𝗘𝗺𝗽𝗼𝘄𝗲𝗿𝗺𝗲𝗻𝘁: By providing employment opportunities, we are empowering women and contributing to their economic well-being.
• 𝗘𝗻𝘃𝗶𝗿𝗼𝗻𝗺𝗲𝗻𝘁𝗮𝗹 𝗦𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆: Our reusable menstrual pads offer a sustainable and eco-friendly alternative to disposable products.","Manufacturing","2-10 employees","Self Owned","768201","Singapore","payalpad.com","https://www.linkedin.com/company/payal-pads"
,"Peco Bag",,"Manufacturing","2-10 employees","Privately Held","Singapore, singapore","Singapore","pecobag.com","https://www.linkedin.com/company/peco-bag"
,"Hey Cuzzies","Hey Cuzzies is established out of a love of meaningful relationships and interactions between our family, friends and kids - both, human and furkid. Hey Cuzzies represents a friend, a cousin and someone who is close to you. We treasure the relations built and most importantly, we hope to create a community who cares for the environment, the planet and everyone in it.

We design and create quality products for humans and pets. Through Hey Cuzzies, we strive to covey the deep meaning and close relationships that you have with your cuzzies through our products. No words can express the power and positive impact that some have in our lives.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","heycuzzies.com","https://www.linkedin.com/company/hey-cuzzies"
,"coupon agency","coupon agency, coupon company, couponglobal.com,
https://www.facebook.com/couponglobal","Manufacturing","2-10 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/couponagency"
,"Lunascents Global","Lunascents is a private label candle company based in Singapore. We create eco-friendly, handmade scent products for businesses and brands in Singapore and all around the world! With our expertise in handmade candles, fragrance sprays and so on, we are the best partner to outsource your production to. 

Create your own elegant gifts and products with us with a simple conversation. Let us know your needs and your dream candle can be created!","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","lunascentsglobal.com","https://www.linkedin.com/company/lunascentsglobal"
,"POWWA STASIUN Pte Ltd","We provide the Latest Technology products that are beneficial to the Environment and humankind.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/powwa-stasiun"
,"JDI Fastening (S) Pte Ltd","Email : jdiemail@singnet.com.sg
           enquiry@jdi.com.sg

Welcome to JDI Fastening (S) Pte Ltd, your trusted partner in providing top-quality fastening solutions for construction and manufacturing needs. 
With a strong commitment to stability, efficiency, and excellence, we offer a wide range of products that cater to your requirements. 

Keep your projects on track with our consistent and punctual deliveries.

Embrace the future of manufacturing with our innovative solutions designed to streamline your processes. 
Our cutting-edge fastening technologies not only increase efficiency but also reduce the need for manual labor.

You can expect cost-effective solutions that don't compromise on quality. Enhance the durability and reliability of your projects by integrating our high-quality products, ensuring safety and longevity in every application.

Revolutionize your assembly processes with our weld-free fastening alternatives. Our state-of-the-art solutions eliminate the need for welding, simplifying processes and reducing the risk of structural weaknesses. Experience faster installation times and increased structural integrity.

Your satisfaction is our priority even beyond the point of purchase. You can rely on our dedicated after-sales support team to address any inquiries or concerns you may have.  We're committed to providing solutions that stand the test of time.

We go beyond being a supplier – we are your partners in progress. Experience the transformation of your construction and manufacturing operations with our stable supply, automated efficiency, cost-effective solutions, enhanced quality, weld-free innovations, and after-sales support.","Machinery Manufacturing","2-10 employees","Privately Held","シンガポール","Singapore",,"https://www.linkedin.com/company/jdi-fastening-s-pte-ltd"
,"Tuft Club","Southeast Asia's first tufting studio.","Textile Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","tuftclub.com","https://www.linkedin.com/company/tuft-club"
,"Weights.SG","<< Closed >>

Weights.SG is an online store offering the cheapest weights, dumbbells, exercise equipment, fitness equipment for home gym usage at the most value for money","Manufacturing","2-10 employees","Partnership","Singapore, Singapore","Singapore","weights.sg","https://www.linkedin.com/company/weights-sg"
,"OrganicBasket","At the core of Organic Basket, we support and encourage the growth and use of organic products. We are committed to integrity in products and the way we do business. Through fair and respectful sourcing, we deal directly with thousands of small family farmers and their communities across the world to produce top quality organic products. We give back to support a wide variety of organic and sustainable farming communities and organizations.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/organicbasket"
,"Kerr Tech Solutions Pte Ltd","ICT and System Integrator Company that builds it own system both software and hardware. Started in 2013 and had grown from single product portfolio to multi-System software and hardware solution for businesses.

Our Business Solutions;

-POS 
-E-procurement 
-School Management
-CRM / Loyalty 
-Web portal 
-Project Management
-SMS Solutions 
-Inventory Management 
-E-commerce
-ERP
-Asterisk telephony 
We have a strong developer team both application based and hardware integration.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","kerrtechs.com","https://www.linkedin.com/company/kerr-tech-solutions-pte-ltd"
,"auction agency","auction agency, auction company, auctionglobal.com,
https://www.auctionglobal.com","Manufacturing","2-10 employees","Self Owned","Singapore","Singapore","auctionglobal.com","https://www.linkedin.com/company/auctionagency"
,"Rsa Singapore",,"Pharmaceutical Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/rsa-singapore"
,"ADVANCE TECH PRECISION PTE LTD",,"Appliances, Electrical, and Electronics Manufacturing","2-10 employees",,"Singapore","Singapore",,"https://www.linkedin.com/company/advance-tech-precision-pte-ltd"
,"BAJ FOOD","At BAJ Food, we believe that great desserts should not only taste amazing, but also be made with the highest quality ingredients and a touch of artistry. That's why we handcraft our cakes and pastries with love and attention to detail, using only the freshest, locally sourced ingredients whenever possible.","Food and Beverage Manufacturing","2-10 employees","Public Company","Singapore, singapore","Singapore","bajfood.com.sg","https://www.linkedin.com/company/bajfood"
,"KUNG KEE STEEL PTE LTD","KUNG KEE Stainless is in many ways very much like the material it produces. Like stainless steel the company is versatile in its thought process, strong and unrelenting in its operations, environment friendly in its manufacturing process, bright, shining and beautiful in its community support activities. The list of the properties of stainless steel is endless, just as our values are all encompassing.","Automotive","2-10 employees","Privately Held",,"Singapore","kkstainless.com","https://www.linkedin.com/company/kung-kee-steel-pte-ltd"
,"millionaire team","millionaire team, millionaires team, millionaireceoclub.com,
https://www.MillionaireCEOclub.com/","Manufacturing","2-10 employees","Self Owned","Singapore","Singapore","millionaireceoclub.com","https://www.linkedin.com/company/millionaireteam"
,"SMT INNOVAX PTE LTD","Singapore-based leader in the design, production, and sales of cutting-edge environmental test equipment. Our mission is to empower customers with the tools they need to simulate real-world and extreme climate conditions, ensuring product reliability and performance.

We offer:
•	Advanced R&D and Production Capabilities: Leveraging state-of-the-art technologies, including laser cutting and precision bending equipment.

•	Standardized and Customized Solutions: From chambers and oven systems to tailored environmental simulation platforms.

•	Comprehensive Solutions: Enhancing product performance and delivering added value to our clients. Partner with SMT Innovax to elevate your environmental testing and ensure product excellence.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","smt-innovax.com","https://www.linkedin.com/company/smt-innovax-pte-ltd"
,"Innomed Accelerator","InnoMed is a biomedical incubator established by Chuang Capital, located in Singapore.
The incubator will help Singapore's biomedical projects link up with China to meet the needs of the Chinese market Validation, clinical trials, industrialization and investment and financing. 
Chuangcapital, as a  Medical Investment Fund, has invested in dozens of start-ups, including ones in Singapore Enterprise. 
We will take ""innovating science and technology and benefiting mankind"" as our mission to accompany entrepreneurs to succeed.","Medical Equipment Manufacturing","2-10 employees","Privately Held","singapore","Singapore","innomedacce.sg","https://www.linkedin.com/company/innomed-accelerator"
,"Thor International Pte Ltd","Established since 1982, Thor International is a leader in providing thread repair and fastening solutions to customers across the manufacturing industry. Our technical expertise, coupled with our professional and warm service, has won the trust of customers who have stayed with all these years.","Semiconductor Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","thorintl.com","https://www.linkedin.com/company/thor-international-pte-ltd"
,"Ceratronics","Ceratronics dedicates itself to helping companies design and manufacture their components. Regardless of field or industry, our clients trust us to fulfill their specific requirements in terms of designs and materials.

Originally focusing on advanced ceramic products, Ceratronics now supplies a larger variety of materials including metals and plastics as well to better serve our clients and meet more diverse needs.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/ceratronics"
,"HONG FOK CORPORATION (H. K.) LIMITED","HONG FOK CORPORATION (H. K.) LIMITED is a medical devices company based out of 300 Beach Rd, Singapore, Singapore.","Medical Equipment Manufacturing","2-10 employees",,"Singapore","Singapore","hongfok.com.sg","https://www.linkedin.com/company/hong-fok-corporation-h-k-limited"
,"Wens Whitebait Powder","Since 1965, we have been managing fishery businesses and importing fresh harvest into Singapore from our own fisheries in Riau Islands - Indonesia.

At Wen's Whitebait Powder, you can rest assure with the quality of our White Bait. Our White Bait are harvested and hand selected at our fisheries, and are only imported weekly into Singapore to preserve its freshness with the upmost importing methods.

Our confidence and control in quality allows us to bring only the good stuff to your children and you, from farm to fork.","Food and Beverage Manufacturing","2-10 employees","Self Owned","Singapore","Singapore","wens.sg","https://www.linkedin.com/company/wenswhitebaitpowder"
,"Fire-Ant Labs","Incorporated in October 2014 as Firent LLP.
Started as a prototyping workshop and hobbyist class training school for electronics enthusiasts.
Carried out project based contracts
Conducted training courses in electronics to professionals and public
Underwent streamlining exercise to become more organized in Dec 2015 and renamed to 
	Fire-Ant Labs !
Cool Stuffs that we do
1) Collaboration with Educational Institutions
(We have been and are presently collaborating with educational institutions in joint projects involving students working to develop innovative solutions to real life challenges. )

2)Partnerships with Private Sector Companies
(We have also partnered private sector companies to develop customized solutions to meet their clients’ specifications. )

3)Training to Public and Professionals
(We provide training for electronics and clean technology courses to equip professionals and educate the public on practical skills.)

4)Development of Industry and Consumer Solutions
(We also develop our own suite of products to meet the needs of consumers and industry.)","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Partnership","Singapore , Singapore","Singapore","myshopmatic.com","https://www.linkedin.com/company/fire-ant-labs"
,"Petit Bowl Private Limited","Petit Bowl which started in 2009 is the first homegrown company to introduce the “cook and freeze” concept of preparing ready-to-eat meals for young children at a retail level. Our product, known as “frozen solutions”, are prepared by mixing ingredients like fruits, vegetables, pasta and grains, together with fresh meat and fish without added salt, sugar or artificial flavourings into nutritious and delicious combinations. These meals can conveniently be consumed with simple heating or kept frozen and stored for future mealtimes. Our company strives to be the market leader in providing nutritious, delicious and convenient ready meals for parents in Asia.","Food and Beverage Manufacturing","2-10 employees","Privately Held","Singapore , East Coast","Singapore","petitbowl.com","https://www.linkedin.com/company/petit-bowl-private-limited"
,"PPM Green",,"Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Self Owned","Singapore, South East","Singapore",,"https://www.linkedin.com/company/ppmgreen"
,"Carbolinc","Carbolinc is a leading manufacturer and supplier of specialty chemicals. We aim to deliver sustainable and high quality chemicals, solutions and services to our customers.

We provide business values through our product innovations and our vast experience in technical solutions in several sectors and markets, including medical gloves, performance coatings, inks, adhesives, plastics, textiles and cleaning products. We are committed to deliver efficient and simple solutions to our customers’ technical issues encountered in different phases of research, development and production.","Chemical Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","carbolinc.com","https://www.linkedin.com/company/carbolinc"
,"INTEGRATIF MEDICAL PTE LTD","Integratif Medical Pte Ltd specializes in orthotic and prosthetic products and services, including the SpineCor system.","Medical Equipment Manufacturing","2-10 employees",,"Singapore","Singapore","integratif.com.sg","https://www.linkedin.com/company/integratif-medical-pte-ltd"
,"Propel Ortho Singapore Pte Ltd","In December 2014, POS emerged. With the latest research and development helmed at PROPEL (USA), and a strong team of marketing consultants and program specialists, we have worked alongside many doctors to grow their businesses, profiles and profits. Our motto is simple: We want to help the orthodontists reduce their patients’ treatment time with ease. The patients will have their dream smiles faster while the orthodontists would have made a difference in many lives. Their work will progress with their reputation and results.","Medical Equipment Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","posingapore.com","https://www.linkedin.com/company/propel-ortho-singapore-pte-ltd"
,"Unitrans Pacific","Unitrans Pacific is a premium Green Energy Raw Materials Trading for Solar industries, Wind Energy and Molding markets across Middle East and Asia Pacific.

Specialization include:
- Films for Solar, Oil & Gas and Semicon usage
- Solvents for Solar and Refrigerants production
- Carbon Fiber, Fiberglass and Resins for Molding markets","Chemical Manufacturing","2-10 employees","Privately Held",,"Singapore","unitranspac.com","https://www.linkedin.com/company/unitrans-pacific"
,"Ultrasave","Playing essential roles in our daily lives, choosing the right cleaning products is nothing short of an important decision. However, selecting the right cleaning products can be a headache for consumers especially when they have to decide between quality and price – having to pay more for quality or forego quality for cheaper products. Impeding their experiences and satisfaction, this was a void that needed to be filled.

Seeing an opportunity to fill this gap, Mr. David Ng founded the company, Maestro Plus and launched PlusCare Product Series in 2003. With a manufacturing plant in Taman Johore Jaya, Malaysia, and the commitment to igniting a change within the industry, Maestro Plus is guided by the philosophy of revamping consumer’s experiences by delivering cleaning products that are both high in quality and of value.

Today, as a CSR (Corporate Social Responsibility)
company, we strive to play our part to save the environment. True to our commitment, we proudly, introduced the environment-friendly Ultra Save products series in 2019. Being 4X more concentrated and compact in size, Ultra Save products not only perform better but are also able to reduce package wastage significantly. Importantly, the products are still ensured to preserve the philosophy of PlusCare – Of value and high quality.

Product Range: Household Cleaning, Personal Care, Laundry Care & Industrial Cleaning.","Chemical Manufacturing","2-10 employees","Self Owned","Singapore","Singapore","ultrasave.sg","https://www.linkedin.com/company/ultrasavesg"
,"Harvest Bakes","Harvest Bakes is Asia's First Nut-Free Macarons Manufacturer. Harvest Bakes is also Halal certified and we supply our macarons to hotels, cafes, restaurants, and distributors.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/harvest-bakes"
,"RAYCO TECHNOLOGIES PTE LTD","Rayco Technologies is a Singaporean company founded in 1954. They provide customized precision elastomer solutions for the Automotive and Aerospace, Data and Mobile Storage, Medical and Electronics industries.

They conduct research and development as well as design and manufacture precision elastomer components at their internationally certified manufacturing facilities in Singapore and Wuxi, China.

Backed by a talented team and some of the most advanced equipment in the world, Rayco supports their customers in product and tooling design, developing unique elastomeric formulations, fabrication and more.

They are capable of over-molding elastomers with various materials such as metal, plastics, film and fabric. They also support PTFE coating and provide ultra-clean parts in a Class 100K clean-room environment.

From design to delivery they constantly develop creative solutions for their partners and customers. Their Quality System certifications and integrated facilities enable us to exceed your expectations in every way, from design to delivery.

Rayco encourages lifelong training by improving the skills and continued employability of their staff.

They also believe in helping the less fortunate. Through donations to charitable organizations and volunteer work at homes for the aged and disabled, Rayconians make a difference to those in need.","Chemical Manufacturing","2-10 employees",,"Singapore","Singapore","raycotechnologies.com","https://www.linkedin.com/company/rayco-technologies-pte-ltd"
,"The Bun Club","[ไทย 𝘧𝘭𝘢𝘮𝘦-𝘨𝘳𝘪𝘭𝘭𝘦𝘥 𝘣𝘶𝘯𝘴]","Food and Beverage Manufacturing","2-10 employees","Privately Held","SINGAPORE","Singapore","thebunclubbakes.com","https://www.linkedin.com/company/the-bun-club"
,"Bagus Global Enteprise Pte Ltd","Our Vision is to be your preferred business partner in the distribution and fulfillment of high-quality products to Singapore with tailored services at competitive prices.

Our Mission is to be client-focused, highly efficient, and effective at providing market expansion, distribution and fulfillment services.

Our Core Services: 
A) Local Insight through Research and Data Analysis 
We provide market feasibility studies and local field research to maximize your business potential. In addition, we analyze data to determine the right strategy to approach the competitive market.

B) Sales and Marketing 
We recommend suitable channels (offline & online) for your products and tailored collaboration plans and strategies to grow your brand. 

C Distribution, Online Retailing & Fulfilment
We provide cost-effective and efficient warehouse, transport, and other logistic services, including delivery to retailers, warehouses and end customers.

In 2021, Bagus Global Enterprise launches a One-Stop Gifting Solution Online Shop called Joyful Giraffe. We strive to curate unique presents from all over the world for your special occasions, from baby shower, birthday, valentine's day, Christmas gift exchange to housewarming.
We believe in bringing only the great finds that we would ourselves gift to our loved ones.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","joyfulgiraffe.com.sg","https://www.linkedin.com/company/bagus-global-enteprise-pte-ltd"
,"Experts Electronic (Singapore)","Experts Electronic was born in a small office, fueled by the passion and vision of a team of professionals who wished to make a significant contribution to the world of electronics. Over the years, thanks to a combination of cutting-edge technical skills and a client-centered approach, the company grew and solidified its reputation as a leader in the industry.

Our Services

At Experts Electronic, we offer a comprehensive range of electronic design services:

Feasibility Studies: Before diving into a project, we conduct in-depth studies to assess its technical and economic viability.

Printed Circuit Board (PCB) Design: With our expertise and advanced simulation tools, we can design complex printed circuits that meet the specific needs of our clients.

Prototyping: Once the design is complete, we produce prototypes for testing and validation. These prototypes undergo rigorous testing to ensure they meet the highest standards.

Mass Production: After prototype validation, we support our clients in mass production, ensuring each unit meets specifications.

Post-launch Support: Our relationship with our clients doesn't end once the product is launched. We offer ongoing support to ensure the product remains up-to-date and functions flawlessly.

Our Team

The Experts Electronic team consists of highly qualified engineers and technicians, all passionate about electronics. Every member of our team is dedicated to excellence, working tirelessly to find innovative solutions to the most complex challenges.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Bukit Merah, Central Singapore Community Development Council","Singapore","expertselectronic.com","https://www.linkedin.com/company/experts-electronic-singapore"
,"Carrycott","Carrycott closes the gap between the parent's needs and existing solutions through design thinking and innovation in the realm of baby care.

We build the Carrycott, a baby transportation product that improves the convenience of the parent and the comfort of the child in a city landscape.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","carrycott.com","https://www.linkedin.com/company/carrycott"
,"NPK Partners","NPK Consulting will provide Market Research in Singapore for Dutch Precision Engineering SMEs in order to help them set up a subsidiary in Asia.
 - Start-up Guidance","Industrial Machinery Manufacturing","2-10 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/npk-consulting"
